# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_NC_sim2_model
# start_datetime = 2022-03-10 16:31:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmkgVm3/standata-1b385db5f28.json
# init = 2 (Default)
# random
#   seed = 475988862
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim2-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim2-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_NC_sim2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_j,s_j,z_j.1,z_j.2,z_j.3,z_j.4,z_j.5,z_j.6,z_j.7,z_j.8,z_j.9,z_j.10,z_j.11,z_j.12,z_j.13,z_j.14,z_j.15,z_j.16,z_j.17,z_j.18,z_j.19,z_j.20,z_j.21,z_j.22,z_j.23,z_j.24,z_j.25,z_j.26,z_j.27,z_j.28,z_j.29,z_j.30,z_j.31,z_j.32,z_j.33,z_j.34,z_j.35,z_j.36,z_j.37,z_j.38,z_j.39,z_j.40,z_j.41,z_j.42,z_j.43,z_j.44,z_j.45,z_j.46,z_j.47,z_j.48,z_j.49,z_j.50,z_j.51,z_j.52,z_j.53,z_j.54,z_j.55,z_j.56,z_j.57,z_j.58,z_j.59,z_j.60,z_j.61,z_j.62,z_j.63,z_j.64,z_j.65,z_j.66,z_j.67,z_j.68,z_j.69,z_j.70,z_j.71,z_j.72,z_j.73,z_j.74,z_j.75,z_j.76,z_j.77,z_j.78,z_j.79,z_j.80,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80
# Adaptation terminated
# Step size = 0.0036939
# Diagonal elements of inverse mass matrix:
# 0.250791, 0.116595, 0.109056, 0.10433, 0.0154331, 0.00789224, 0.249853, 0.413698, 0.499777, 0.447922, 0.42558, 0.423956, 0.379642, 0.500859, 0.506546, 0.410712, 0.370817, 0.454104, 0.380223, 0.453208, 0.581588, 0.327776, 0.42992, 0.498789, 0.414603, 0.431366, 0.364299, 0.510028, 0.392068, 0.496684, 0.498895, 0.435687, 0.40524, 0.437754, 0.421671, 0.502413, 0.419687, 0.699519, 0.461521, 0.410827, 0.00389204, 0.0117017, 0.205755, 0.176387, 0.195033, 0.205918, 0.239266, 0.182241, 0.202943, 0.194917, 0.208918, 0.214984, 0.203215, 0.206908, 0.192758, 0.204041, 0.186606, 0.203954, 0.203762, 0.220448, 0.211098, 0.234035, 0.204038, 0.20324, 0.190461, 0.230547, 0.203226, 0.212786, 0.207433, 0.20592, 0.207407, 0.240662, 0.200208, 0.200536, 0.19742, 0.254393, 0.230851, 0.173536, 0.192195, 0.184567, 0.194454, 0.286792, 0.171346, 0.199564, 0.211545, 0.200133, 0.194649, 0.212921, 0.190929, 0.213254, 0.232713, 0.204848, 0.194019, 0.21319, 0.196171, 0.198705, 0.195666, 0.209206, 0.18694, 0.193976, 0.206718, 0.20999, 0.246792, 0.203252, 0.173332, 0.215308, 0.214123, 0.214344, 0.193605, 0.236663, 0.198287, 0.203209, 0.192014, 0.225334, 0.213017, 0.203923, 0.214301, 0.207077, 0.21027, 0.190169, 0.189245, 0.211474, 1.00767, 0.567642, 0.565565, 0.566124, 0.57294, 0.561352, 0.570709, 0.573077, 0.56204, 0.569594, 0.569126, 0.56285, 0.572444, 0.582544, 0.570141, 0.570015, 0.565388, 0.561351, 0.574078, 0.565651, 0.568682, 0.566385, 0.564043, 0.5646, 0.567272, 0.558219, 0.56396, 0.570098, 0.571662, 0.578876, 0.571448, 0.579362, 0.573638
-3788.42,0.998985,0.0036939,10,1023,0,3850.43,-0.299994,0.602645,0.553506,0.579568,-0.333595,0.186083,-0.209386,0.505702,-1.34741,-1.19767,-0.760207,1.13437,0.771998,0.888463,1.40811,-0.747951,0.615105,0.588231,-0.23347,-1.13081,1.81069,-0.0590686,0.525706,1.865,0.256025,1.18102,-0.350044,-0.967129,0.349096,-1.03373,-1.62588,-0.786947,-1.16775,0.469539,-0.555663,0.623714,-0.948804,1.75361,-1.47262,-0.381814,0.0727888,0.460703,0.996105,0.645883,-1.40636,0.539353,0.593736,0.426255,-1.72375,0.202751,0.359373,-0.634897,0.0718037,-1.35664,1.96549,0.667659,0.0618292,0.616856,-1.8458,0.121878,-1.72654,0.0453753,-1.10864,0.825014,0.310856,-1.71428,-1.3324,-0.000624114,0.81137,0.719254,0.110462,-1.56864,-0.916931,-1.41518,0.911772,-1.96809,1.49857,0.500936,-0.555631,-1.02354,0.424455,-2.96055,-0.387762,-1.40761,-0.190331,1.66488,-0.406998,1.27158,0.317896,-0.711621,-1.31065,-0.0302224,0.599037,-0.184266,-0.67761,-0.0448926,0.740289,1.84091,0.0775305,0.763523,-0.510176,0.915181,1.39577,1.57425,-0.711012,-0.275652,-1.28802,0.497972,-0.101835,0.346943,-0.485678,0.885146,-0.763441,-0.0370795,-0.243612,0.202321,0.600605,0.586875,0.0311445,-0.640843,-1.59567,-0.588353,0.0263244,0.65311,0.283097,0.354154,1.11448,0.730644,1.64889,0.82852,0.832822,1.2118,1.29263,0.251499,0.0648464,1.37645,0.297507,0.344918,0.803733,0.429454,1.14542,-0.0709104,0.219438,0.544724,-0.386988,-0.353468,-0.830022,-0.551917,0.199628,0.188375,0.733042,-0.529751,1.35218,-0.609237,0.21272,-0.890771,-0.815051,-0.593824,0.364268,0.181015,0.239912,0.502696,-0.587626,0.101674,0.0880839,-0.327452,-0.781238,0.706285,-0.239257,0.0564645,0.733746,-0.0799134,0.387857,-0.386404,-0.698465,-0.0328471,-0.732144,-1.0316,-0.607346,-0.799921,0.028061,-0.490385,0.106027,-0.689198,0.677419,-0.954094,-0.40247,0.531697,0.370349,-0.575124,0.32127,0.346325,0.269166,-0.721348,0.166197,0.238353,-0.21971,0.105869,-0.552218,0.978297,0.380381,0.101274,0.356976,-0.777577,0.128938,-0.722632,0.0936933,-0.437967,0.452875,0.216001,-0.716984,-0.541051,0.0725013,0.446589,0.404151,0.123679,-0.649887,-0.349644,-0.579189,0.492845,-0.833914,0.763186,0.303571,-0.183192,-0.39876,0.268336,-1.29114,-0.105854,-0.575702,-0.0148973,0.839805,-0.114716,0.658607,0.219244,-0.255057,-0.531032,0.0588653,0.348767,-0.012103,-0.239388,0.0521067,0.413842,0.920903,0.108507,0.424546,-0.16225,0.494415,0.715823,0.79805,-0.254776,-0.054205,-0.520605,0.302206,0.025873,0.232626,-0.150964,0.480578,-0.27893,0.0557062,-0.0394441,0.165999,0.349489,0.343164,0.0871372,-0.222449,-0.66234,-0.198267
-3772.61,0.950585,0.0036939,10,1023,0,3847.21,0.0835491,0.268404,0.172153,-0.0784581,-0.327204,0.0737199,0.154276,0.530432,-1.16094,-1.49569,-0.526498,0.17549,0.000283493,1.3037,0.666369,-0.641242,0.226346,0.796586,-0.646325,-0.725384,2.1111,0.188091,0.774167,1.36062,-0.334004,1.21983,-0.193466,-0.50268,0.414755,-0.912344,-1.55683,-0.535853,-0.991762,0.50307,0.472041,2.09849,-0.891227,2.38069,-0.986549,0.0282744,0.0534314,0.432485,0.0214726,0.373457,-1.15524,0.332114,0.145541,0.184775,-1.52316,0.940569,1.16593,-1.4752,0.257535,-1.06316,0.972113,1.25842,0.704699,0.266409,-0.483425,-0.283617,-0.632131,0.86553,-2.39581,0.956215,0.466444,-2.20675,-1.8562,-1.43662,1.0211,0.209059,-1.08844,-2.27962,-1.599,-1.28297,-0.11342,-2.29469,1.8624,-1.20613,0.1344,-0.984212,1.86638,-3.12354,0.359479,-0.324326,0.323699,0.73288,-0.665833,0.479826,0.0500497,0.00615443,-2.38754,0.439098,0.494995,-0.906176,-1.39454,-0.764797,0.692925,1.53499,-0.157629,0.700195,-0.373834,0.269997,2.09372,2.49854,0.067827,-0.446766,-1.60309,1.3787,-0.159202,-0.403815,-0.556757,1.14602,-0.150188,-1.89018,-0.822746,-0.232682,0.65042,0.607612,0.936068,-0.143283,-0.239512,0.452717,0.0255522,0.76784,0.288412,0.56942,1.07793,0.647994,1.89038,0.90465,1.03566,1.09963,1.38708,0.408017,0.311084,1.69048,0.548998,0.544348,0.766515,0.386297,1.34064,0.244053,0.44701,0.676484,-0.210406,-0.385899,-0.66031,-0.469375,0.317283,0.458403,1.14839,-0.672819,1.47295,-0.568231,0.36869,-0.461523,-0.639085,-0.124995,0.247361,0.154426,0.845802,0.507739,-0.185859,0.274337,0.57681,-0.188555,-0.230491,1.27407,0.254045,0.564918,0.875994,-0.0228902,0.801315,0.0516555,-0.112362,0.374275,-0.329661,-0.671519,-0.129958,-0.371786,0.42112,0.404662,1.26738,-0.318459,1.41707,-0.369021,0.169274,0.0627179,0.214946,-0.446194,0.197066,0.116376,0.133344,-0.605313,0.460213,0.55768,-0.58457,0.164812,-0.406368,0.473856,0.59768,0.358203,0.168649,-0.155643,-0.0692289,-0.219956,0.42776,-0.98272,0.46698,0.255161,-0.900957,-0.749346,-0.567885,0.495041,0.143846,-0.417301,-0.932471,-0.63811,-0.501434,0.00437903,-0.938988,0.858892,-0.468203,0.111557,-0.372225,0.860612,-1.29745,0.208901,-0.0868347,0.193427,0.370391,-0.234531,0.260949,0.0750771,0.0560931,-0.979146,0.243335,0.267509,-0.338476,-0.549686,-0.277332,0.353111,0.717292,-0.0147406,0.356255,-0.108246,0.170201,0.958932,1.13401,0.0827655,-0.139788,-0.639879,0.6497,-0.0154213,-0.121213,-0.187358,0.549067,-0.0115226,-0.764044,-0.302394,-0.0472,0.334728,0.316214,0.458267,-0.00853653,-0.0501539,0.249225
-3766.07,0.998897,0.0036939,10,1023,0,3852.74,-0.13023,0.105944,0.0875519,-0.28916,-0.181541,0.102114,0.365669,0.472167,-0.542802,-0.950721,-0.0913067,0.944652,0.455161,1.74419,1.61053,-0.195546,0.689934,1.18345,-0.354718,-0.708473,2.02339,-0.592776,0.27258,0.861421,0.033219,1.13205,-0.37897,-0.719184,0.232289,-1.18805,-0.813714,-0.686002,-0.533675,0.952274,0.457519,1.64484,-1.00313,3.07642,-1.42189,0.691189,-0.0310856,0.523721,0.896924,0.192428,-0.990934,0.0409709,0.495755,0.0236444,-1.12946,1.43179,-0.286586,-0.218699,0.281231,0.580043,0.486642,0.581369,0.269862,-0.311154,-1.1216,-0.0260153,-0.446628,1.69363,-1.49747,-0.0366769,-0.0131007,-1.85049,-1.51197,-0.644865,1.35318,0.584403,-0.501952,-1.46094,-0.576066,0.427671,-0.491541,-1.3294,1.91278,-1.00367,0.0738787,-0.635708,0.630995,-2.85438,0.787932,-0.882831,-0.217284,1.0362,-0.25218,0.373601,0.0262809,0.960883,-1.27624,0.831524,0.790241,-0.179211,-0.0614325,0.402218,0.641096,1.51451,-0.135164,-0.0520791,0.519074,0.972198,2.16849,2.23158,-0.463002,0.551133,-2.51513,1.0734,-0.757823,0.537873,-0.368913,1.2652,-0.739801,-0.765296,-0.00462181,-0.159751,0.843398,0.668164,0.659682,-0.354866,-0.53951,0.304074,0.0162616,0.749517,0.335511,0.660135,1.02778,0.668011,1.75965,1.12623,0.816765,1.1289,1.37041,0.342094,0.308585,1.51474,0.200055,0.488842,0.59699,0.501723,1.16687,0.184316,0.326713,0.581999,-0.19179,-0.239757,-0.655821,-0.314011,0.337793,0.405466,0.9141,-0.58417,1.65746,-0.697682,0.492863,0.109376,-0.0832295,0.322557,0.811702,0.580581,1.18922,1.12611,0.273339,0.691433,0.924452,0.198183,0.0311515,1.32105,0.0857799,0.494372,0.772403,0.381354,0.900186,0.186732,0.0260943,0.475348,-0.19529,-0.0185396,0.0417619,0.113685,0.815301,0.581694,1.14231,-0.107976,1.81825,-0.305699,0.692026,0.438652,0.0696927,-0.550058,-0.00962825,0.228552,-0.0187025,-0.622607,0.718773,-0.181177,-0.145623,0.116201,0.272695,0.223779,0.273389,0.110247,-0.194044,-0.61849,-0.0447103,-0.264994,0.855904,-0.815339,-0.050294,-0.0379467,-1.00023,-0.822935,-0.368815,0.677605,0.274978,-0.293968,-0.796211,-0.332783,0.192895,-0.288516,-0.72732,0.970677,-0.556726,0.00760626,-0.364019,0.29938,-1.52598,0.381571,-0.493443,-0.144882,0.511591,-0.163157,0.164577,-0.0173217,0.472148,-0.699478,0.404401,0.38278,-0.124942,-0.063259,0.179564,0.30467,0.762093,-0.101874,-0.0583605,0.240764,0.478074,1.1046,1.13764,-0.273569,0.257554,-1.34831,0.531076,-0.427973,0.250609,-0.224293,0.631527,-0.418535,-0.431887,-0.0335061,-0.114751,0.410619,0.318846,0.314403,-0.216936,-0.313638,0.128164
-3796.68,0.997564,0.0036939,10,1023,0,3864.61,0.619186,-0.633396,-0.350604,-1.04124,-0.369361,0.195542,0.446876,0.522921,-1.60325,-1.06252,0.328351,0.909242,0.655374,1.42249,1.29598,-0.435004,0.576085,1.51213,-0.25524,-0.40145,1.64529,-0.533591,0.264527,0.796628,0.131876,0.469316,-0.0998487,-1.76084,0.158404,-1.54921,-0.445729,0.194125,0.333063,1.40637,0.480812,1.60766,-0.0920955,2.45239,-0.605298,0.674093,-0.0265817,0.453591,1.39992,0.17467,-1.01967,0.410947,0.664986,0.398388,-1.11709,1.41595,-0.105663,-0.205042,-0.0972339,0.237351,0.686799,0.695567,-0.364908,-0.207381,-1.10663,-0.0266779,-0.56338,1.56582,-1.27381,0.504275,0.285062,-2.51548,-1.74016,-1.2008,1.33286,0.0837935,-1.06906,-1.57346,-0.188279,0.140983,-0.843552,-1.72689,2.03031,-0.07632,0.409591,-0.226541,0.887762,-2.86258,1.36851,-1.18879,-0.150998,0.221961,-0.0965764,-0.350386,-0.090115,0.673515,-1.46079,1.00774,0.320969,-0.0623589,0.111657,0.361412,0.351458,1.23607,-0.215684,0.876104,0.253417,0.78994,2.31492,2.43718,-0.205481,0.547238,-2.12623,0.816467,-0.699097,0.580823,0.0612143,1.66306,-0.800747,-1.3154,0.10187,0.0854099,0.586172,1.07294,0.56788,-0.339013,-0.97014,0.134888,0.0436412,0.9931,0.752648,1.22332,1.4785,0.988745,2.33331,1.11633,1.37806,1.60151,2.0903,0.624411,0.74599,1.96471,0.675505,0.897349,0.909579,1.07368,1.48002,0.733372,0.533448,1.14475,-0.007456,0.14901,-0.405041,0.225117,0.62502,0.760022,1.22835,-0.218363,1.80413,-0.256648,0.733918,-0.391497,-0.108735,0.618577,0.922337,0.789584,1.19073,1.12457,0.219403,0.748123,1.2376,0.313406,0.236949,1.30723,0.16785,0.585203,0.863449,0.515836,0.692291,0.394663,-0.473902,0.529708,-0.36324,0.213795,0.548388,0.621041,1.18229,0.698302,1.28756,0.398717,1.72928,0.130353,0.799373,0.608411,0.052647,-0.489095,0.15982,0.27505,0.154123,-0.533281,0.61568,-0.0745095,-0.119587,-0.0706861,0.0810783,0.284944,0.288921,-0.1921,-0.120648,-0.528539,-0.0386826,-0.282126,0.683662,-0.604372,0.202153,0.10272,-1.16758,-0.8159,-0.571255,0.577991,0.0114262,-0.511496,-0.740291,-0.111983,0.0373669,-0.409209,-0.809881,0.894348,-0.0611997,0.159205,-0.129338,0.376099,-1.32502,0.59416,-0.565804,-0.0950728,0.0740976,-0.0703879,-0.185513,-0.067457,0.278918,-0.689184,0.430518,0.119007,-0.0548671,0.0240647,0.137351,0.132836,0.534087,-0.124414,0.370811,0.088366,0.331727,1.02345,1.0789,-0.119786,0.22164,-0.991018,0.34376,-0.343685,0.236874,0.00118454,0.727766,-0.389793,-0.623236,0.0196255,0.0121594,0.2393,0.460092,0.231003,-0.180355,-0.466628,0.0346024
-3788.62,0.998649,0.0036939,10,1023,0,3876.15,0.685233,-0.27864,-0.315251,-0.754824,-0.284825,0.225741,-0.0626186,0.621617,-1.17371,-0.592625,-0.63282,0.893216,0.611582,0.941467,1.10139,-0.0171069,0.371233,0.16876,-0.0322019,-0.817743,1.59634,0.183693,0.257363,1.21828,-0.31059,0.96437,-0.134108,-0.751131,0.282734,-0.74254,-0.340014,0.250315,-0.384514,0.844116,0.12344,1.051,-0.492659,1.88094,-0.532637,-0.00828985,-0.0792064,0.450085,0.921344,0.286251,-0.819466,0.913688,0.47289,0.413937,-0.712848,1.1987,0.122977,-0.52895,0.416223,-0.0256763,1.51766,0.682985,-0.124752,-0.908321,-0.671149,0.0684021,-0.63892,1.48502,-0.816104,0.688811,-0.116997,-2.57004,-0.580022,-0.605764,1.50063,0.972888,-0.44904,-2.0106,-0.242247,-0.165666,-0.730774,-1.65181,2.74068,-0.30788,0.819183,-0.988412,1.79192,-3.49097,0.926733,-0.720508,0.658139,0.72226,-0.389953,-0.0490327,0.799041,0.15855,-0.818437,0.783384,0.896519,-0.878196,-0.333278,0.0171491,0.49795,1.41129,-0.112109,1.37357,0.612706,0.344506,1.79151,1.66261,0.258746,0.72076,-1.47979,1.24775,-0.842155,0.254312,-0.448798,1.33459,-0.795912,-1.32167,-0.888315,-0.204702,1.75636,1.15754,1.67404,-0.904745,-0.585287,0.0804628,0.0309709,0.869914,0.84926,0.698316,1.30146,0.978431,2.19559,1.02886,1.46319,1.46071,1.42205,0.700883,0.477885,1.77309,0.821954,0.72507,0.985287,0.392741,1.53048,0.32174,0.642187,0.821392,0.0620945,0.133495,-0.234594,-0.267122,0.296919,0.604602,1.06055,-0.427559,1.58364,-0.31198,0.3675,-0.792219,-0.431005,-0.455991,0.49262,0.317552,0.522613,0.622021,-0.0732525,0.168146,0.0422858,-0.0826358,-0.570941,0.929692,0.0515683,0.0973627,0.694683,-0.255687,0.53685,-0.145982,-0.529534,0.113134,-0.524194,-0.273977,0.0929818,-0.301639,0.462099,0.0141136,0.5907,-0.368864,1.10661,-0.393715,-0.0677717,0.335477,0.0496309,-0.448036,0.332031,0.133634,0.107101,-0.400049,0.460309,-0.0238564,-0.317279,0.108129,-0.090763,0.603868,0.228195,-0.135356,-0.488028,-0.381281,-0.0484196,-0.366775,0.589179,-0.446523,0.230817,-0.131865,-1.23594,-0.340266,-0.351852,0.596203,0.358676,-0.281313,-0.984149,-0.188238,-0.15377,-0.408117,-0.822663,1.15433,-0.217779,0.289496,-0.524076,0.727309,-1.65044,0.337903,-0.403497,0.217012,0.245872,-0.254719,-0.101275,0.28043,-0.00784543,-0.447573,0.273383,0.324303,-0.474469,-0.22921,-0.0714879,0.144914,0.555993,-0.129665,0.539016,0.196564,0.0758508,0.727126,0.669111,0.0372514,0.245197,-0.745237,0.482389,-0.458248,0.0352557,-0.281204,0.521472,-0.437435,-0.674072,-0.479024,-0.17134,0.711306,0.441784,0.674252,-0.486419,-0.342636,-0.0429913
-3779,0.981264,0.0036939,10,1023,0,3855.17,-0.305136,0.393086,0.23494,-0.0285054,-0.269002,0.195022,0.783145,0.545234,-1.21664,-1.00205,-0.750495,0.798364,0.576337,0.843847,1.06578,0.107408,0.444507,0.491988,-0.719966,-1.36207,1.87809,0.0557328,0.2483,1.30928,-0.159035,1.22865,-0.204609,-0.752747,0.348278,-1.39285,-0.473864,-0.323057,-0.609117,0.580667,-0.333123,1.25827,-0.619068,2.31248,-1.33338,0.190122,-0.0717122,0.568554,0.728158,0.446582,-1.1234,0.692633,-0.325356,0.108187,-0.705922,0.492477,1.7269,-0.880856,0.226098,-0.12735,1.17428,1.04247,1.15065,0.601882,-0.688256,-0.324414,-0.461496,0.835104,-1.18769,0.290408,0.348649,-1.33722,-1.57938,0.530982,1.01856,0.0641701,-1.10204,-1.11864,-0.580502,-0.954785,1.07907,-1.34645,1.59297,-0.387613,0.21175,0.512172,0.297026,-2.44487,0.311155,-0.299407,0.287637,1.04443,0.237909,2.23543,-0.24271,0.345244,-1.30605,-0.498615,0.0168592,0.14751,-0.804018,0.797947,1.46982,0.698398,-0.306678,0.598286,-0.837101,1.55426,1.27568,1.69771,-0.862833,0.285029,-0.371964,1.25668,-0.499526,-0.179515,-0.169214,0.866481,-0.204967,-0.371546,0.605739,-0.158857,0.2083,1.32335,0.242525,0.696379,0.218218,-0.508635,0.0531491,1.32694,1.00426,1.13535,1.67608,1.33714,2.44611,1.48482,1.86627,1.85059,1.9968,0.844193,0.809852,2.15856,1.09403,0.930485,1.34981,0.923897,1.98471,0.709956,0.823616,1.22719,0.113242,0.500613,-0.0148215,0.179433,0.706608,0.873864,1.53885,0.0146208,2.22208,-0.0526522,0.957674,0.119793,0.236795,0.373949,1.21844,1.09738,1.24324,1.36424,0.841707,1.0255,1.05139,0.390595,0.040498,1.80714,0.813532,0.918527,1.49701,0.696433,1.45305,0.671585,0.372721,0.973038,0.0237134,0.524778,0.607003,0.451033,1.09974,0.601515,1.4692,0.445608,2.04399,0.0561383,0.886806,0.342285,0.182194,-0.710426,0.322087,-0.256695,-0.0102019,-0.473067,0.208288,0.910125,-0.572527,0.0568366,-0.144118,0.59593,0.52099,0.582492,0.27049,-0.463023,-0.256159,-0.334098,0.403089,-0.746979,0.0934005,0.126514,-0.831993,-0.969676,0.23018,0.507394,-0.035228,-0.698284,-0.707718,-0.401759,-0.614559,0.541796,-0.837243,0.833977,-0.292091,0.0486793,0.219485,0.0971632,-1.46175,0.105196,-0.241941,0.091825,0.522105,0.0635517,1.19925,-0.209706,0.124578,-0.81427,-0.355202,-0.0621269,0.0121555,-0.52884,0.381964,0.76396,0.325365,-0.246075,0.268446,-0.547649,0.811967,0.653582,0.893525,-0.562279,0.090342,-0.283194,0.642777,-0.35572,-0.173776,-0.16792,0.420929,-0.188247,-0.282956,0.272683,-0.162031,0.0467174,0.680685,0.0661762,0.324217,0.0523567,-0.360899
