# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = HJb_NC_sim1_model
# start_datetime = 2022-02-22 09:04:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpKk1edD/standata-495475331b6.json
# init = 2 (Default)
# random
#   seed = 911124181
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJb_NC_sim1-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJb_NC_sim1-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=HJb_NC_sim1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_j,s_j,z_j.1,z_j.2,z_j.3,z_j.4,z_j.5,z_j.6,z_j.7,z_j.8,z_j.9,z_j.10,z_j.11,z_j.12,z_j.13,z_j.14,z_j.15,z_j.16,z_j.17,z_j.18,z_j.19,z_j.20,z_j.21,z_j.22,z_j.23,z_j.24,z_j.25,z_j.26,z_j.27,z_j.28,z_j.29,z_j.30,z_j.31,z_j.32,z_j.33,z_j.34,z_j.35,z_j.36,z_j.37,z_j.38,z_j.39,z_j.40,z_j.41,z_j.42,z_j.43,z_j.44,z_j.45,z_j.46,z_j.47,z_j.48,z_j.49,z_j.50,z_j.51,z_j.52,z_j.53,z_j.54,z_j.55,z_j.56,z_j.57,z_j.58,z_j.59,z_j.60,z_j.61,z_j.62,z_j.63,z_j.64,z_j.65,z_j.66,z_j.67,z_j.68,z_j.69,z_j.70,z_j.71,z_j.72,z_j.73,z_j.74,z_j.75,z_j.76,z_j.77,z_j.78,z_j.79,z_j.80,s_HJb,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.00156813
# Diagonal elements of inverse mass matrix:
# 0.157279, 0.162713, 0.00334095, 0.00824841, 0.00446452, 0.00552232, 0.0168567, 0.00870357, 0.0176929, 0.0138981, 0.00390922, 0.00590966, 0.00841038, 0.00640311, 0.00839131, 0.00447817, 0.0038353, 0.00486143, 0.00518711, 0.0072492, 0.00402484, 0.00530241, 0.00681374, 0.00397284, 0.0038789, 0.00535124, 0.0112062, 0.00519236, 0.0133343, 0.024089, 0.016759, 0.00405316, 0.00706371, 0.0040322, 0.00381464, 0.193321, 0.00279148, 0.00689633, 0.00385405, 0.00251448, 0.012293, 0.00294892, 0.00755525, 0.00171228, 0.00990881, 0.00507267, 0.00202649, 0.00413608, 0.00272622, 0.0112132, 0.0161632, 0.0099195, 0.00333687, 0.0016782, 0.00302436, 0.00183365, 0.00965881, 0.00171729, 0.00656778, 0.00223653, 0.00391556, 0.00191329, 0.00187587, 0.0217407, 0.00343203, 0.00225274, 0.00868242, 0.00174132, 0.00196793, 0.0024558, 0.00264052, 0.0341453, 0.00719392, 0.00815449, 0.00470254, 0.00775526, 0.0169744, 0.00730175, 0.00343664, 0.0057599, 0.00969867, 0.00762823, 0.0184201, 0.00707841, 0.00728452, 0.0020111, 0.00359413, 0.0091158, 0.00329979, 0.00185404, 0.00616223, 0.0149071, 0.0206073, 0.00198003, 0.0155168, 0.0021914, 0.0089978, 0.0272073, 0.0212719, 0.00291648, 0.00381911, 0.00179579, 0.00456162, 0.00404391, 0.00309667, 0.00197469, 0.0142184, 0.00225657, 0.00200955, 0.00332033, 0.00191072, 0.0133036, 0.0188586, 0.0158637, 0.0041863, 0.00344958, 0.00205665, 8.71258e-05
21406.3,0.999998,0.00156813,10,1023,0,-21337.1,-0.0461832,0.156553,0.475913,0.885859,-0.72466,0.419438,-2.373,-1.5973,1.84863,-2.18868,-0.24874,0.519712,0.937016,-1.27384,0.911937,-0.789515,-0.39889,0.243969,-1.01053,-1.4218,-0.186808,-0.999591,0.683478,-0.349982,-0.44759,-1.02567,-1.88769,-1.00695,-2.12807,2.28961,1.78684,-0.175423,0.679749,-0.0489504,-0.218377,0.112866,0.458333,0.42395,-0.211959,-1.60501,0.937768,-0.42384,0.357373,-1.15926,0.678185,0.106298,-0.744517,-0.11495,-0.514108,0.919039,1.29307,0.735429,-0.311846,-1.06136,-0.409698,-0.868406,0.692306,-1.11433,0.24931,-0.773595,-2.02305,-1.24296,-0.86306,1.77597,-0.264183,-0.68842,-2.7359,-1.01992,-1.29986,-0.611494,-1.71781,2.56055,0.420984,0.516703,-0.0309364,0.500889,-3.51988,0.445173,-0.249925,0.155058,0.716344,0.523253,1.52015,0.364278,0.382826,-1.33684,-0.21115,0.607809,-0.357785,-0.932967,0.263223,1.25472,1.69313,-0.832909,1.20498,-0.77094,0.619582,2.15497,1.68909,-0.468999,-0.203643,-1.24374,-0.0131417,-0.161859,-0.406521,-1.35214,1.15398,-1.56269,-0.871775,-0.334904,-1.27145,1.05066,1.55743,1.3173,-0.074173,-0.279894,-0.81637,0.0211889,0.578145,-0.188322,0.35617,-0.972789,-0.603624,1.03634,-0.885069,0.0381749,0.403891,0.602492,-0.449685,0.590557,-0.219187,-0.0332833,0.272661,-0.32437,-0.5201,0.0676493,-0.319165,0.48183,-0.0100076,-0.0564603,-0.331579,-0.741822,-0.322668,-0.856225,1.24621,1.00693,0.0730672,0.480055,0.133257,0.052625,0.307176,0.0157179,-0.622763,0.542676,-0.0813945,0.276662,-0.418462,0.423701,0.161585,-0.228371,0.0601802,-0.122767,0.534092,0.705524,0.449937,-0.0300638,-0.373591,-0.0749128,-0.285154,0.430173,-0.39787,0.227133,-0.241699,-0.814366,-0.456825,-0.282704,0.926852,-0.00821802,-0.20266,-1.14109,-0.354599,-0.482903,-0.167402,-0.674466,1.28645,0.305817,0.349688,0.0986865,0.34244,-1.50041,0.316903,-0.0016833,0.183934,0.44119,0.35269,0.8096,0.279826,0.288328,-0.499855,0.0160887,0.391445,-0.0511191,-0.314744,0.23351,0.687948,0.888882,-0.268885,0.665149,-0.240482,0.396841,1.10056,0.887033,-0.102092,0.0195292,-0.457184,0.106842,0.0386803,-0.0734565,-0.506867,0.641771,-0.60337,-0.286698,-0.0406318,-0.469884,0.59442,0.826689,0.716629,0.0788698,-0.0154189,-0.261304,0.531962,-0.234505,0.309986,-1.01897,-0.649807,0.990156,-0.931252,-0.00800829,0.357708,0.556308,-0.495868,0.544373,-0.26537,-0.0794665,0.226478,-0.370553,-0.566283,0.0214661,-0.365348,0.435646,-0.0561908,-0.102643,-0.377762,-0.788005,-0.368851,-0.902409,1.20003,0.960749,0.026884,0.433872,0.0870741,0.00644179
21396.8,0.99998,0.00156813,10,1023,0,-21354.3,0.0438675,0.443297,0.467799,0.91759,-0.716043,0.449763,-2.43065,-1.60905,1.91502,-2.20632,-0.238789,0.555075,0.977706,-1.2702,0.948611,-0.803824,-0.38785,0.243539,-1.00575,-1.43112,-0.203613,-1.02992,0.702263,-0.383071,-0.41923,-1.01922,-1.90945,-1.02107,-2.12578,2.31952,1.82252,-0.139451,0.708281,-0.00237427,-0.179398,-0.269439,0.459771,0.376969,-0.196175,-1.58728,0.901194,-0.461785,0.391506,-1.13959,0.686514,0.0166824,-0.791805,-0.0935102,-0.459895,0.886257,1.31297,0.742532,-0.326323,-1.05663,-0.445586,-0.879096,0.687673,-1.12036,0.304403,-0.732442,-2.00075,-1.20963,-0.950359,1.76541,-0.280484,-0.720209,-2.81366,-1.02469,-1.29175,-0.604799,-1.68593,2.54914,0.404158,0.516523,-0.042686,0.497821,-3.49956,0.41922,-0.292665,0.141088,0.767188,0.451493,1.54564,0.330547,0.462213,-1.37333,-0.227932,0.645892,-0.295753,-0.967423,0.215342,1.23603,1.69032,-0.807116,1.20509,-0.712079,0.574039,2.14122,1.67669,-0.475736,-0.17821,-1.24812,-0.00459525,-0.131528,-0.380599,-1.24965,1.14464,-1.59853,-0.818383,-0.399839,-1.29827,1.04967,1.54721,1.26454,-0.117642,-0.250582,-0.806823,0.0212491,0.872544,0.108332,0.653695,-0.693761,-0.309415,1.33914,-0.588816,0.331592,0.70296,0.900666,-0.150902,0.887056,0.0672685,0.261861,0.557224,-0.0271908,-0.226178,0.348047,-0.0384981,0.771815,0.264096,0.247181,-0.0334941,-0.449944,-0.0343574,-0.55114,1.52837,1.29587,0.378062,0.77463,0.442186,0.359374,-0.0961196,-0.359634,-0.999224,0.144904,-0.481754,-0.0894357,-0.793387,0.0462002,-0.261769,-0.633488,-0.312432,-0.480885,0.138036,0.334227,0.0719558,-0.419472,-0.755247,-0.474306,-0.673622,0.046733,-0.784549,-0.129483,-0.606194,-1.18932,-0.825591,-0.706386,0.542246,-0.398397,-0.60057,-1.56308,-0.740561,-0.863349,-0.547508,-1.04458,0.90258,-0.0836188,-0.0319569,-0.289065,-0.0405555,-1.87843,-0.0766936,-0.403998,-0.204571,0.0832915,-0.0618557,0.441202,-0.117463,-0.0569267,-0.900855,-0.374235,0.0275234,-0.405418,-0.714232,-0.170431,0.298851,0.507721,-0.640527,0.284626,-0.596832,-0.0055127,0.715032,0.501454,-0.488169,-0.351375,-0.843287,-0.271552,-0.329912,-0.444427,-0.843989,0.256833,-1.00439,-0.645707,-0.453273,-0.866343,0.213167,0.441923,0.311959,-0.323527,-0.384649,-0.640393,0.916412,0.1522,0.697563,-0.649893,-0.265548,1.38301,-0.544948,0.375459,0.746827,0.944534,-0.107034,0.930923,0.111136,0.305728,0.601091,0.0166767,-0.182311,0.391914,0.00536941,0.815682,0.307964,0.291049,0.0103734,-0.406076,0.00951012,-0.507273,1.57223,1.33974,0.421929,0.818497,0.486053,0.403242
21389.3,0.867487,0.00156813,10,1023,0,-21340.2,0.249631,0.16776,0.46163,0.961673,-0.776683,0.441834,-2.47907,-1.63407,1.95655,-2.23431,-0.236147,0.503343,1.00541,-1.2554,0.974904,-0.77838,-0.37654,0.281197,-1.0435,-1.4418,-0.133697,-1.00957,0.711066,-0.322152,-0.444236,-0.992036,-1.94119,-0.976491,-2.1333,2.37608,1.89573,-0.151283,0.75516,-0.0359405,-0.208107,-0.199039,0.463263,0.413021,-0.17449,-1.60237,0.918305,-0.46773,0.35124,-1.13447,0.684087,0.0544047,-0.78908,-0.103687,-0.487088,0.871825,1.27488,0.715892,-0.307158,-1.07761,-0.444853,-0.883161,0.657589,-1.14451,0.23637,-0.757924,-2.01999,-1.23334,-0.934494,1.69798,-0.279472,-0.686157,-2.69309,-1.02709,-1.25696,-0.623225,-1.68542,2.53089,0.390707,0.476331,-0.05995,0.467193,-3.52051,0.39338,-0.303272,0.14866,0.668022,0.501429,1.50279,0.356338,0.352724,-1.38086,-0.199449,0.58945,-0.333634,-0.963198,0.249525,1.23808,1.63841,-0.809893,1.25052,-0.72165,0.586729,2.05782,1.71618,-0.471952,-0.186981,-1.26592,0.0140971,-0.163612,-0.406581,-1.29254,1.10103,-1.5659,-0.827647,-0.35853,-1.28535,1.02662,1.58568,1.28293,-0.102607,-0.282844,-0.773471,0.0213197,0.611697,-0.19078,0.371724,-0.976655,-0.586577,1.07096,-0.863666,0.0587477,0.400118,0.631886,-0.411772,0.617805,-0.191564,-0.00606201,0.297569,-0.31395,-0.497818,0.106042,-0.298289,0.49601,0.0190449,-0.0373126,-0.290194,-0.72835,-0.283018,-0.817037,1.26463,1.04288,0.0979232,0.516365,0.151169,0.0716915,-0.0077015,-0.279874,-0.941356,0.226377,-0.415721,-0.0363226,-0.724597,0.117873,-0.173835,-0.56459,-0.247073,-0.424689,0.204845,0.391565,0.132607,-0.341334,-0.698253,-0.405122,-0.608174,0.105598,-0.72925,-0.0895374,-0.550157,-1.13483,-0.770398,-0.631955,0.587573,-0.328508,-0.516909,-1.44665,-0.674849,-0.78134,-0.487756,-0.979833,0.973426,-0.0180391,0.0216275,-0.226811,0.0173941,-1.82996,-0.0168005,-0.339534,-0.13017,0.110431,0.0332542,0.497146,-0.0339609,-0.0356352,-0.838742,-0.291436,0.0740313,-0.353599,-0.645253,-0.0834434,0.374515,0.559974,-0.574232,0.380279,-0.533352,0.0727707,0.754271,0.596001,-0.417676,-0.28566,-0.785492,-0.192508,-0.274834,-0.387393,-0.797826,0.311025,-0.924463,-0.582457,-0.365132,-0.794495,0.276558,0.535548,0.395296,-0.246573,-0.33007,-0.557359,0.861328,0.058851,0.621355,-0.727023,-0.336946,1.32059,-0.614035,0.308379,0.64975,0.881517,-0.162141,0.867437,0.0580674,0.243569,0.5472,-0.0643192,-0.248187,0.355673,-0.0486578,0.745641,0.268676,0.212319,-0.0405626,-0.478719,-0.0333868,-0.567406,1.51426,1.29252,0.347554,0.765996,0.4008,0.321323
21402,0.990095,0.00156813,10,1023,0,-21335.1,0.194729,0.0679692,0.47221,0.909103,-0.761779,0.425424,-2.40373,-1.59489,1.87488,-2.17247,-0.222488,0.478966,0.933792,-1.24415,0.953493,-0.76648,-0.374722,0.261698,-1.02374,-1.39513,-0.161811,-0.994057,0.697583,-0.330913,-0.438311,-0.978068,-1.86833,-0.953956,-2.14652,2.31378,1.80379,-0.157592,0.712588,-0.038972,-0.212913,-0.0382291,0.462204,0.385817,-0.251517,-1.61633,0.918821,-0.431731,0.372558,-1.1788,0.68213,0.0418193,-0.768773,-0.123853,-0.492272,0.871774,1.27799,0.682765,-0.346111,-1.01557,-0.410042,-0.879542,0.634566,-1.1266,0.263122,-0.744044,-2.009,-1.21518,-0.888507,1.73144,-0.296006,-0.721067,-2.81431,-1.07063,-1.33871,-0.616802,-1.70479,2.51245,0.366505,0.466302,-0.049506,0.472226,-3.53576,0.427012,-0.255622,0.118209,0.687006,0.469556,1.5214,0.356581,0.446213,-1.33611,-0.258114,0.636057,-0.331448,-0.96794,0.211203,1.24165,1.64477,-0.812191,1.25745,-0.823802,0.52799,2.07815,1.73597,-0.487978,-0.214672,-1.23339,-0.0600918,-0.154105,-0.390709,-1.32903,1.10818,-1.57601,-0.830807,-0.395031,-1.30406,1.03602,1.59375,1.28963,-0.114155,-0.276942,-0.854548,0.0208711,0.497256,-0.29175,0.268859,-1.06709,-0.685151,0.953303,-0.957891,-0.0370919,0.294142,0.508915,-0.519529,0.518218,-0.29397,-0.108978,0.191545,-0.41545,-0.590823,-0.00843967,-0.401434,0.397375,-0.0882913,-0.139005,-0.393884,-0.814273,-0.382498,-0.945639,1.16056,0.919734,-0.00644713,0.40446,0.0495663,-0.0325704,0.140097,-0.154481,-0.785304,0.386453,-0.237777,0.133969,-0.583075,0.277054,-0.0189001,-0.393559,-0.0954746,-0.265759,0.364708,0.552464,0.277347,-0.198203,-0.507629,-0.227752,-0.444757,0.25507,-0.558948,0.083387,-0.382129,-0.966795,-0.599891,-0.448901,0.762049,-0.175044,-0.371509,-1.33902,-0.533079,-0.656986,-0.323317,-0.82619,1.12303,0.131171,0.177298,-0.0611109,0.180036,-1.67247,0.159137,-0.156378,0.0164076,0.279308,0.178802,0.664967,0.126584,0.168012,-0.655785,-0.15753,0.255759,-0.191426,-0.485615,0.0593899,0.535665,0.721989,-0.413627,0.54297,-0.418994,0.20581,0.922301,0.764145,-0.263774,-0.137451,-0.608305,-0.0660037,-0.109457,-0.218816,-0.652513,0.473976,-0.766668,-0.422231,-0.220814,-0.640971,0.440623,0.698407,0.557844,-0.0909918,-0.166233,-0.433204,0.691985,-0.0970216,0.463587,-0.872366,-0.490423,1.14803,-0.763163,0.157637,0.48887,0.703644,-0.324801,0.712946,-0.0992413,0.0857505,0.386274,-0.220722,-0.396095,0.186289,-0.206706,0.592103,0.106437,0.0557233,-0.199155,-0.619544,-0.187769,-0.750911,1.35529,1.11446,0.188281,0.599189,0.244295,0.162158
21406.7,0.987768,0.00156813,10,1023,0,-21353,0.318157,0.193394,0.473591,0.931417,-0.73707,0.455553,-2.36362,-1.59419,1.91217,-2.14187,-0.225546,0.497189,0.947217,-1.22609,0.967472,-0.756938,-0.36117,0.266749,-1.01373,-1.38356,-0.155822,-0.97387,0.714212,-0.332343,-0.406768,-0.970975,-1.87375,-0.936748,-2.11088,2.33824,1.83167,-0.137712,0.730792,0.00788387,-0.175049,-0.28961,0.467519,0.360925,-0.199548,-1.6385,0.863633,-0.494611,0.358108,-1.21006,0.638944,0.0298244,-0.778986,-0.11347,-0.495531,0.819893,1.28633,0.719748,-0.326002,-1.07938,-0.461923,-0.898788,0.661189,-1.16331,0.240833,-0.773222,-2.0348,-1.24545,-0.903162,1.70166,-0.302044,-0.738977,-2.73207,-1.02856,-1.28707,-0.628067,-1.70895,2.4695,0.379014,0.503143,-0.0632027,0.464383,-3.50313,0.352869,-0.331983,0.132593,0.718392,0.429148,1.47449,0.269116,0.379587,-1.36062,-0.220119,0.57142,-0.350773,-0.973124,0.219244,1.23736,1.59841,-0.840386,1.22228,-0.776495,0.558934,2.03375,1.70144,-0.487025,-0.208859,-1.28207,0.0020308,-0.188336,-0.420475,-1.29413,1.08899,-1.54529,-0.888837,-0.363454,-1.25057,0.999987,1.55538,1.2391,-0.120089,-0.299791,-0.795857,0.0210518,0.634505,-0.155675,0.40914,-0.925992,-0.561597,1.09898,-0.820976,0.0865777,0.428858,0.641987,-0.387271,0.65158,-0.165084,0.0223476,0.319724,-0.286699,-0.461847,0.119598,-0.267821,0.531638,0.0359999,0.000752798,-0.26645,-0.693995,-0.250241,-0.806297,1.30076,1.06086,0.128175,0.53949,0.197128,0.110493,-0.120871,-0.382902,-1.05564,0.114155,-0.52085,-0.122188,-0.855338,0.00910824,-0.275667,-0.653801,-0.342659,-0.52128,0.0937054,0.311773,0.0468858,-0.442022,-0.794242,-0.505568,-0.709811,0.0195084,-0.833478,-0.177016,-0.651106,-1.24092,-0.871883,-0.711855,0.50595,-0.430821,-0.635096,-1.5669,-0.770484,-0.891341,-0.583243,-1.08858,0.864929,-0.112414,-0.0543814,-0.319159,-0.0725025,-1.92739,-0.124637,-0.444819,-0.22762,0.0462517,-0.0889754,0.399743,-0.163793,-0.112146,-0.925727,-0.39252,-0.0224604,-0.453603,-0.744564,-0.187109,0.288878,0.457678,-0.682507,0.281828,-0.652636,-0.028298,0.661208,0.505843,-0.517304,-0.387256,-0.889004,-0.288661,-0.377661,-0.48619,-0.894642,0.219514,-1.01206,-0.705158,-0.459532,-0.874278,0.177903,0.437561,0.289693,-0.345754,-0.429768,-0.661688,0.952661,0.162482,0.727297,-0.607835,-0.243441,1.41714,-0.502819,0.404735,0.747015,0.960144,-0.0691142,0.969737,0.153072,0.340504,0.637881,0.0314577,-0.14369,0.437755,0.0503356,0.849795,0.354157,0.31891,0.0517066,-0.375838,0.0679158,-0.48814,1.61892,1.37901,0.446332,0.857647,0.515285,0.428649
21411.9,0.959441,0.00156813,10,1023,0,-21351.7,-0.14477,0.400542,0.462052,0.939271,-0.761628,0.444136,-2.46134,-1.63152,1.94445,-2.23066,-0.251274,0.537782,0.980437,-1.2748,0.933712,-0.796258,-0.404312,0.24696,-1.05142,-1.44282,-0.179017,-1.0525,0.691825,-0.367014,-0.446079,-1.02327,-1.90216,-1.01067,-2.1706,2.3745,1.84379,-0.155419,0.726606,-0.0234263,-0.20998,-0.031481,0.45599,0.394711,-0.257612,-1.61608,0.883347,-0.440949,0.370591,-1.16566,0.665657,0.047469,-0.802705,-0.0664353,-0.506061,0.866453,1.31121,0.744043,-0.330207,-1.06711,-0.434287,-0.891252,0.692423,-1.13119,0.252092,-0.761419,-2.04638,-1.21925,-0.918328,1.76462,-0.282036,-0.713331,-2.81491,-1.06039,-1.37056,-0.609265,-1.71255,2.5704,0.393678,0.531995,-0.056643,0.501566,-3.56239,0.361074,-0.273725,0.138601,0.750199,0.461505,1.53205,0.295608,0.413991,-1.37252,-0.258161,0.594703,-0.344559,-0.957237,0.215089,1.26928,1.67658,-0.810661,1.23343,-0.786676,0.5885,2.14468,1.72186,-0.462444,-0.201574,-1.22062,-0.0260972,-0.149997,-0.393762,-1.36038,1.13653,-1.6301,-0.81305,-0.403252,-1.35984,1.04813,1.57052,1.32326,-0.114698,-0.279466,-0.842716,0.0211797,0.834534,0.0486309,0.605756,-0.736723,-0.353304,1.29898,-0.630138,0.284441,0.649026,0.853555,-0.18848,0.831965,0.0326298,0.213729,0.514651,-0.0852688,-0.266115,0.317827,-0.0857673,0.720201,0.230963,0.194431,-0.0722606,-0.478356,-0.0664385,-0.602385,1.49768,1.25247,0.328731,0.736272,0.389718,0.303521,0.148503,-0.14895,-0.768397,0.371316,-0.23255,0.137505,-0.563008,0.272052,-0.00983567,-0.397507,-0.0617749,-0.26224,0.363613,0.566417,0.307795,-0.182052,-0.518073,-0.229511,-0.437883,0.284257,-0.547291,0.0834704,-0.37868,-0.96461,-0.587448,-0.450229,0.77317,-0.160087,-0.356753,-1.31505,-0.515007,-0.656441,-0.3093,-0.812386,1.1406,0.148032,0.211103,-0.0573097,0.197228,-1.6559,0.133165,-0.156297,0.0317197,0.310602,0.178961,0.667119,0.103313,0.157295,-0.657337,-0.1492,0.239698,-0.188596,-0.467972,0.0665975,0.547296,0.733025,-0.401134,0.530951,-0.390197,0.236869,0.946473,0.753668,-0.242351,-0.123397,-0.58807,-0.0433811,-0.099878,-0.211033,-0.6518,0.486764,-0.774791,-0.402223,-0.21536,-0.651554,0.446454,0.68466,0.571914,-0.083782,-0.158915,-0.415751,0.689764,-0.0961391,0.460986,-0.881493,-0.498074,1.15421,-0.774908,0.139671,0.504256,0.708785,-0.33325,0.687195,-0.11214,0.0689593,0.369881,-0.230039,-0.410885,0.173057,-0.230537,0.575431,0.086193,0.0496607,-0.217031,-0.623126,-0.211209,-0.747155,1.35291,1.1077,0.183961,0.591502,0.244948,0.158751
