# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = E_NC_sim2_model
# start_datetime = 2022-05-13 18:48:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmSGtHv/standata-620c14e070e9.json
# init = 2 (Default)
# random
#   seed = 2129235941
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/E_sim2_power2-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/E_NC_sim2-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = --name=E_NC_sim2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,aHS.3,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,z_re.33,z_re.34,z_re.35,z_re.36,z_re.37,z_re.38,z_re.39,z_re.40,z_re.41,z_re.42,z_re.43,z_re.44,z_re.45,z_re.46,z_re.47,z_re.48,z_re.49,z_re.50,z_re.51,z_re.52,z_re.53,z_re.54,z_re.55,z_re.56,z_re.57,z_re.58,z_re.59,z_re.60,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_i.33,re_i.34,re_i.35,re_i.36,re_i.37,re_i.38,re_i.39,re_i.40,re_i.41,re_i.42,re_i.43,re_i.44,re_i.45,re_i.46,re_i.47,re_i.48,re_i.49,re_i.50,re_i.51,re_i.52,re_i.53,re_i.54,re_i.55,re_i.56,re_i.57,re_i.58,re_i.59,re_i.60,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,SI.33,SI.34,SI.35,SI.36,SI.37,SI.38,SI.39,SI.40,SI.41,SI.42,SI.43,SI.44,SI.45,SI.46,SI.47,SI.48,SI.49,SI.50,SI.51,SI.52,SI.53,SI.54,SI.55,SI.56,SI.57,SI.58,SI.59,SI.60,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32,Ht.33,Ht.34,Ht.35,Ht.36,Ht.37,Ht.38,Ht.39,Ht.40,Ht.41,Ht.42,Ht.43,Ht.44,Ht.45,Ht.46,Ht.47,Ht.48,Ht.49,Ht.50,Ht.51,Ht.52,Ht.53,Ht.54,Ht.55,Ht.56,Ht.57,Ht.58,Ht.59,Ht.60
# Adaptation terminated
# Step size = 0.0715166
# Diagonal elements of inverse mass matrix:
# 0.0260124, 0.0105467, 0.0351355, 0.0265711, 0.0354385, 0.00333486, 0.0274063, 0.0115492, 0.221568, 0.169868, 0.146033, 0.147173, 0.173505, 0.155129, 0.146864, 0.226083, 0.177762, 0.146494, 0.198717, 0.14612, 0.18392, 0.155917, 0.174854, 0.156978, 0.163043, 0.164774, 0.185134, 0.179716, 0.137961, 0.182608, 0.21625, 0.200576, 0.155926, 0.220391, 0.172541, 0.170583, 0.170594, 0.180046, 0.154047, 0.16071, 0.138781, 0.148828, 0.175493, 0.164667, 0.227937, 0.138084, 0.148812, 0.144201, 0.13774, 0.12869, 0.206691, 0.126299, 0.184365, 0.163771, 0.151598, 0.142198, 0.220609, 0.157244, 0.165679, 0.202963, 0.164476, 0.213826, 0.209477, 0.226678, 0.179455, 0.198936, 0.187479, 0.173406, 0.00142467
558.055,0.794339,0.0715166,6,63,0,-524.846,0.0181062,-0.215271,0.0593815,-0.231164,-0.234881,0.222334,-0.105848,0.443968,1.40412,0.618357,0.845898,0.375963,1.07862,0.274982,-0.727445,-0.733565,-1.74522,0.282845,-1.49846,0.967467,-0.961086,1.11901,0.625311,1.33634,-0.350569,0.18875,-1.59071,0.655586,-0.0512146,1.63618,-0.85121,-0.604729,-0.623674,-0.31774,-1.49558,0.930174,-2.23684,1.63689,1.00071,-1.06948,0.933094,-0.0440523,-0.987478,2.00651,1.72895,1.04243,-0.729507,1.02572,-1.04422,-0.75131,1.50586,-0.668797,0.0457743,-1.07323,0.0255923,-0.974179,0.746709,-0.939577,-0.588721,0.305967,-0.643578,0.808577,-0.753596,0.72124,2.25585,0.389714,-0.990283,1.54744,9.45819,0.517536,0.168683,0.269704,0.0610676,0.373026,0.016235,-0.42881,-0.431528,-0.880669,0.0197263,-0.771117,0.323676,-0.53254,0.390956,0.17177,0.487442,-0.261489,-0.0220492,-0.812073,0.185211,-0.128586,0.620563,-0.483758,-0.374329,-0.38274,-0.246915,-0.769838,0.30712,-1.09893,0.62088,0.338434,-0.580663,0.308416,-0.125406,-0.544257,0.784978,0.661753,0.356958,-0.429726,0.349538,-0.569448,-0.439406,0.562708,-0.402773,-0.0855257,-0.582329,-0.0944859,-0.538353,0.225667,-0.52299,-0.367221,0.0299917,-0.391576,0.253135,-0.440421,0.21436,0.89568,0.0671727,-0.545502,0.581166,1.5638,0.910058,1.19214,0.57323,1.22447,0.631586,0.223135,-0.176096,0.062403,0.788619,0.211033,0.982501,0.610031,1.10481,0.789319,1.2357,0.473007,0.5955,0.115043,1.21771,-0.0148396,0.704594,-0.541994,0.321672,-0.0350986,-0.0896949,-0.234259,0.863337,-0.659664,0.954762,0.459059,-0.599821,0.401524,-0.110168,-0.485545,0.752061,0.596638,0.392834,0.140249,0.483922,-0.500695,-0.315618,1.04641,-0.0979261,-0.417967,-0.0964234,-0.282463,-0.352651,0.567108,-0.461116,-0.44513,0.509018,-0.497002,-0.267245,-0.87137,0.597076,1.00571,-0.292786,-0.087114,0.700272,0.173102,0.286988,0.232877,0.360492,0.227151,0.347151,0.444447,0.543911,0.484404,0.312465,0.447437,0.272396,0.352052,0.248839,0.312315,0.225186,0.383905,0.355374,0.471271,0.228339,0.50371,0.330795,0.632276,0.420268,0.508774,0.522409,0.558298,0.296643,0.659185,0.277928,0.387209,0.645615,0.400946,0.527514,0.619056,0.320372,0.355113,0.403035,0.464995,0.381326,0.622623,0.578256,0.259914,0.524462,0.602997,0.524087,0.57015,0.58726,0.361904,0.613279,0.609481,0.375424,0.621755,0.566416,0.705031,0.355013,0.26782,0.572678,0.521765,0.331752
574.601,0.767565,0.0715166,5,31,0,-530.848,-0.20309,-0.18262,0.0857754,-0.302735,-0.289262,0.209994,0.127996,0.425964,2.67289,0.723718,0.563708,0.61751,0.0236593,0.324729,-0.176448,-0.246412,-1.23356,0.600599,-0.941655,0.571921,-0.203289,1.27453,0.440227,0.610134,-0.204208,-0.288094,-1.14078,1.40722,0.137705,1.54448,0.169464,-0.341976,-0.720515,0.160415,-0.657736,-0.423421,-2.01018,1.44514,1.10887,-0.0418516,0.987118,0.475692,-0.812242,1.99234,1.14199,0.872072,-0.724535,0.704141,-0.391984,-0.505585,0.785437,-0.582593,0.653128,-0.0055325,0.797781,-1.46395,0.375396,-0.996675,0.409541,1.27275,-0.939428,1.56315,-0.358027,0.997351,1.63299,0.0388534,-0.669872,1.47212,9.11381,1.26655,0.436274,0.368115,0.391033,0.138074,0.266318,0.0528349,0.0230329,-0.397457,0.383829,-0.273116,0.371614,0.0414016,0.670899,0.315517,0.387891,0.0410101,0.00527786,-0.357938,0.727421,0.186653,0.785889,0.200181,-0.0176741,-0.178918,0.196327,-0.152176,-0.0523668,-0.728271,0.743574,0.600336,0.110168,0.548473,0.330623,-0.217991,0.97666,0.614443,0.499467,-0.180631,0.427934,-0.0389756,-0.0873657,0.462564,-0.120168,0.406205,0.125639,0.467822,-0.495594,0.287901,-0.296552,0.302446,0.67014,-0.272167,0.793844,-0.024511,0.552832,0.823589,0.144546,-0.157346,0.755064,2.03522,0.924917,1.03174,0.663846,0.720091,0.62667,0.465612,0.0566726,0.283673,0.895816,0.419783,0.790227,0.891772,1.1362,0.699115,0.88237,0.523818,0.388876,0.288274,1.48442,0.000829095,0.553475,-0.131539,0.333208,-0.166323,0.0687648,0.0412339,0.158551,-0.616563,0.744498,0.420348,-0.209784,0.345141,0.0398508,-0.450501,0.645036,0.276887,0.226202,0.0419591,0.259618,-0.246342,-0.248045,0.628596,-0.105869,-0.162888,0.314917,0.0212814,-0.603751,0.354626,-0.509755,-0.0507209,0.853583,-0.648677,0.0439354,-0.698553,0.654572,0.651238,-0.447891,0.008589,0.611795,0.115555,0.283957,0.262747,0.339876,0.327373,0.348266,0.385655,0.485836,0.429554,0.289911,0.396569,0.31212,0.290744,0.243019,0.332009,0.292687,0.37196,0.403988,0.428427,0.184761,0.499793,0.365059,0.532837,0.41746,0.541485,0.482816,0.489693,0.460445,0.649436,0.322021,0.396433,0.552254,0.414561,0.490039,0.610758,0.344109,0.431217,0.443689,0.489512,0.435458,0.561276,0.561695,0.347829,0.526442,0.540632,0.421915,0.49468,0.646514,0.412261,0.624749,0.512678,0.298682,0.656712,0.489018,0.667867,0.34196,0.342711,0.610138,0.497853,0.35165
577.156,0.98919,0.0715166,6,63,0,-546.298,0.105957,-0.122867,0.321215,-0.160808,-0.20634,0.24094,-0.309245,0.495187,1.85805,0.413861,0.495531,-0.508628,0.113991,-0.0223905,-0.670434,-0.758001,-1.33765,0.413132,-1.17207,0.282085,-0.786965,0.925359,0.458243,0.475164,-0.831984,-0.933643,-1.24829,0.20642,-0.362557,1.6282,-0.466544,-0.661639,-0.497674,0.0118624,-0.561401,-0.00255618,-2.01697,1.80244,1.55676,-1.02136,0.423599,0.613081,-1.23889,1.88127,0.785353,0.576163,-1.12633,-0.0382773,0.0271672,-0.25927,0.924829,-1.14355,-0.152073,-0.296474,0.36821,-0.942616,0.38315,-1.08629,0.432526,1.03719,-0.827526,1.2687,-0.131594,0.64823,1.72465,0.105134,-1.04185,1.01536,8.94988,0.61084,-0.104306,-0.0638646,-0.561111,-0.252798,-0.320332,-0.641235,-0.684597,-0.97163,-0.104667,-0.88964,-0.16956,-0.69894,0.148981,-0.0823288,-0.0739499,-0.721233,-0.771573,-0.927384,-0.207029,-0.488779,0.497018,-0.540272,-0.63688,-0.555687,-0.303371,-0.587244,-0.310511,-1.30802,0.583301,0.461641,-0.815011,-0.0994842,-0.00565511,-0.922726,0.622338,0.0796516,-0.0239366,-0.866987,-0.328199,-0.295792,-0.437632,0.148718,-0.875518,-0.38455,-0.456055,-0.126912,-0.776016,-0.119514,-0.847163,-0.0950636,0.204356,-0.719025,0.318999,-0.374408,0.0117502,0.544779,-0.257184,-0.825155,0.193547,1.93307,0.929866,1.18769,0.228195,0.844196,0.527869,0.341894,-0.155864,0.291704,0.94521,0.281955,0.817496,0.678258,1.16745,0.881169,0.964149,0.309013,0.191925,0.2128,1.10735,-0.129021,0.725773,-0.278673,0.283285,-0.0624333,0.195241,0.127318,0.41583,-0.648427,1.0687,0.825324,-0.645151,0.248494,0.183837,-0.59438,0.784345,0.337323,0.177334,-0.132793,0.043337,-0.00512498,-0.115554,0.790264,-0.336058,-0.436908,0.300787,-0.0968168,-0.418601,0.554874,-0.560423,-0.00214672,0.957272,-0.641814,0.0453317,-0.597033,0.709697,0.859004,-0.325248,-0.0840181,0.626995,0.126411,0.282952,0.233672,0.443198,0.300652,0.371014,0.415349,0.538887,0.427587,0.279849,0.429975,0.306296,0.33665,0.237317,0.292936,0.276048,0.423356,0.452166,0.447,0.248366,0.532211,0.326123,0.569221,0.429649,0.515603,0.451344,0.468213,0.397515,0.656656,0.25565,0.304635,0.655917,0.438194,0.45417,0.644369,0.313384,0.41646,0.455782,0.53315,0.489167,0.501281,0.528856,0.312112,0.583233,0.607522,0.425365,0.524185,0.603148,0.364734,0.63655,0.500537,0.277425,0.655163,0.488669,0.644977,0.329666,0.297547,0.580603,0.520992,0.348192
575.197,0.968424,0.0715166,6,127,0,-544.655,-0.0927201,-0.0731374,0.146759,-0.18628,-0.275269,0.276708,-0.0905791,0.520983,1.8987,0.769475,0.133186,0.70456,0.495624,1.01228,-0.712174,-0.305121,-1.91872,0.721569,-0.703106,0.51052,-0.356812,0.432321,0.361506,1.0628,0.130598,0.0216579,-0.382844,1.0079,0.0358449,0.825167,-1.22984,-0.563322,-0.761752,-1.25044,-1.39486,-0.152294,-2.14212,0.888857,0.318931,-0.328747,0.521944,0.203745,-1.51353,1.46974,0.686072,1.13375,-0.521907,0.705656,-0.894525,-0.57734,1.05656,-0.429323,0.492643,-1.0539,0.270088,-1.50254,0.151712,-0.643316,-0.288164,0.334648,-0.312992,0.440475,-0.0738034,0.388084,1.66248,-0.222351,-0.958197,0.562352,8.829,0.898614,0.310304,-0.0211916,0.276485,0.167633,0.436803,-0.46161,-0.249542,-1.0902,0.285346,-0.456886,0.175393,-0.276472,0.134653,0.0977592,0.463123,-0.0225396,-0.0792957,-0.290034,0.434518,-0.0719045,0.339319,-0.731306,-0.384061,-0.487439,-0.742036,-0.817279,-0.169922,-1.20659,0.3725,0.0755784,-0.261851,0.181345,0.0155687,-0.879105,0.675129,0.266853,0.500087,-0.362484,0.277056,-0.556612,-0.391364,0.459873,-0.314249,0.16608,-0.639646,0.0501322,-0.873378,-0.0115396,-0.425736,-0.240708,0.0837668,-0.253643,0.138901,-0.129029,0.111606,0.775543,-0.20642,-0.589783,0.202397,1.8853,0.992239,0.923428,0.679374,0.886963,0.87475,0.189941,-0.135048,-0.138567,0.97663,0.306851,0.829281,0.742938,0.807239,0.737624,1.1474,0.657058,0.560569,0.455005,1.41653,0.162469,0.362426,-0.555363,0.450473,-0.173601,-0.291722,-0.238419,0.41595,-0.660449,0.681664,0.312289,-0.273803,0.408706,0.015303,-0.66343,0.658503,0.440459,0.506833,0.228062,0.51844,-0.425251,-0.241306,0.933383,0.098494,-0.0400353,0.0357828,-0.106902,-0.702285,0.614808,-0.296713,-0.360346,0.756858,-0.38263,-0.332236,-0.569783,0.751977,0.920927,-0.421884,0.0762961,0.552036,0.131781,0.27047,0.28426,0.336401,0.291737,0.294267,0.452657,0.533711,0.534587,0.273561,0.423884,0.303797,0.322362,0.308479,0.323524,0.240965,0.341401,0.363416,0.388172,0.195206,0.459472,0.410373,0.635379,0.389248,0.543292,0.572418,0.559324,0.397486,0.659361,0.33589,0.422556,0.568026,0.399222,0.496174,0.66003,0.341076,0.391632,0.375936,0.44323,0.373217,0.604739,0.560035,0.282239,0.475396,0.510007,0.491055,0.5267,0.668694,0.350963,0.573639,0.589124,0.319329,0.594507,0.582303,0.638713,0.320391,0.284769,0.603934,0.480935,0.365392
574.009,0.986313,0.0715166,6,63,0,-534.567,0.0151194,-0.0934002,0.114488,-0.172295,-0.250183,0.217454,-0.0132124,0.526354,1.74981,0.469611,0.802529,-0.253011,0.240825,-0.255781,-0.297462,-0.323002,-0.860839,0.840397,-0.967932,0.595406,-0.560472,1.14991,0.534067,0.789363,-0.612641,-0.55197,-0.980469,0.567659,-0.376168,1.22242,-0.461518,-0.792315,-0.59595,-0.00129984,-0.693009,-0.12191,-1.96554,1.35349,1.18256,-1.09671,0.118182,0.268299,-1.19613,1.34589,0.700268,0.0443278,-1.14056,-0.373861,-0.152764,-0.699543,0.431605,-1.33258,-0.506661,-0.508497,-0.0752556,-1.2154,0.139256,-1.41572,0.0616349,0.584378,-1.34807,0.609055,-0.596367,0.154153,1.1019,-0.217493,-1.21383,0.493981,9.09128,0.907805,0.233969,0.409202,-0.146386,0.113547,-0.147844,-0.169783,-0.183226,-0.466318,0.429134,-0.522687,0.300182,-0.308219,0.592046,0.267896,0.402272,-0.335678,-0.303744,-0.529286,0.285577,-0.21121,0.630211,-0.256134,-0.430251,-0.326893,-0.0138966,-0.37798,-0.0773804,-1.04778,0.699204,0.60923,-0.590468,0.0489932,0.128008,-0.642803,0.695204,0.355377,0.0101197,-0.613549,-0.209996,-0.0936201,-0.381419,0.213965,-0.714621,-0.279895,-0.280862,-0.0528235,-0.65294,0.0600858,-0.758381,0.0192294,0.294377,-0.722777,0.307366,-0.327112,0.0679269,0.566776,-0.127691,-0.652115,0.246796,1.8207,0.893597,1.26838,0.292804,0.82093,0.336117,0.451044,0.0235862,0.40181,1.1007,0.241406,0.923993,0.646466,1.23974,0.873799,1.06488,0.320965,0.302159,0.21093,1.19251,0.0153846,0.722923,-0.104158,0.290946,0.0011819,0.352549,0.152625,0.462179,-0.558964,1.02131,0.838809,-0.542526,0.266633,0.190873,-0.440086,0.737176,0.504368,0.0819393,-0.0680196,0.0255529,0.0371777,-0.226744,0.645789,-0.360399,-0.444154,0.272905,-0.154403,-0.471402,0.551174,-0.630568,-0.0345949,0.845159,-0.78854,-0.0594233,-0.655101,0.576923,0.715482,-0.303888,-0.110287,0.52043,0.139349,0.290368,0.219535,0.427318,0.305566,0.416753,0.389113,0.494104,0.400878,0.249609,0.43994,0.284145,0.343786,0.224482,0.294464,0.256377,0.420441,0.42503,0.447462,0.232811,0.496154,0.32675,0.526016,0.427772,0.499705,0.412764,0.461918,0.386469,0.636213,0.264772,0.301786,0.6324,0.433734,0.452426,0.60828,0.323622,0.376515,0.479527,0.516998,0.493612,0.490707,0.556444,0.343939,0.589137,0.609249,0.432194,0.538524,0.615716,0.365592,0.652618,0.508648,0.300449,0.687518,0.514851,0.658159,0.359641,0.328389,0.575393,0.527544,0.372752
580.392,0.91412,0.0715166,6,63,0,-538.364,-0.0348429,-0.156154,0.0648635,-0.349829,-0.169446,0.145338,0.202108,0.536216,1.8759,0.525377,0.35496,-0.0576369,0.261507,0.570227,-0.807081,-0.797297,-1.3605,-0.0245032,-1.06777,0.246371,-0.338583,-0.000753826,0.501092,0.761791,0.0617455,0.0083587,-0.7001,0.519399,-0.253643,0.693053,-0.68463,-0.0191067,-0.573182,-0.411178,-0.969964,-0.0395983,-1.69233,1.12576,0.473358,-0.5617,0.99189,0.429819,-1.17826,1.5733,1.20589,0.875507,-0.280303,1.24261,-1.15888,-1.08148,0.766697,-0.855733,0.085836,-0.933756,-0.190036,-1.47228,0.40577,-0.962902,-0.366086,0.624322,-0.971086,0.100837,-0.568969,0.720289,1.30248,-0.41479,-0.667231,0.952217,9.13528,1.20799,0.483824,0.392444,0.171203,0.342333,0.507874,-0.230662,-0.225415,-0.527414,0.188969,-0.370447,0.334216,0.0205547,0.201704,0.470802,0.610593,0.235217,0.206591,-0.173296,0.480618,0.0661012,0.573734,-0.165001,0.191863,-0.105241,-0.018372,-0.318002,0.180875,-0.705347,0.805761,0.455931,-0.0990842,0.733976,0.432584,-0.429693,1.04574,0.848727,0.671569,0.0518054,0.868417,-0.419301,-0.377796,0.613224,-0.25675,0.248135,-0.298587,0.100208,-0.587351,0.419689,-0.314215,0.00580702,0.53688,-0.318603,0.256179,-0.102982,0.588339,0.900518,-0.0203087,-0.155672,0.712702,1.89293,0.963538,0.987555,0.500589,0.901888,0.912111,0.184181,-0.0663176,0.0826672,0.688644,0.28392,0.754049,0.775349,0.661458,0.860694,1.0953,0.709941,0.596483,0.44115,1.15557,-0.113392,0.388626,-0.469247,0.402847,-0.115071,-0.18227,-0.207445,0.306403,-0.664651,0.78595,0.281427,-0.359044,0.539512,0.197575,-0.649107,0.775797,0.539492,0.45153,0.187313,0.703893,-0.448352,-0.366926,0.869234,-0.130482,-0.0559952,-0.0569212,-0.0991303,-0.53157,0.556563,-0.348255,-0.11369,0.773555,-0.458061,-0.168339,-0.462628,0.755153,0.901409,-0.344399,0.0660334,0.704238,0.130911,0.27617,0.271395,0.377402,0.288663,0.286568,0.454084,0.516573,0.479345,0.334335,0.429493,0.31994,0.315323,0.340412,0.297194,0.250622,0.329612,0.355149,0.391467,0.239473,0.528318,0.404048,0.615205,0.400628,0.528736,0.545442,0.551676,0.423993,0.660304,0.313039,0.430104,0.588809,0.368301,0.450766,0.656809,0.315226,0.368306,0.388997,0.453308,0.33095,0.610247,0.590716,0.295414,0.532574,0.513995,0.514226,0.524762,0.629849,0.364343,0.586194,0.528392,0.31571,0.612554,0.541986,0.613638,0.3197,0.288761,0.585259,0.483498,0.330873
