# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = E_NC_sim2_model
# start_datetime = 2022-05-13 18:47:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmSGtHv/standata-620c14e070e9.json
# init = 2 (Default)
# random
#   seed = 2129235941
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/E_sim2_power2-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/E_NC_sim2-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = --name=E_NC_sim2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bP,aHS.1,aHS.2,aHS.3,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,z_re.33,z_re.34,z_re.35,z_re.36,z_re.37,z_re.38,z_re.39,z_re.40,z_re.41,z_re.42,z_re.43,z_re.44,z_re.45,z_re.46,z_re.47,z_re.48,z_re.49,z_re.50,z_re.51,z_re.52,z_re.53,z_re.54,z_re.55,z_re.56,z_re.57,z_re.58,z_re.59,z_re.60,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_i.33,re_i.34,re_i.35,re_i.36,re_i.37,re_i.38,re_i.39,re_i.40,re_i.41,re_i.42,re_i.43,re_i.44,re_i.45,re_i.46,re_i.47,re_i.48,re_i.49,re_i.50,re_i.51,re_i.52,re_i.53,re_i.54,re_i.55,re_i.56,re_i.57,re_i.58,re_i.59,re_i.60,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,SI.33,SI.34,SI.35,SI.36,SI.37,SI.38,SI.39,SI.40,SI.41,SI.42,SI.43,SI.44,SI.45,SI.46,SI.47,SI.48,SI.49,SI.50,SI.51,SI.52,SI.53,SI.54,SI.55,SI.56,SI.57,SI.58,SI.59,SI.60,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32,Ht.33,Ht.34,Ht.35,Ht.36,Ht.37,Ht.38,Ht.39,Ht.40,Ht.41,Ht.42,Ht.43,Ht.44,Ht.45,Ht.46,Ht.47,Ht.48,Ht.49,Ht.50,Ht.51,Ht.52,Ht.53,Ht.54,Ht.55,Ht.56,Ht.57,Ht.58,Ht.59,Ht.60
# Adaptation terminated
# Step size = 0.0679353
# Diagonal elements of inverse mass matrix:
# 0.0260685, 0.0098371, 0.0350077, 0.0324015, 0.0480155, 0.00268332, 0.0248548, 0.0113733, 0.226811, 0.132026, 0.171512, 0.148921, 0.167936, 0.164062, 0.146251, 0.211701, 0.172425, 0.180289, 0.222072, 0.15794, 0.175152, 0.140237, 0.151059, 0.15949, 0.128977, 0.157509, 0.180501, 0.161999, 0.151987, 0.160508, 0.21358, 0.181371, 0.172133, 0.181232, 0.173028, 0.161025, 0.177206, 0.170668, 0.164306, 0.148878, 0.14197, 0.156183, 0.184692, 0.168593, 0.193136, 0.144955, 0.158134, 0.148018, 0.119064, 0.130928, 0.184422, 0.126293, 0.177353, 0.153735, 0.157927, 0.156888, 0.168294, 0.144781, 0.188623, 0.17986, 0.198791, 0.193647, 0.210281, 0.162369, 0.162852, 0.164002, 0.155674, 0.144313, 0.0015805
556.078,1,0.0679353,6,63,0,-517.933,0.184095,-0.201464,0.15733,-0.199542,-0.176473,0.08868,-0.0610362,0.376058,2.59069,0.822947,1.42868,0.254305,0.636799,-0.0697825,-0.570221,-1.24973,-1.90434,0.957164,-1.15385,0.403804,-0.0625612,1.05048,0.945172,0.640305,-0.350404,-0.172173,-1.54059,0.472865,0.572481,1.53631,0.0945262,-0.45986,-1.19589,0.486522,-0.691478,-0.215746,-2.15537,1.54925,1.83497,-0.329557,0.441565,-0.430119,-1.42503,2.55188,1.64954,0.704059,-0.971963,0.433463,-0.496821,-0.18736,1.55818,-0.983848,-0.210505,-0.621857,-0.0990508,-2.08924,1.75224,-1.13406,0.0178737,1.83418,-1.48073,-0.499278,-1.24569,1.95458,2.0279,-0.43717,0.136975,1.62846,9.02701,0.913215,0.24844,0.476231,0.0345974,0.178438,-0.0872785,-0.275473,-0.531006,-0.77718,0.298913,-0.49495,0.0908177,-0.0845629,0.334005,0.294404,0.179756,-0.192809,-0.125783,-0.640387,0.116789,0.15425,0.516708,-0.0254889,-0.23397,-0.51076,0.121924,-0.321072,-0.142169,-0.87158,0.521572,0.62902,-0.184969,0.105018,-0.222786,-0.596932,0.898618,0.559288,0.203731,-0.426551,0.101971,-0.24787,-0.131494,0.524932,-0.431021,-0.140198,-0.294891,-0.0982851,-0.846713,0.597908,-0.487507,-0.0543147,0.628724,-0.617877,-0.248794,-0.529487,0.673998,0.701574,-0.225438,-0.00952554,0.55136,1.8031,0.972384,1.25023,0.663423,1.00539,0.638118,0.364777,-0.0230505,0.0161304,1.04861,0.454325,0.737505,0.89545,1.0322,0.902463,0.910138,0.524698,0.482276,0.257384,0.993793,0.205859,0.659902,-0.134831,0.123759,-0.240257,0.0948247,0.00591974,0.204137,-0.63472,0.779198,0.687067,-0.138345,0.137313,-0.143972,-0.596828,0.932365,0.443508,0.301859,-0.0673689,0.172894,-0.211821,-0.043941,0.829926,-0.293415,-0.360218,-0.107234,-0.183106,-0.701218,0.650366,-0.457896,-0.0361272,0.809943,-0.625442,-0.525304,-0.722302,0.765085,0.776251,-0.47121,0.152379,0.515139,0.141475,0.274406,0.222661,0.339971,0.267883,0.345672,0.409804,0.505762,0.495967,0.259492,0.388333,0.32355,0.289986,0.262658,0.288545,0.286972,0.371754,0.381715,0.436007,0.270164,0.448716,0.340762,0.533657,0.4691,0.559777,0.476312,0.49852,0.449142,0.653559,0.314493,0.334686,0.534531,0.465726,0.535931,0.64493,0.282445,0.390905,0.425103,0.516836,0.456884,0.552758,0.510983,0.303661,0.572832,0.589093,0.526783,0.545649,0.668458,0.342907,0.612515,0.509031,0.307903,0.651455,0.628387,0.673114,0.317543,0.315128,0.61567,0.461979,0.37399
567.627,0.923704,0.0679353,6,63,0,-527.966,0.0389129,-0.124962,0.274135,0.0760333,-0.0753818,0.180457,-0.232446,0.428443,2.60844,0.898947,0.815319,-0.0984803,0.238649,0.496743,-0.487165,-0.57559,-1.23616,0.986133,-1.3745,1.27661,-0.975355,1.08147,0.469719,1.46019,-0.0349612,-0.341342,-0.516324,1.7237,-0.712694,0.867272,-1.45385,-0.21398,-0.701853,-0.818641,-1.36151,0.0828026,-2.42754,1.50894,0.576587,-1.66962,0.736573,0.475193,-1.5966,1.10852,0.882285,0.442827,-0.883636,0.858967,-0.729595,-1.17468,0.831238,-0.608094,0.286549,-0.129679,-0.0457382,-1.27875,0.493669,-1.06764,-0.664836,0.875779,-0.713926,1.47905,-0.16951,0.462467,1.85538,0.215051,-1.27663,1.05454,9.03192,0.88512,0.152701,0.116871,-0.27464,-0.130199,-0.0196205,-0.441169,-0.479054,-0.762069,0.190055,-0.821341,0.31451,-0.65033,0.2309,-0.0311989,0.393162,-0.247425,-0.378692,-0.453662,0.506062,-0.537795,0.13913,-0.855339,-0.324125,-0.53315,-0.583187,-0.815777,-0.19697,-1.27251,0.41405,0.0145879,-0.947783,0.0831332,-0.0288536,-0.916499,0.242492,0.145562,-0.0427204,-0.611034,0.135572,-0.545036,-0.735731,0.123691,-0.49298,-0.109676,-0.288006,-0.252043,-0.780319,-0.0209373,-0.68987,-0.517291,0.142775,-0.538323,0.401244,-0.305072,-0.0343057,0.562478,-0.140309,-0.77941,0.219363,1.91471,0.953915,1.07458,0.342125,0.734908,0.657043,0.308132,-0.0627126,0.207622,1.00724,0.119638,1.0678,0.435166,1.01614,0.698136,1.19837,0.549796,0.350643,0.455372,1.52767,-0.130354,0.477927,-0.54773,0.524095,0.0100628,-0.0991157,-0.112073,0.518713,-0.624711,0.949277,0.426022,-0.668886,0.478594,0.27001,-0.541005,0.513403,0.449177,0.268123,0.112636,0.554993,-0.312971,-0.471718,0.648027,-0.072471,-0.161893,0.288999,-0.2204,-0.480367,0.472209,-0.461798,-0.421755,0.715787,-0.458761,0.188537,-0.465866,0.482801,0.818503,-0.208499,-0.218377,0.532053,0.128453,0.278098,0.254533,0.415293,0.324119,0.341404,0.423571,0.515673,0.44828,0.26752,0.470126,0.255821,0.392893,0.26578,0.332226,0.231765,0.365912,0.413227,0.388084,0.178335,0.532542,0.382742,0.633609,0.371895,0.497484,0.524759,0.527989,0.373153,0.651289,0.27903,0.395077,0.661254,0.382584,0.432905,0.632046,0.374396,0.389556,0.433368,0.471871,0.364707,0.57761,0.61579,0.343434,0.51811,0.540385,0.428249,0.554878,0.617834,0.384094,0.613441,0.603903,0.328321,0.61272,0.453005,0.614405,0.381591,0.306081,0.551937,0.554378,0.370038
576.495,0.998278,0.0679353,6,63,0,-540.074,0.0897776,-0.126043,0.24043,0.100912,-0.116877,0.177872,-0.252156,0.424811,2.71829,0.364274,0.921645,-0.0102994,0.498354,0.760898,-0.671489,-0.144682,-1.60764,1.00569,-1.03285,0.867448,-0.539423,1.14631,0.415041,1.08934,0.163569,0.0222489,-0.851487,1.75158,-0.770944,1.4575,-1.54857,-0.300436,-0.840188,-0.894579,-1.01893,-0.196529,-2.71851,0.932401,0.536446,-1.81378,0.390118,-0.340863,-1.7213,1.28374,0.617286,0.394675,-0.925554,0.0524243,-0.666914,-0.91241,1.01184,-0.643271,0.0735535,-0.0163488,0.301119,-1.61901,0.696773,-0.848953,-0.199484,1.06778,-0.926775,0.976267,-0.523544,0.605169,2.24319,0.340959,-0.844174,1.13537,9.44944,0.902604,-0.0974087,0.139369,-0.256532,-0.0404499,0.071082,-0.537412,-0.313619,-0.935099,0.175074,-0.690923,0.116346,-0.481309,0.23481,-0.0758423,0.210606,-0.18267,-0.242705,-0.613878,0.491934,-0.579662,0.367008,-0.910005,-0.379785,-0.609078,-0.632184,-0.685008,-0.335644,-1.40701,0.143938,-0.0242678,-1.02267,-0.0864296,-0.396959,-0.983384,0.293193,0.010074,-0.0844939,-0.645342,-0.229886,-0.535469,-0.639759,0.177683,-0.525425,-0.22091,-0.259101,-0.124237,-0.93993,0.043841,-0.612801,-0.336899,0.201451,-0.645861,0.162573,-0.474564,0.00492663,0.700776,-0.107313,-0.610771,0.23016,1.94312,0.716899,1.10738,0.375876,0.838304,0.763907,0.224533,0.120777,0.0449978,1.00549,0.26436,0.882319,0.615596,1.03301,0.665964,1.02894,0.62761,0.499101,0.309183,1.52439,-0.102238,0.77934,-0.533278,0.533941,0.00529398,-0.0816122,0.0870968,0.448544,-0.691296,0.750254,0.457184,-0.670759,0.378911,-0.0249058,-0.538183,0.637051,0.382773,0.299643,0.146902,0.259622,-0.300002,-0.372069,0.703803,-0.10403,-0.26804,0.315999,-0.0867821,-0.635989,0.534356,-0.381362,-0.234998,0.772523,-0.560071,-0.0422899,-0.627064,0.519609,0.96041,-0.170555,-0.051782,0.542802,0.125306,0.328076,0.248359,0.407122,0.301892,0.317799,0.444101,0.469843,0.488752,0.267863,0.434292,0.292697,0.350784,0.262502,0.339401,0.263289,0.348053,0.377752,0.423314,0.178816,0.525537,0.314462,0.630247,0.369598,0.498677,0.520392,0.47824,0.389707,0.666255,0.320766,0.387654,0.661673,0.40639,0.506226,0.63139,0.345913,0.405458,0.425645,0.46334,0.435457,0.574443,0.591959,0.33097,0.525984,0.566612,0.421651,0.521682,0.653846,0.369501,0.594202,0.558481,0.315934,0.636469,0.510571,0.651824,0.372944,0.276796,0.542536,0.512943,0.367536
574.004,0.948841,0.0679353,6,63,0,-545.621,0.0557438,-0.030839,0.180839,-0.0628884,-0.254552,0.14226,-0.090376,0.458434,2.47529,1.48038,1.21936,0.379956,0.821156,0.413928,-0.154707,-0.968897,-0.958624,0.983301,-0.298494,0.514612,0.594505,1.20373,1.31001,1.15878,-0.292282,-0.123357,-0.0294102,0.827547,-0.000407877,0.419279,-0.836189,-0.789618,-1.03081,-0.701653,-1.24918,0.186464,-1.99106,1.61057,1.08152,-0.570094,0.0549857,0.129442,-1.66477,1.84095,0.613575,0.528444,-0.721878,0.339504,-0.240995,-0.146459,1.68948,-1.13666,-0.232229,-0.558144,0.16018,-0.8985,0.670106,-0.895179,0.035169,1.30515,-0.690916,0.0516732,-0.562288,1.2781,1.52561,-0.91871,-0.665992,0.799566,8.70978,1.04438,0.588278,0.468619,0.0838088,0.28607,0.0993825,-0.161299,-0.534551,-0.529842,0.360402,-0.227216,0.145539,0.182165,0.461454,0.510177,0.440848,-0.224368,-0.146927,-0.103859,0.288999,-0.090563,0.101836,-0.473713,-0.452363,-0.562934,-0.412037,-0.663043,-0.00489445,-1.00315,0.647963,0.40543,-0.351726,-0.0651687,-0.0310355,-0.853563,0.753575,0.190907,0.151881,-0.421309,0.0652638,-0.200856,-0.157518,0.68414,-0.611461,-0.196838,-0.346248,-0.016944,-0.502279,0.216823,-0.500756,-0.0742533,0.507947,-0.407115,-0.0666872,-0.348148,0.49555,0.609013,-0.511543,-0.395689,0.276172,1.75097,1.14079,1.15747,0.49307,0.854344,0.523427,0.378396,-0.272476,0.161968,0.916851,0.359784,0.68622,0.902555,1.01002,1.04494,0.99434,0.327153,0.387841,0.475257,0.993621,0.169927,0.24766,-0.237861,0.112356,-0.268937,-0.0349106,-0.231713,0.429391,-0.585614,0.939989,0.666905,-0.220684,0.192365,0.104934,-0.600957,0.882646,0.425774,0.290806,0.0149473,0.32871,-0.137943,-0.0867203,0.916907,-0.404317,-0.301807,-0.00275717,-0.101218,-0.422612,0.539618,-0.438828,-0.142759,0.850453,-0.479563,-0.308989,-0.577638,0.824258,0.67784,-0.620455,-0.0561403,0.456708,0.147925,0.242176,0.239127,0.379171,0.298522,0.372051,0.406514,0.567701,0.459596,0.2856,0.411012,0.334874,0.288526,0.266976,0.260197,0.270056,0.418933,0.404237,0.383373,0.270198,0.45762,0.4384,0.559186,0.471941,0.566832,0.508727,0.557671,0.394272,0.642358,0.280903,0.33919,0.554948,0.452057,0.473791,0.645875,0.29263,0.395136,0.427806,0.496263,0.418554,0.534431,0.521667,0.285588,0.599724,0.574884,0.500689,0.525283,0.604108,0.368276,0.60798,0.535629,0.299338,0.617645,0.576638,0.640524,0.304861,0.336744,0.650322,0.514031,0.387767
573.951,0.812255,0.0679353,6,63,0,-542.076,0.000331691,0.0108757,0.323457,-0.182022,-0.337613,0.157568,0.0145064,0.509363,2.34831,0.0736676,0.388228,0.16205,0.434622,0.740609,-0.926592,-0.336495,-1.22087,1.15561,-0.655716,0.677272,-0.430728,0.59348,0.420822,1.21977,0.156058,-0.159764,-0.727105,1.83397,-0.573599,1.41581,-1.30512,0.0780423,-0.119654,-0.502556,-0.427911,0.475032,-2.0199,1.36336,0.633513,-1.19143,0.974767,0.258398,-1.52878,1.06644,0.527536,0.522684,-0.576468,0.218351,-0.614382,-0.489789,1.02691,-0.202575,-0.105539,-0.0268791,-0.057688,-1.18605,0.502243,-0.713421,-0.0486138,0.8717,-0.688924,0.616768,-0.577519,0.532803,2.05427,0.0687976,-0.384831,0.804731,9.57049,1.21065,0.0520299,0.212255,0.0970485,0.235887,0.391745,-0.457465,-0.156892,-0.60736,0.60313,-0.319491,0.359483,-0.20489,0.316803,0.228857,0.635809,0.0939966,-0.0668717,-0.355854,0.948663,-0.277664,0.735669,-0.650274,0.0542582,-0.0464408,-0.241477,-0.203456,0.25647,-1.01436,0.708954,0.337194,-0.592364,0.511016,0.146125,-0.764198,0.55771,0.283214,0.280742,-0.279125,0.125726,-0.298437,-0.234974,0.537575,-0.088678,-0.039251,0.000815134,-0.0148777,-0.589622,0.27033,-0.348884,-0.0102557,0.458518,-0.336406,0.328665,-0.279661,0.285896,1.06088,0.0495493,-0.181512,0.424406,1.9919,0.67988,0.999759,0.567678,0.858176,0.857161,0.174903,0.157907,0.179101,1.22959,0.296195,0.991504,0.571491,0.946043,0.862963,1.26331,0.722194,0.567234,0.262612,1.73061,-0.138263,0.70777,-0.502184,0.501845,0.0811435,0.0645284,0.0834347,0.542318,-0.722599,0.837233,0.476248,-0.61505,0.65146,0.121701,-0.622017,0.53572,0.431651,0.255276,0.00602776,0.264085,-0.312542,-0.251859,0.671307,0.0540906,-0.201888,0.303237,-0.184813,-0.609635,0.580051,-0.362641,-0.185752,0.761288,-0.510512,0.00672238,-0.606121,0.593532,1.04469,-0.111697,0.1223,0.576559,0.120056,0.336288,0.268989,0.361773,0.297721,0.297933,0.456385,0.460605,0.455344,0.226253,0.426488,0.270615,0.360893,0.279681,0.296721,0.220404,0.32691,0.361875,0.434722,0.15051,0.534511,0.330092,0.622973,0.377107,0.479725,0.483874,0.479153,0.367649,0.673179,0.302118,0.383139,0.649092,0.342661,0.469612,0.650677,0.369184,0.393732,0.436525,0.498493,0.43436,0.577506,0.562634,0.338204,0.486481,0.550301,0.424766,0.546072,0.647858,0.358921,0.58968,0.546305,0.318367,0.624926,0.498319,0.647056,0.355825,0.260247,0.527895,0.469463,0.359725
572.191,0.986787,0.0679353,6,63,0,-541.58,-0.0488066,-0.0995941,0.415931,-0.0477589,-0.310857,0.245211,-0.0839751,0.447454,1.44414,0.278267,-0.00713857,-0.133683,0.36997,-0.0872299,-1.48419,-0.684735,-2.32558,0.362709,-1.60471,0.0442884,-1.27141,-0.0899958,-0.555278,0.427796,-1.32,-1.01573,-1.94758,0.0226099,-0.536871,0.444929,-1.63545,-0.70681,-1.00565,-0.704775,-1.06423,-0.628051,-2.4285,1.41888,0.944324,-1.00106,0.683117,-0.393391,-2.05371,1.09513,0.553002,0.235851,-1.16734,-0.0521212,-0.79787,-0.760766,0.811254,-0.676146,0.0906963,-0.590108,0.127889,-1.30085,0.431813,-1.04062,0.21754,0.222907,-0.789453,1.00972,-0.447511,0.283215,1.90641,0.435845,-0.785079,0.722363,8.74532,0.562212,0.0405369,-0.0871693,-0.143792,0.0815695,-0.123006,-0.748082,-0.390362,-1.12457,0.0783207,-0.802009,-0.0641581,-0.652871,-0.124244,-0.332436,0.107444,-0.674614,-0.538467,-0.955428,-0.0738582,-0.3242,0.11511,-0.815763,-0.40024,-0.53396,-0.39933,-0.560171,-0.364999,-1.17062,0.550908,0.338567,-0.531902,0.221689,-0.26,-1.00292,0.406046,0.163468,0.0215577,-0.606308,-0.107297,-0.440986,-0.424383,0.279024,-0.38652,-0.0433926,-0.348021,-0.0267507,-0.666048,0.109242,-0.549605,0.0133643,0.0157658,-0.437219,0.367828,-0.284216,0.0427507,0.769058,0.111046,-0.435262,0.239249,1.80458,0.999505,1.09791,0.566782,1.09146,0.635307,0.169511,0.0590864,0.0700642,1.05002,0.268352,0.856618,0.634057,0.821993,0.569244,1.06959,0.281171,0.363213,0.0894714,1.16215,0.0151278,0.298341,-0.556002,0.493164,-0.0864212,0.102461,0.116666,0.321385,-0.538339,0.992081,0.681077,-0.396411,0.551469,-0.108595,-0.689049,0.535172,0.420047,0.18251,0.0864421,0.241579,-0.383852,-0.341788,0.670484,-0.077809,-0.314219,0.186805,-0.230742,-0.554809,0.577232,-0.495654,-0.139704,0.547409,-0.603018,-0.132297,-0.742966,0.529837,0.845288,-0.172512,0.0868335,0.462028,0.141294,0.269039,0.250131,0.36198,0.251343,0.346308,0.457723,0.485233,0.482491,0.259221,0.433312,0.298046,0.346591,0.305341,0.361411,0.25548,0.430167,0.410182,0.477647,0.238277,0.496218,0.425963,0.635527,0.379149,0.521592,0.474407,0.470867,0.420338,0.631426,0.270501,0.336021,0.597825,0.365524,0.527122,0.665755,0.369311,0.396506,0.454499,0.478403,0.439897,0.594802,0.584625,0.338389,0.519442,0.577915,0.453434,0.557431,0.635251,0.35957,0.621438,0.534869,0.366466,0.646347,0.533026,0.677644,0.370555,0.300422,0.543021,0.478305,0.386505
