# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_NC_sim2_re_model
# start_datetime = 2022-03-11 09:50:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpIt8rtp/standata-3d743d772be3.json
# init = 2 (Default)
# random
#   seed = 2145659743
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim2_re-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim2_re-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_NC_sim2_re_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_j,s_j,z_j.1,z_j.2,z_j.3,z_j.4,z_j.5,z_j.6,z_j.7,z_j.8,z_j.9,z_j.10,z_j.11,z_j.12,z_j.13,z_j.14,z_j.15,z_j.16,z_j.17,z_j.18,z_j.19,z_j.20,z_j.21,z_j.22,z_j.23,z_j.24,z_j.25,z_j.26,z_j.27,z_j.28,z_j.29,z_j.30,z_j.31,z_j.32,z_j.33,z_j.34,z_j.35,z_j.36,z_j.37,z_j.38,z_j.39,z_j.40,z_j.41,z_j.42,z_j.43,z_j.44,z_j.45,z_j.46,z_j.47,z_j.48,z_j.49,z_j.50,z_j.51,z_j.52,z_j.53,z_j.54,z_j.55,z_j.56,z_j.57,z_j.58,z_j.59,z_j.60,z_j.61,z_j.62,z_j.63,z_j.64,z_j.65,z_j.66,z_j.67,z_j.68,z_j.69,z_j.70,z_j.71,z_j.72,z_j.73,z_j.74,z_j.75,z_j.76,z_j.77,z_j.78,z_j.79,z_j.80,m_k,s_SI,z_k.1,z_k.2,z_k.3,z_k.4,z_k.5,z_k.6,z_k.7,z_k.8,z_k.9,z_k.10,m_SI.1,m_SI.2,m_SI.3,m_SI.4,m_SI.5,m_SI.6,m_SI.7,m_SI.8,m_SI.9,m_SI.10,m_SI.11,m_SI.12,m_SI.13,m_SI.14,m_SI.15,m_SI.16,m_SI.17,m_SI.18,m_SI.19,m_SI.20,m_SI.21,m_SI.22,m_SI.23,m_SI.24,m_SI.25,m_SI.26,m_SI.27,m_SI.28,m_SI.29,m_SI.30,m_SI.31,m_SI.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,re_k.1,re_k.2,re_k.3,re_k.4,re_k.5,re_k.6,re_k.7,re_k.8,re_k.9,re_k.10
# Adaptation terminated
# Step size = 0.0381157
# Diagonal elements of inverse mass matrix:
# 0.262785, 0.115506, 0.0939102, 0.0998801, 0.0146159, 0.00681151, 0.251434, 0.0204975, 0.233978, 0.138466, 0.146819, 0.240522, 0.162461, 0.203216, 0.269634, 0.190732, 0.126971, 0.136515, 0.159329, 0.183551, 0.186416, 0.124064, 0.20919, 0.199916, 0.172579, 0.173556, 0.160062, 0.200276, 0.132679, 0.188099, 0.223615, 0.219541, 0.147485, 0.234136, 0.21639, 0.237556, 0.17186, 0.249819, 0.159375, 0.163777, 0.124841, 0.0102021, 0.198557, 0.232279, 0.224674, 0.233938, 0.21022, 0.208406, 0.21916, 0.208865, 0.21905, 0.199679, 0.210846, 0.199999, 0.209289, 0.207173, 0.182569, 0.208251, 0.208544, 0.19579, 0.201846, 0.226435, 0.209638, 0.213185, 0.193261, 0.214179, 0.202032, 0.187026, 0.212229, 0.209189, 0.207549, 0.231635, 0.195734, 0.200228, 0.209209, 0.224789, 0.208669, 0.195944, 0.188622, 0.189973, 0.206244, 0.277922, 0.185011, 0.210986, 0.184101, 0.198806, 0.203012, 0.187086, 0.209875, 0.207625, 0.202552, 0.185672, 0.197699, 0.192271, 0.195351, 0.171655, 0.19203, 0.219126, 0.200976, 0.194972, 0.208027, 0.217469, 0.199447, 0.231693, 0.208384, 0.219291, 0.203426, 0.22238, 0.198023, 0.222685, 0.195935, 0.241151, 0.186726, 0.205592, 0.206366, 0.200937, 0.211843, 0.224489, 0.214201, 0.199153, 0.195087, 0.211549, 0.122894, 1.14872, 0.827549, 0.771638, 0.71941, 0.791776, 0.796103, 0.73841, 0.73601, 0.7548, 0.704628, 0.736156
-3862.75,0.99932,0.0381157,7,127,0,3922.97,0.467101,-0.0203038,0.305497,-0.249875,-0.375446,0.047119,0.049575,0.527437,-1.02493,-0.935592,-0.152749,0.445461,0.445711,1.56186,0.760465,-0.373542,0.590193,1.26625,-0.832902,-0.667354,1.66588,-0.465221,0.094062,0.802411,-0.738656,0.861023,-0.817537,-1.29753,-0.189515,-1.51437,-0.960839,-0.456444,-0.524537,0.17205,0.355215,1.79777,-0.436049,2.27565,-0.910648,-0.202234,-0.362167,0.507611,0.660364,-0.444103,-2.36639,-0.350385,0.251894,0.0208302,-1.19535,0.808462,0.685837,-1.32945,0.11488,-0.159609,1.16757,0.0689183,0.520214,-0.726395,-0.976679,-0.09,-1.62965,0.90612,-1.05404,-0.11777,-0.217366,-1.49385,-1.45552,-0.402791,0.671873,0.743345,-0.654342,-1.98645,-1.1441,-1.4556,-0.231859,-1.09639,1.87651,-0.200433,-0.609902,-1.02369,1.52653,-3.02494,0.12807,-1.8212,0.243271,0.495258,0.309657,0.621176,0.028526,-0.18876,-1.69949,0.370223,-0.266485,-0.0721387,-1.03812,0.0368843,0.669999,1.64849,-0.663278,0.79533,-0.971197,2.02799,1.62515,1.38103,-0.764098,1.03159,-1.07665,1.23232,-0.696597,-0.0148431,0.0178778,1.00912,-0.368192,-1.20304,0.124322,-0.0169482,0.85182,1.08598,0.579196,-0.243878,-1.15984,-0.528668,0.460796,0.0467735,-1.40446,-0.430437,-0.535206,-1.46706,1.17796,0.985242,0.918013,-1.29231,-0.195221,0.317499,0.878214,0.587584,0.649898,1.26765,0.840717,1.93789,0.929019,1.22055,1.22531,1.62778,0.273404,0.240809,1.8419,0.549622,0.432838,0.849876,0.557136,1.52447,0.301382,0.402491,0.725633,-0.202591,0.0222434,-0.644796,-0.175932,0.251429,0.307068,0.960853,-0.433957,1.45641,-0.500722,0.270627,-0.49101,-0.443891,-0.0309907,0.284528,0.284659,0.87336,0.450673,-0.147445,0.360865,0.717443,-0.389728,-0.302412,0.928222,-0.1958,0.0991868,0.472796,-0.34002,0.50371,-0.381624,-0.634791,-0.0503821,-0.74916,-0.457207,-0.19117,-0.227085,0.140321,0.236928,0.997787,-0.180413,1.24984,-0.430735,-0.0570906,-0.0269592,-0.587599,-1.56337,-0.540027,-0.234303,-0.351594,-0.968939,0.0482166,-0.0140291,-1.03701,-0.303853,-0.443187,0.230505,-0.327184,-0.0981008,-0.730894,-0.85794,-0.407852,-1.1894,0.0977889,-0.89721,-0.421949,-0.472505,-1.12046,-1.101,-0.566629,-0.0211174,0.0151625,-0.694319,-1.37051,-0.942923,-1.10104,-0.479862,-0.918709,0.590371,-0.463909,-0.67176,-0.881801,0.412716,-1.89766,-0.297158,-1.28663,-0.23868,-0.110769,-0.204982,-0.0468518,-0.347687,-0.457984,-1.22484,-0.174238,-0.497438,-0.398786,-0.889128,-0.343444,-0.0220683,0.474624,-0.698855,0.0415508,-0.855157,0.667263,0.462779,0.33886,-0.750032,0.161478,-0.908689,0.263373,-0.715767,-0.369702,-0.353092,0.150075,-0.549066,-0.972841,-0.29906,-0.37077,0.0702257,0.189087,-0.0681612,-0.485963,-0.950915,-0.630525,0.395104,0.440662,0.435762,0.392176,0.515893,0.506879,0.503734,0.40035,0.451664,0.475646
-3867.77,0.998696,0.0381157,7,127,0,3932.8,0.626388,0.411991,0.515975,0.16737,-0.382665,0.138338,0.410182,0.570576,-1.6547,-1.43018,-0.239776,0.406318,0.266678,1.20719,0.649741,-0.331352,0.169508,0.390022,-0.39707,-0.774022,1.46453,-0.288351,0.300801,0.849117,-0.0419351,1.07545,-0.498187,-1.2156,0.442681,-1.3363,-1.30439,-0.449566,-0.632485,0.723043,0.0205824,1.50966,-0.827193,2.26769,-1.03921,-0.115657,-0.0305351,0.491522,0.69685,0.111039,-1.89847,0.268817,0.257482,0.507,-0.974237,0.546314,0.701513,-0.997306,-0.210631,0.218143,1.27333,0.0853028,0.533936,-1.02409,-0.529568,0.173745,-0.20601,0.694777,-0.911868,0.171955,0.247073,-1.23988,-2.09612,-0.167485,1.13549,0.0941094,0.100806,-1.79544,-0.712523,-0.542298,-0.262182,-1.82012,2.00604,0.459775,0.254824,-0.642588,1.08234,-3.47661,0.193692,-0.661931,-0.226463,0.07206,-0.182841,0.830781,0.334398,0.424654,-1.39872,0.668543,0.350021,0.105037,-0.628813,0.546457,1.71601,0.977211,-0.398727,1.28736,-0.854816,1.87929,1.86951,1.83944,-0.881564,0.707248,-1.25304,1.50334,-1.17343,0.557151,-0.793122,1.48995,-1.80602,-0.905275,0.231486,0.119567,1.23378,1.76681,0.357946,-1.30233,-0.129158,-0.636032,0.00536899,0.0232875,-0.128357,0.199819,-1.54107,-0.900187,1.36014,1.65311,1.19269,-1.82632,1.32358,0.668008,1.71553,1.40908,1.82128,2.22704,1.80239,3.12821,1.85144,2.37903,2.24189,2.41448,1.53281,1.37614,2.71259,1.54094,1.54772,1.72422,1.74588,2.59973,1.26729,1.39967,1.98923,0.740332,0.817263,0.353988,0.764105,1.50833,1.42702,2.16752,0.432766,2.75791,0.49888,1.43119,-0.533949,-0.405843,0.273371,0.642017,0.562342,1.09897,0.780908,0.221121,0.506899,0.632719,0.183624,-0.0314559,1.24581,0.245656,0.581811,0.894667,0.386255,1.02381,0.125929,-0.283408,0.662765,-0.352281,-0.334074,0.15367,0.0493014,0.822732,0.421926,1.27156,-0.0617942,1.70407,-0.182766,0.344191,0.311982,0.0240428,-0.963675,0.101594,0.0960231,0.218667,-0.509394,0.23799,0.314274,-0.520732,-0.134065,0.076687,0.595333,0.0113931,0.231906,-0.533899,-0.290829,0.0548641,-0.131793,0.310963,-0.478738,0.0539845,0.0909066,-0.639962,-1.06082,-0.112858,0.527584,0.0157217,0.0190134,-0.913034,-0.380756,-0.297086,-0.159403,-0.925161,0.955477,0.195454,0.0947164,-0.346381,0.501459,-1.73936,0.0646687,-0.355889,-0.141846,0.00488397,-0.120406,0.377812,0.133829,0.178192,-0.718037,0.298068,0.141508,0.0210929,-0.33961,0.23806,0.812921,0.449785,-0.226518,0.602228,-0.450695,0.893175,0.888368,0.873589,-0.463843,0.317093,-0.64643,0.708389,-0.6073,0.243317,-0.420372,0.701807,-0.918231,-0.475497,0.0832453,0.0282347,0.575894,0.837891,0.145403,-0.670657,-0.094019,-0.343159,0.00237989,0.0100223,-0.0305187,-0.0155941,0.0370432,0.0438658,0.0331437,-0.0371613,0.0361919,0.0209252
-3869.39,0.828833,0.0381157,7,127,0,3928.65,0.702725,0.228414,0.20474,-0.386374,-0.166786,0.193264,0.315134,0.54425,-1.46035,-1.86181,-0.759735,0.835575,-0.13405,0.926603,0.650687,-0.0697211,0.170128,0.630075,-0.646148,-1.46111,1.02161,-0.540392,-0.695809,0.251556,-0.176834,0.787794,-0.691286,-1.56259,0.158735,-1.87035,-0.78439,-0.863494,-0.85514,0.533203,-0.198012,0.796356,-1.29601,1.97685,-1.19447,-0.189347,0.246459,0.54118,1.19252,0.441992,-1.46091,0.689031,0.692509,0.0549558,-1.13602,0.378393,0.600934,0.0454162,-0.131228,0.340703,1.74641,0.852103,0.546372,-0.496592,-0.830305,0.630056,-0.0739103,1.24864,-0.731821,0.661861,1.02387,-1.0471,-1.67412,0.0138646,1.54635,0.353846,0.47737,-0.844896,-0.753473,-0.563541,-0.314564,-1.28873,2.01179,0.564864,0.101528,-0.40326,1.4702,-2.31661,0.270364,-0.331062,0.262702,0.60579,0.0510916,1.04963,0.670052,0.777373,-1.17579,0.530783,0.263044,0.1261,-0.403541,1.0661,1.89319,0.899,-0.0297396,1.06286,-0.799321,1.55296,1.27935,1.28216,-0.205463,1.00952,-0.946939,2.00412,-0.355287,0.497038,-0.472461,1.53655,-1.18611,-0.519974,1.2386,0.0700581,1.03143,1.26297,0.537835,-0.962277,0.139638,-0.44428,-0.433439,0.0866865,-0.536892,0.368312,-1.54566,-1.11019,0.695665,0.961897,1.63573,-1.50997,0.935668,0.428767,1.37825,0.837382,1.45378,1.93929,1.39419,2.71432,1.61442,1.96222,2.0414,2.31211,1.16304,1.01089,2.18595,1.26108,1.16591,1.35614,1.35402,2.10626,0.978899,1.00674,1.65517,0.448917,0.493403,0.035846,0.264633,0.87454,1.14771,1.64133,0.0616625,2.21966,0.19847,0.922182,-0.47966,-0.698155,-0.0983517,0.769896,0.242177,0.819438,0.669271,0.277188,0.407727,0.658053,-0.0365324,-0.480077,0.871145,0.0210255,-0.06356,0.452044,0.218892,0.743891,-0.0610986,-0.535304,0.401526,-0.702804,-0.11177,-0.154823,-0.150276,0.60533,0.207366,0.748551,-0.390222,1.39104,-0.334957,0.212082,0.891825,0.485657,-0.544154,0.61935,0.621231,0.2762,-0.368333,0.451238,0.571673,0.271038,0.175442,0.430841,1.19158,0.7076,0.542145,-0.0222863,-0.202885,0.587433,0.206461,0.922199,-0.149587,0.604646,0.800559,-0.320209,-0.65954,0.253963,1.08331,0.437954,0.504803,-0.210781,-0.161305,-0.058518,0.0762234,-0.450976,1.3352,0.552152,0.301404,0.028223,1.0421,-1.00725,0.392775,0.0672952,0.388628,0.574301,0.274109,0.814499,0.609078,0.667159,-0.389855,0.533709,0.388814,0.314702,0.0280709,0.823409,1.27102,0.732981,0.230365,0.821661,-0.186117,1.08689,0.938817,0.94034,0.135267,0.792791,-0.266005,1.33105,0.0541854,0.515447,-0.00922703,1.07801,-0.395439,-0.0349403,0.916765,0.284373,0.80465,0.929952,0.537525,-0.274306,0.322029,0.00602401,-0.479981,-0.401511,-0.567427,-0.529678,-0.373134,-0.350056,-0.291643,-0.564333,-0.352329,-0.396271
-3870.5,0.996564,0.0381157,7,127,0,3924.23,0.0456888,0.0931006,0.17405,-0.136229,-0.163772,0.133602,-0.136459,0.570429,-0.755502,-0.652768,-0.161134,0.436306,-0.14066,1.33464,0.676447,0.260973,0.554406,1.11802,-0.397195,-0.841194,1.67599,-0.577557,-0.288865,0.798194,-0.393325,1.1161,-0.534975,-1.28576,0.196158,-1.26326,-0.727533,-1.16875,-1.00214,0.343578,-0.643736,0.628077,-1.02323,1.49694,-1.56997,-0.470952,-0.509039,0.468292,1.24351,1.20264,-0.669505,0.901463,-0.132233,0.432207,-0.783766,0.662675,1.21221,-0.204059,0.286565,-0.478586,2.27379,-0.432843,0.782869,-0.221326,-0.990392,-0.823746,-1.19575,1.11663,-0.37487,0.481965,0.331726,-2.40254,-0.97091,-0.13617,1.21706,0.183784,-0.0967446,-1.25761,-0.861595,-0.48307,-0.0607001,-1.82539,2.27893,0.072086,0.135501,0.416723,0.976564,-3.15745,1.05511,-0.265125,-0.150376,0.66627,-0.0172141,0.865591,0.00708807,0.964183,-2.12756,0.0927826,1.07871,0.0462475,0.132886,0.745922,1.30986,1.27567,0.513513,0.90933,-0.274449,2.07281,1.71665,1.05457,0.410514,0.434788,-1.62042,0.947494,-1.0097,-0.345393,-0.358322,1.63878,-0.950216,-0.960952,0.450288,-0.22389,0.259367,1.86996,0.974354,0.105381,0.0805474,-0.568617,0.432024,0.00352765,0.645853,0.632692,-1.28515,0.0214202,1.08053,0.618184,0.79663,-0.846518,-0.441277,-1.49356,0.312885,0.11111,0.351672,0.485163,0.0828029,1.4853,0.401958,0.779127,0.839906,1.18142,-0.0168258,-0.096305,1.32695,-0.0319336,0.0661747,0.479113,0.0262966,1.05428,-0.147918,-0.195555,0.422761,-0.509823,-0.414573,-1.07327,-0.758041,-0.0773018,-0.206173,0.4726,-0.789936,0.961401,-1.02175,-0.221351,-0.567419,-0.508817,-0.228374,0.112423,-0.216695,0.62486,0.249407,0.0124081,0.179791,0.50129,-0.36303,-0.6163,0.819578,-0.465914,-0.301236,0.318855,-0.360823,0.5002,-0.441624,-0.869895,-0.0245642,-0.857062,-0.551465,-0.803149,-0.708106,0.0595285,-0.503665,0.221815,-0.720138,0.717442,-1.03202,-0.405103,0.0732868,0.0541498,-0.822563,-0.0868904,-0.570962,-0.306639,-0.87607,-0.198713,0.0586303,-0.604598,-0.374842,-0.733157,0.555759,-0.711736,-0.142427,-0.612684,-0.972832,-0.894793,-1.069,0.01387,-0.684588,-0.283338,-0.353694,-1.63413,-0.963709,-0.572806,0.0609025,-0.422974,-0.554344,-1.09797,-0.912517,-0.735257,-0.537464,-1.36386,0.558169,-0.475281,-0.445585,-0.31389,-0.0517211,-1.98765,-0.01494,-0.633195,-0.579459,-0.19703,-0.5171,-0.103689,-0.505719,-0.0575191,-1.50536,-0.465589,-0.00388722,-0.487381,-0.446809,-0.159729,0.104357,0.088347,-0.268564,-0.0832065,-0.637561,0.461643,0.294856,-0.0151918,-0.316798,-0.305431,-1.26787,-0.0653342,-0.981875,-0.670784,-0.676838,0.258387,-0.954018,-0.959045,-0.298172,-0.613885,-0.387579,0.366648,-0.0527559,-0.459689,-0.471319,-0.775318,0.434303,0.434256,0.427491,0.4321,0.435836,0.434205,0.434835,0.429038,0.430468,0.426756
-3870.47,0.967101,0.0381157,7,127,0,3939.47,-0.0474878,-0.169926,-0.479543,-0.90569,-0.127474,0.107088,-0.206113,0.431182,-1.28881,-1.17219,-1.01714,0.383337,0.0194224,1.50164,0.636937,-0.0724203,0.531766,1.04827,-1.02003,-1.42155,2.73599,-0.225549,0.206788,1.14804,-0.0149322,1.97798,-0.51842,-1.38478,0.829792,-1.67461,-0.281586,-0.513374,-0.234708,0.833791,0.44585,1.64314,-0.839271,3.04169,-0.990965,0.879206,-0.0756029,0.554518,0.501539,0.375228,-0.660792,1.25132,0.746178,0.757037,-0.599599,0.236876,0.791833,-0.951539,0.94048,-0.05928,0.312455,-0.170775,0.636546,-0.553437,-0.687237,-0.703832,-0.330863,1.42227,-0.763619,0.718086,-0.238973,-2.54578,-0.665634,0.132742,0.733051,-0.115938,-1.59179,-1.70555,-0.379042,-0.689197,0.437739,-1.72372,1.61777,0.0129055,0.0356145,0.500355,0.424572,-3.25467,0.303964,-0.234403,0.829619,1.09972,-0.378878,0.788406,0.122494,0.914017,-1.45122,0.640045,0.798725,-0.400079,-0.105591,-0.341127,0.871391,0.773062,0.132939,1.15125,-0.729074,0.726103,1.23045,0.884075,-0.659719,-0.222955,-0.818023,1.05793,-0.848686,-0.605205,-0.478484,0.25371,-0.920943,-1.26055,0.0516705,0.433985,0.218889,1.10851,0.78128,-0.00584069,0.32913,-1.14595,0.0983189,0.0642693,0.071518,1.85895,-1.02191,-2.06525,0.309578,0.984856,0.884852,-1.79451,-0.776987,-0.406386,-0.392784,-0.548261,-0.50935,-0.0761414,-0.286966,0.798049,-0.138179,0.0401966,0.220833,0.459121,-0.698805,-0.730468,0.676646,-0.657444,-0.519746,-0.281327,-0.606202,0.386162,-0.896007,-0.967101,-0.192013,-1.34977,-1.10058,-1.51733,-1.22579,-0.835805,-0.65263,-0.172735,-1.49883,0.421887,-1.50192,-0.560499,-0.761828,-0.71154,-0.644686,-0.0408252,-0.197739,0.441369,0.0685226,-0.23734,0.0231747,0.245883,-0.645932,-0.819062,0.973596,-0.303366,-0.11695,0.288903,-0.212552,0.646757,-0.429647,-0.803207,0.151678,-0.928178,-0.327528,-0.427471,-0.307315,0.153403,-0.0138707,0.502378,-0.567992,1.10541,-0.6334,0.172985,0.20251,0.132468,-0.442024,0.618274,0.338166,0.344187,-0.408091,0.0557487,0.363483,-0.603248,0.44591,-0.108475,0.0976591,-0.170301,0.277373,-0.382494,-0.456688,-0.46589,-0.259072,0.713072,-0.499043,0.322589,-0.208118,-1.48728,-0.444709,-0.00199532,0.330887,-0.139893,-0.958281,-1.02136,-0.285789,-0.457775,0.167131,-1.03143,0.82148,-0.0684466,-0.0558541,0.201853,0.15983,-1.88037,0.0929506,-0.205584,0.384435,0.53421,-0.285697,0.361582,-0.00767766,0.431236,-0.880331,0.279313,0.367304,-0.297454,-0.134155,-0.264764,0.407599,0.353073,-0.00188588,0.562787,-0.479887,0.327034,0.606701,0.414632,-0.441429,-0.199236,-0.529211,0.511039,-0.546214,-0.4112,-0.340931,0.0650837,-0.586282,-0.774602,-0.0469507,0.16505,0.0457746,0.539088,0.357631,-0.0788417,0.106906,-0.711054,0.102915,0.217792,0.0326417,-0.0344135,0.118215,0.161615,0.155188,-0.0170133,0.0483825,0.0722008
-3873.26,0.870118,0.0381157,7,127,0,3950.67,0.323891,-0.123525,0.0880801,-0.0457487,-0.24783,0.108972,0.122915,0.596389,-1.13202,-0.884908,-0.223214,0.266018,0.372589,1.10588,0.867227,0.0294362,0.508562,0.529268,-0.227005,-0.403432,1.26913,-0.0550104,0.11608,0.402183,-0.279301,0.744856,-0.497981,-1.49343,0.309996,-1.07745,-1.5033,-1.5044,-1.08238,0.0239977,-0.154049,0.492868,-0.90477,1.73086,-1.63238,-0.209875,0.0833934,0.499552,0.692783,-0.219161,-0.824544,-0.150141,-0.405474,-0.531951,-0.592976,0.623138,0.574136,-1.67254,-0.225618,-0.135953,1.24761,1.16059,0.748958,-0.0770925,-0.386888,-1.13056,-0.460326,1.23,-0.650239,0.464598,0.202094,-2.76579,-1.39864,-0.0945868,1.31886,-0.0478313,-0.627691,-1.54509,-0.671362,-1.32247,0.343722,-2.12349,1.48895,0.405068,0.25487,0.00170494,1.69026,-3.22833,1.02681,-0.296696,1.07033,0.683868,0.138514,0.112203,0.0952378,0.143425,-1.44281,0.422423,-0.158328,0.0536325,-1.1235,0.711796,1.23463,1.201,-0.458869,0.359897,-0.254831,0.652277,1.68191,2.08408,0.516377,-0.037439,-0.942995,1.574,-0.578094,0.149924,-1.19185,1.03724,-0.554321,-0.356758,-0.215314,-0.296409,1.22501,0.955121,0.349942,-0.501565,-0.174166,-1.04844,-0.156,0.0710798,-0.677326,0.453578,-0.999208,0.219723,-1.42442,1.18537,0.497359,-0.00714551,1.91149,0.762106,0.490655,0.337212,0.578288,0.835958,0.69548,1.70205,0.86131,1.10465,1.13588,1.17852,0.408568,0.379935,1.54065,0.639877,0.547975,0.591532,0.528402,1.29866,0.256625,0.0525466,0.877757,-0.101155,-0.244534,-0.861109,-0.276219,0.345321,0.52357,0.838704,-0.293552,1.6599,-0.606323,0.504562,-0.552207,-0.404834,-0.0102077,0.281565,0.345123,0.782448,0.640119,0.14047,0.426215,0.438564,-0.0124683,-0.117688,0.879812,0.0901072,0.192143,0.362772,-0.0436573,0.567139,-0.174076,-0.767748,0.307793,-0.519664,-0.773638,-0.774295,-0.522606,0.137227,0.0310418,0.416856,-0.41668,1.15518,-0.850615,-0.00225251,0.429475,-0.0260889,-0.32851,0.00839007,-0.119162,-0.182344,-0.212829,0.394683,0.370204,-0.752129,-0.0293148,0.0154779,0.706642,0.663168,0.457537,0.0448816,-0.109877,-0.48138,-0.146564,0.697845,-0.241435,0.315484,0.18435,-1.29826,-0.615302,0.0361424,0.742235,0.0594992,-0.230171,-0.688459,-0.251987,-0.57725,0.2551,-0.977401,0.827204,0.285746,0.210714,0.0842451,0.927765,-1.52933,0.59634,-0.0648218,0.618082,0.425021,0.152589,0.139445,0.13097,0.155042,-0.637366,0.294416,0.00430028,0.110186,-0.477855,0.438973,0.700155,0.683357,-0.145835,0.263181,-0.0439079,0.40924,0.923593,1.1245,0.341351,0.0646907,-0.387682,0.869687,-0.205395,0.158288,-0.511999,0.601549,-0.193519,-0.094826,-0.0241674,-0.0646783,0.695348,0.560526,0.258207,-0.167164,-0.00361158,-0.440357,-0.204144,-0.12376,-0.227023,-0.140382,-0.257247,-0.0717442,-0.120648,-0.156508,-0.0201312,-0.10183
