# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_NC_sim2_model
# start_datetime = 2022-03-10 16:31:45 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmkgVm3/standata-1b385db5f28.json
# init = 2 (Default)
# random
#   seed = 475988862
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim2-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim2-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_NC_sim2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_j,s_j,z_j.1,z_j.2,z_j.3,z_j.4,z_j.5,z_j.6,z_j.7,z_j.8,z_j.9,z_j.10,z_j.11,z_j.12,z_j.13,z_j.14,z_j.15,z_j.16,z_j.17,z_j.18,z_j.19,z_j.20,z_j.21,z_j.22,z_j.23,z_j.24,z_j.25,z_j.26,z_j.27,z_j.28,z_j.29,z_j.30,z_j.31,z_j.32,z_j.33,z_j.34,z_j.35,z_j.36,z_j.37,z_j.38,z_j.39,z_j.40,z_j.41,z_j.42,z_j.43,z_j.44,z_j.45,z_j.46,z_j.47,z_j.48,z_j.49,z_j.50,z_j.51,z_j.52,z_j.53,z_j.54,z_j.55,z_j.56,z_j.57,z_j.58,z_j.59,z_j.60,z_j.61,z_j.62,z_j.63,z_j.64,z_j.65,z_j.66,z_j.67,z_j.68,z_j.69,z_j.70,z_j.71,z_j.72,z_j.73,z_j.74,z_j.75,z_j.76,z_j.77,z_j.78,z_j.79,z_j.80,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80
# Adaptation terminated
# Step size = 0.0261754
# Diagonal elements of inverse mass matrix:
# 0.235476, 0.110529, 0.103986, 0.105847, 0.0140872, 0.0072347, 0.231063, 0.420869, 0.466067, 0.436321, 0.353427, 0.46352, 0.32736, 0.510272, 0.518416, 0.454788, 0.335057, 0.332087, 0.374106, 0.375803, 0.533736, 0.31757, 0.428505, 0.465007, 0.345518, 0.467824, 0.340439, 0.487493, 0.318996, 0.464462, 0.424947, 0.42162, 0.365818, 0.431351, 0.384931, 0.494766, 0.382652, 0.736416, 0.473433, 0.335975, 0.00379843, 0.0116087, 0.186251, 0.217337, 0.224924, 0.193943, 0.217741, 0.1936, 0.19703, 0.1938, 0.205696, 0.226588, 0.228851, 0.22555, 0.220664, 0.221772, 0.197036, 0.22393, 0.211302, 0.195133, 0.209382, 0.229138, 0.228288, 0.198748, 0.193926, 0.253346, 0.224861, 0.21262, 0.198902, 0.235692, 0.199438, 0.217856, 0.211063, 0.19992, 0.207981, 0.255395, 0.23099, 0.199301, 0.189014, 0.173699, 0.198767, 0.273889, 0.188684, 0.198192, 0.21289, 0.201733, 0.186066, 0.223494, 0.184766, 0.220305, 0.1993, 0.183487, 0.203508, 0.174732, 0.21108, 0.192888, 0.196212, 0.172559, 0.189589, 0.192401, 0.213666, 0.234429, 0.229447, 0.195094, 0.1828, 0.206828, 0.232481, 0.221677, 0.17483, 0.183127, 0.207401, 0.212596, 0.231628, 0.200646, 0.185121, 0.192166, 0.204413, 0.224106, 0.224449, 0.195724, 0.197036, 0.189222, 3.67484, 0.555041, 0.558532, 0.555338, 0.557496, 0.56309, 0.560324, 0.555248, 0.556429, 0.555773, 0.552573, 0.549554, 0.559095, 0.557257, 0.556355, 0.564275, 0.556515, 0.554962, 0.556019, 0.555577, 0.549137, 0.556177, 0.559176, 0.54722, 0.557455, 0.550189, 0.560697, 0.55303, 0.558305, 0.569483, 0.569763, 0.563091, 0.547136
-3807.43,0.983691,0.0261754,7,127,0,3902.9,0.0586294,0.17306,0.0063265,-0.200405,-0.297295,0.0454995,1.29885,0.413762,-1.57337,-1.0717,-1.0834,-0.44447,-0.150876,1.9888,0.967466,-1.12398,0.0750274,0.296292,-1.66579,-1.39707,2.22121,-0.242918,0.481449,1.13322,-0.291459,1.30391,-0.96614,-1.98835,0.0567372,-1.0363,-1.56841,-0.997588,-1.51814,0.234493,-0.324262,1.68393,-1.61033,2.78206,-1.12596,-0.174119,0.0370641,0.505281,0.349732,-0.469489,-1.11844,0.93031,0.680088,-0.125502,-0.963298,0.580882,1.08576,-0.465819,0.553082,-0.756849,1.42023,1.05903,0.874861,-0.259833,-1.68284,-1.3127,-0.38085,0.454824,-2.20659,0.345972,0.438468,-2.43691,-0.369149,-0.744272,0.417049,0.0596996,-0.637298,-1.40277,-0.872227,-0.762354,0.318387,-1.57912,1.89653,0.252225,0.425438,-0.132095,0.745488,-2.98641,0.239165,-0.812394,-0.231968,0.908564,0.312259,1.45565,0.0329545,0.270188,-1.20349,-0.143018,0.141217,-0.623235,-1.02557,0.00550835,0.487781,1.17822,-0.415484,1.24745,-1.24434,0.70484,1.38501,0.953137,-0.490928,0.683894,-0.345488,1.25124,-0.801227,-0.110499,-0.36414,1.33074,-0.687997,-0.210073,0.506083,-0.366714,0.627398,2.36678,0.733464,-0.215809,0.145099,-0.472305,0.0957799,1.64229,1.35742,1.3551,1.90063,1.52454,2.75231,1.73988,1.86453,1.98721,2.13884,1.05123,1.12032,2.40272,1.24443,1.22252,1.44291,1.3184,2.04913,0.923755,0.890328,1.45528,0.631324,0.787734,0.165386,0.44858,1.13073,0.997807,1.64566,0.227732,2.37758,0.388701,1.14014,0.647851,0.855424,0.85058,1.11495,1.23642,2.12174,1.69915,0.83379,1.32989,1.42144,0.609611,0.720798,2.2179,1.19834,1.49806,1.76773,1.17826,1.83836,0.899099,0.476148,1.32233,0.870069,0.649904,0.886087,0.670701,1.39587,1.16468,1.99559,0.632557,2.44996,0.832973,1.22681,0.213777,-0.20016,-0.528061,0.507132,0.380699,-0.0263495,-0.449672,0.330573,0.585678,-0.198305,0.316526,-0.345357,0.754678,0.572172,0.479115,-0.0942247,-0.813241,-0.62622,-0.155372,0.266878,-1.07788,0.211877,0.258614,-1.19426,-0.14946,-0.339003,0.247791,0.0672292,-0.28495,-0.671731,-0.403656,-0.348139,0.197939,-0.760834,0.995346,0.164509,0.25203,-0.0296811,0.413745,-1.47191,0.157909,-0.373423,-0.0801446,0.496144,0.194842,0.772575,0.0537154,0.173585,-0.571038,-0.0352002,0.108418,-0.277844,-0.481135,0.0398473,0.283531,0.632396,-0.172872,0.667376,-0.591678,0.393206,0.736885,0.518666,-0.210992,0.382623,-0.137504,0.669291,-0.36778,-0.018769,-0.146929,0.709462,-0.310568,-0.0690815,0.292778,-0.148229,0.354076,1.23295,0.407669,-0.07198,0.11038,-0.201583
-3834.54,0.721893,0.0261754,7,127,0,3906.75,-0.201188,0.428769,0.231509,0.254211,-0.260689,0.191642,0.680085,0.394143,-1.27191,-0.693622,-0.387229,-0.107112,0.187792,1.04025,0.195832,-0.178115,0.309461,1.04951,-0.853983,-1.49461,2.28937,-0.154113,-0.532616,1.48878,-0.0582348,1.66702,-0.501051,-1.59197,0.866396,-1.28582,-1.12278,-2.11738,-1.42961,-0.384929,-0.979862,1.68751,-1.5637,1.25086,-1.29597,-1.20456,-0.0321529,0.516536,0.253011,0.0925609,-1.53935,0.83939,-0.201068,0.115302,-0.63868,0.709784,1.32857,-0.660534,0.302529,-0.586886,1.12818,0.274838,0.564542,-0.402132,-0.941286,-0.964967,0.098928,-0.0742918,-2.38039,-0.274939,-0.0891031,-1.95103,-0.485581,-0.374088,0.53375,-0.202253,-1.71784,-1.50409,-0.670234,-0.839632,0.348506,-1.06526,2.12574,-0.265997,0.0927158,-0.187719,1.31231,-3.43141,1.07458,-0.386005,0.424756,0.83707,0.523246,1.14229,-0.208397,0.378215,-1.45976,-0.259168,-0.357655,-0.447953,-0.688774,0.446346,0.0465093,1.19994,-0.0981293,1.36875,-1.49696,0.681934,1.22821,2.0296,-0.969899,0.885657,-0.355876,1.17713,-1.02169,-0.338507,-0.418305,0.59771,-1.11908,-0.425667,0.270228,-0.74958,1.11916,1.23909,1.27657,0.134993,0.0289355,-0.523507,0.226254,1.28334,1.0675,1.22212,1.40302,1.20324,2.55858,1.31287,1.76161,1.79971,1.89459,0.841108,0.732072,2.08685,0.911501,0.903278,1.19912,0.827764,1.83863,0.663055,0.810762,1.17198,0.132987,0.56815,-0.411124,0.263588,0.555583,0.815041,1.48177,0.0645435,1.984,-0.017524,0.807454,0.178769,0.406699,0.527461,0.637868,0.754102,1.09009,0.757271,0.609883,0.802057,1.09374,0.343494,0.0909931,1.58243,0.619343,0.470158,1.26688,0.657132,1.33713,0.482599,0.0526222,1.02157,0.173289,0.23755,-0.154464,0.116614,0.528368,0.293879,1.34521,0.0637621,1.1731,0.169289,0.205316,0.0985361,0.0156581,-0.827283,0.401422,-0.136012,0.0274048,-0.362054,0.334476,0.654101,-0.373342,0.124114,-0.3353,0.550592,0.109811,0.259453,-0.239868,-0.518361,-0.530593,0.0189469,-0.0705273,-1.26171,-0.174169,-0.0781779,-1.03993,-0.282973,-0.225383,0.243548,-0.136624,-0.919478,-0.809069,-0.378353,-0.465853,0.147863,-0.5824,1.06587,-0.16955,0.0157381,-0.129116,0.645701,-1.8046,0.522908,-0.231539,0.187249,0.400224,0.238123,0.557882,-0.139798,0.163209,-0.786173,-0.166023,-0.216895,-0.263537,-0.38793,0.198401,-0.0081292,0.587657,-0.0828403,0.674855,-0.805389,0.32009,0.602264,1.01621,-0.533141,0.425321,-0.215976,0.575878,-0.559895,-0.207004,-0.248223,0.276586,-0.610198,-0.252025,0.10743,-0.419338,0.545932,0.607879,0.62724,0.0375759,-0.0172067,-0.302563
-3830.21,0.979405,0.0261754,7,127,0,3898.36,0.944816,0.24978,-0.13705,-0.401035,-0.0959237,0.196884,-0.102253,0.539823,-1.7345,-1.19716,-1.06985,0.0162497,0.264069,0.720383,0.503572,-0.959605,-1.02808,0.226127,-0.599691,-1.11458,1.18864,-0.431478,-0.887064,1.17328,-0.0093499,0.863338,0.261193,-1.64713,0.629855,-0.792913,-0.23587,-1.64513,-1.40176,0.268967,-0.92528,0.354692,-1.57438,1.31125,-1.15743,-0.381502,0.0345418,0.506262,0.248025,-0.48523,-1.52375,0.589596,0.0353671,-0.10308,-1.38847,0.464649,1.00314,-1.55932,0.115931,0.134103,0.600321,1.19499,-0.121306,-1.11359,-1.6276,-0.361788,-0.430706,1.23282,-1.74302,0.538494,0.50436,-2.78931,-1.35978,0.17163,0.307813,0.331155,-0.76538,-1.92383,-0.703191,-1.4296,-0.17108,-1.17231,2.01271,-0.341559,0.4962,-0.752756,0.528819,-3.72281,0.237396,-0.582311,-0.429891,0.519645,0.00538771,1.34415,0.135792,0.0399729,-2.44047,0.356298,-0.601499,-0.135639,-1.05356,-0.40834,0.0024067,1.00164,-0.449308,0.544685,-0.439804,1.54378,1.42939,1.24918,-0.234721,-0.978695,-0.434327,1.34816,-0.986096,-0.435731,0.269105,0.464896,-0.923942,-1.56231,0.754353,0.296195,0.993896,1.21781,1.50246,-0.575095,-0.594669,0.191627,0.210952,1.05157,0.773891,1.18635,1.48954,1.25974,2.29339,1.32056,1.52157,1.5281,1.96998,0.743602,0.761709,2.04521,0.959889,0.844546,1.12748,0.97765,1.70238,0.619628,0.442998,1.16672,0.292378,0.170404,-0.171679,-0.014244,0.645387,0.784742,1.37151,-0.0220689,2.10803,-0.0986051,0.735517,-1.03857,-0.748509,-0.679783,-0.093481,0.0402975,0.286626,0.169587,-0.62027,-0.657232,0.0198158,-0.42598,-0.703928,0.5394,-0.335175,-0.58111,0.531112,-0.1073,0.363797,0.0387452,-0.991413,0.237757,-0.530286,-0.229581,-0.990332,-0.858954,0.0429417,-0.60174,0.0892178,-0.952139,0.605587,-0.727063,-0.308197,0.160107,-0.211112,-0.736873,0.333031,0.0524468,-0.0176439,-0.668388,0.269776,0.542395,-0.754882,0.0932333,0.102433,0.338461,0.639518,-0.0268707,-0.529228,-0.789448,-0.148618,-0.183508,0.65867,-0.847882,0.307161,0.28988,-1.37758,-0.65386,0.121431,0.190376,0.202193,-0.352941,-0.939421,-0.321457,-0.689209,-0.0520697,-0.558954,1.0535,-0.138377,0.285749,-0.34655,0.302263,-1.85018,0.154726,-0.26026,-0.183095,0.297618,0.0372693,0.715031,0.103288,0.0547785,-1.20098,0.214922,-0.269974,-0.034127,-0.498834,-0.172185,0.0357602,0.541633,-0.192926,0.310295,-0.188114,0.816099,0.758188,0.666956,-0.0842884,-0.460934,-0.185341,0.717063,-0.464681,-0.186052,0.170779,0.269901,-0.433215,-0.756398,0.416442,0.184494,0.537713,0.651071,0.795182,-0.256607,-0.266516,0.131555
-3830.29,0.974518,0.0261754,7,127,0,3898.83,-0.0655641,0.243787,0.313937,-0.189109,-0.167328,0.102324,0.355027,0.506969,-0.745462,-0.489948,-0.296298,0.674233,0.617375,1.57852,0.512205,-0.112187,0.212698,1.07916,-0.345359,-0.0648687,1.16204,-0.485533,-0.189129,1.13027,-0.300109,0.650366,-0.290566,-1.43038,0.374513,-1.01,-0.0462645,-1.01048,-0.809738,0.517193,-0.111976,1.1288,-0.854754,2.51385,-0.718655,0.151674,0.0548563,0.458684,0.274426,0.531445,-1.18976,0.560413,-0.0171519,-0.200565,-1.34785,0.482877,1.2106,-0.516624,0.407732,0.273836,0.851491,0.90612,0.247386,0.260933,-1.22193,0.186213,-0.917575,0.0430115,-1.52857,-0.32583,0.459865,-2.38791,-2.30132,-1.13182,0.983472,1.04505,-0.605076,-2.21155,-0.633162,-1.45406,-1.30921,-1.74695,1.99869,0.368776,0.101724,-0.810224,0.894713,-3.80981,1.24698,-1.21694,-0.337488,1.30253,0.171347,1.43156,-0.576753,0.88976,-1.18937,0.251605,0.528441,-0.0246603,-1.41207,-1.11538,0.251183,1.84167,-0.354609,0.890361,-0.185391,0.805951,0.883125,1.4582,0.178524,0.0885895,-0.435516,1.20938,-0.345327,0.0937887,-1.50209,1.01439,-0.331431,-0.681715,0.952333,-0.762735,1.6802,1.61211,1.52278,0.404741,-0.412513,-0.642974,0.148899,0.800438,0.524752,0.780954,1.13059,0.881382,2.05704,1.12646,1.22127,1.12788,1.61779,0.522507,0.495491,1.48086,0.497729,0.474699,0.880958,0.60419,1.38642,0.487287,0.236562,1.01383,-0.146041,0.266867,-0.498743,-0.170437,0.342273,0.505431,0.998925,-0.503397,1.73002,-0.202914,0.492764,-0.0228993,0.106638,0.204813,0.696842,0.668017,1.15529,0.614699,0.298151,0.462858,0.902129,0.17994,0.32214,0.944147,0.108877,0.259144,0.928036,0.202881,0.684742,0.207719,-0.37013,0.544893,-0.157014,0.331572,-0.157255,-0.0554855,0.617228,0.298258,0.927295,-0.0783067,1.62947,-0.00930888,0.431921,0.180731,0.298622,-0.490866,0.311909,0.046989,-0.0371394,-0.563379,0.276344,0.610139,-0.182111,0.241877,0.18046,0.445421,0.470479,0.168329,0.174542,-0.505623,0.140269,-0.366021,0.074585,-0.646274,-0.0945967,0.265789,-1.04044,-1.00072,-0.46429,0.505959,0.534203,-0.222682,-0.959546,-0.235565,-0.612096,-0.545655,-0.74644,0.971623,0.224008,0.101516,-0.316781,0.465247,-1.69264,0.626825,-0.503332,-0.0999442,0.652308,0.133451,0.711491,-0.209691,0.462975,-0.490687,0.170264,0.297244,0.043545,-0.592835,-0.45675,0.17007,0.8996,-0.107797,0.463251,-0.0301794,0.424533,0.459932,0.723709,0.136743,0.0954909,-0.144908,0.60958,-0.103539,0.0978757,-0.634127,0.520141,-0.097166,-0.257835,0.491676,-0.294998,0.825539,0.794306,0.753331,0.240505,-0.134357,-0.240066
-3812.67,0.7069,0.0261754,7,127,0,3889.49,0.416016,0.417883,0.218536,-0.109887,-0.137211,0.201348,0.133307,0.567789,-1.25562,-1.26281,-0.539189,1.15221,0.00134145,0.402629,1.10461,0.0742146,-0.0462226,1.0762,-0.508972,-1.5439,2.14427,0.13279,-0.335087,0.956369,0.30869,1.41076,-0.347602,-0.992956,-0.190592,-1.57311,-1.14854,-1.03571,-0.753535,0.537346,-0.652792,-0.0281204,-1.4132,1.83826,-1.2095,0.236694,0.0115101,0.574738,-0.652781,0.0216388,-0.569185,1.40722,-0.313064,0.76627,-0.314244,1.27787,1.04988,-0.536713,-0.16679,-0.732955,1.2859,0.637452,0.436428,-0.61022,-1.22898,-0.595621,-0.302243,0.711048,-1.18234,0.227554,0.124474,-2.06904,-1.04708,0.505823,1.03581,-0.137229,-0.750541,-1.46146,-0.815464,-0.746011,0.147101,-1.7623,1.67905,-0.599959,0.529847,-0.216805,0.85706,-2.84196,0.350783,-1.6638,0.194374,0.423641,-0.377539,0.624022,-0.011776,-0.595042,-1.98889,0.356962,-0.205696,-0.690643,-1.59411,0.471186,1.05138,1.58099,-0.643936,1.18203,0.076097,0.788052,1.3817,2.11177,-0.248851,0.681353,-0.785087,1.26819,-0.953332,0.383232,-0.405738,0.973554,-0.62318,-0.514442,-0.445331,-0.576893,1.06784,0.136603,1.65565,0.0147286,-0.795983,-0.752528,0.119233,1.08659,0.87106,1.20112,1.68331,1.25218,2.36224,1.48034,1.52242,1.64701,2.10869,0.81256,0.875124,2.25673,1.12415,0.953056,1.20838,1.09931,1.95243,0.776268,0.83379,1.156,-0.128455,0.190635,-0.09876,0.0481759,0.688035,0.828233,1.11454,-0.214248,2.0476,-0.0377478,0.868238,-0.579618,-0.583704,-0.172839,0.78752,0.134069,0.361915,0.76049,0.175445,0.107062,0.744362,-0.155682,-0.743303,1.3508,0.208704,-0.0569519,0.676323,0.308578,0.934319,-0.0640575,-0.430483,0.0250907,-0.759889,-0.51882,-0.454759,-0.294542,0.438406,-0.237341,0.11734,-0.669092,1.17705,-0.553433,0.267699,-0.363668,0.0239468,-0.315623,0.820292,-0.16842,0.451915,-0.169098,0.745953,0.614916,-0.29696,-0.0843507,-0.409747,0.750565,0.377878,0.262342,-0.339207,-0.69483,-0.330816,-0.162201,0.420177,-0.668026,0.142294,0.0830501,-1.17765,-0.590289,0.302226,0.606832,-0.0673604,-0.419855,-0.828448,-0.457168,-0.417251,0.0960549,-1.00135,0.976524,-0.33331,0.316034,-0.113096,0.504095,-1.62187,0.213119,-0.944742,0.123224,0.254993,-0.205476,0.37016,0.00474196,-0.330484,-1.13158,0.21667,-0.106711,-0.385429,-0.904684,0.282319,0.615776,0.920167,-0.358584,0.69087,0.055246,0.464434,0.805628,1.22523,-0.131514,0.40311,-0.43971,0.740389,-0.536407,0.231768,-0.221683,0.571049,-0.346656,-0.28416,-0.244439,-0.320053,0.625236,0.0900211,0.963075,0.0199752,-0.445972,-0.420997
-3833.78,0.957228,0.0261754,7,127,0,3911.94,-0.323542,0.122339,0.335666,-0.401324,-0.153593,0.283724,0.637041,0.477506,-1.23313,-0.803094,-0.794951,0.73109,0.244065,0.863271,1.64547,0.236188,-0.135685,0.4036,-0.903584,-1.19927,1.35368,-0.291954,-1.0911,0.646062,0.0672488,0.778133,-0.671879,-1.86972,-0.0577384,-1.19962,0.615018,0.302971,0.622172,1.92137,-0.271337,1.11017,-1.18264,2.71534,-1.02781,0.842812,-0.0417558,0.494192,2.09587,0.924224,-1.54664,0.255912,0.283678,-0.305789,-1.00944,-0.774369,0.923832,-0.672417,0.882023,0.0459172,1.32007,0.47094,0.140919,-0.0704507,-0.407067,-0.453956,-1.27463,0.987385,-0.398831,0.887948,0.187821,-0.902423,-0.973866,-0.592814,1.38238,0.867433,-0.82024,-1.94431,-0.44883,-0.0439655,0.317615,-1.71642,1.82554,0.0112651,0.600541,-0.496576,0.314512,-2.73894,0.402388,-0.154772,0.608816,0.841742,0.281057,1.49494,0.863899,0.723314,-0.64679,0.150926,1.06971,0.172309,0.395085,0.102781,-0.0301918,0.35848,-1.01831,0.71535,-0.761688,1.56464,2.14686,1.53242,-0.685523,0.0998142,-0.78805,1.17455,-0.56544,-0.725098,-0.366939,1.43982,-0.729144,-1.01259,0.0989047,-0.0842441,0.689202,2.28147,0.0356525,-0.587792,-0.438777,-0.218147,0.134814,1.01684,0.759052,1.00685,1.21512,0.916571,2.19877,1.35185,1.55589,1.5454,1.59181,0.487664,0.69661,1.93525,0.95291,0.655873,1.09584,0.962759,1.61748,0.605844,0.444525,1.27755,0.302913,0.535708,-0.184157,0.154836,0.558242,0.674137,1.41347,-0.204902,1.90952,-0.08576,0.785725,0.0482153,0.253559,0.257447,0.986141,0.753584,1.04926,1.42276,0.749823,0.572251,0.829763,0.205574,0.0643841,1.28343,0.497631,0.116036,0.94554,0.669153,1.0086,0.316215,-0.255763,0.609471,0.0642154,0.930716,0.781712,0.934132,1.55451,0.507476,1.16716,0.0723253,1.93363,0.146255,1.03949,0.994006,0.414989,-0.806093,0.0847138,0.0984358,-0.192874,-0.540611,-0.424443,0.414795,-0.374059,0.394133,-0.0190638,0.610611,0.190979,0.0278854,-0.076572,-0.242925,-0.266097,-0.671667,0.446202,-0.238855,0.397061,0.0510637,-0.487726,-0.523033,-0.33472,0.641404,0.386923,-0.447112,-1.00262,-0.263564,-0.0634832,0.115207,-0.889999,0.860414,-0.0361887,0.255027,-0.28716,0.113674,-1.39532,0.157101,-0.118243,0.259117,0.374227,0.0971406,0.697033,0.385177,0.3157,-0.361395,0.0328306,0.486888,0.0433979,0.153492,0.00903793,-0.0566763,0.135402,-0.544996,0.311765,-0.418176,0.731475,1.01921,0.715556,-0.380536,0.00757162,-0.431204,0.538696,-0.321192,-0.400094,-0.223094,0.669791,-0.402093,-0.54217,0.00712218,-0.0833886,0.298843,1.08573,-0.0241366,-0.332238,-0.258596,-0.149563
