# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_NC_sim1_model
# start_datetime = 2022-03-10 13:52:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmkgVm3/standata-1b3853602fa6.json
# init = 2 (Default)
# random
#   seed = 475988862
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim1-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim1-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_NC_sim1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_j,s_j,z_j.1,z_j.2,z_j.3,z_j.4,z_j.5,z_j.6,z_j.7,z_j.8,z_j.9,z_j.10,z_j.11,z_j.12,z_j.13,z_j.14,z_j.15,z_j.16,z_j.17,z_j.18,z_j.19,z_j.20,z_j.21,z_j.22,z_j.23,z_j.24,z_j.25,z_j.26,z_j.27,z_j.28,z_j.29,z_j.30,z_j.31,z_j.32,z_j.33,z_j.34,z_j.35,z_j.36,z_j.37,z_j.38,z_j.39,z_j.40,z_j.41,z_j.42,z_j.43,z_j.44,z_j.45,z_j.46,z_j.47,z_j.48,z_j.49,z_j.50,z_j.51,z_j.52,z_j.53,z_j.54,z_j.55,z_j.56,z_j.57,z_j.58,z_j.59,z_j.60,z_j.61,z_j.62,z_j.63,z_j.64,z_j.65,z_j.66,z_j.67,z_j.68,z_j.69,z_j.70,z_j.71,z_j.72,z_j.73,z_j.74,z_j.75,z_j.76,z_j.77,z_j.78,z_j.79,z_j.80,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80
# Adaptation terminated
# Step size = 0.0458376
# Diagonal elements of inverse mass matrix:
# 0.280751, 0.271103, 0.755449, 0.668804, 0.722808, 0.58137, 0.436168, 0.463082, 0.457609, 0.548127, 0.464734, 0.49844, 0.460089, 0.586735, 0.565272, 0.809946, 0.468194, 0.484535, 0.473115, 0.40462, 0.530181, 0.512833, 0.528014, 0.473976, 0.681859, 0.462422, 0.558232, 0.462029, 0.582423, 0.539831, 0.73646, 0.612279, 0.791281, 0.467438, 0.500723, 0.0035801, 0.010267, 0.199933, 0.210625, 0.214687, 0.23769, 0.229597, 0.225655, 0.235495, 0.226904, 0.239431, 0.227696, 0.207982, 0.194998, 0.194658, 0.235377, 0.197686, 0.218032, 0.203212, 0.196485, 0.250981, 0.199388, 0.208886, 0.215582, 0.223621, 0.235859, 0.221962, 0.203218, 0.191839, 0.211724, 0.193939, 0.216495, 0.223277, 0.227825, 0.217246, 0.256298, 0.247607, 0.2399, 0.209798, 0.218046, 0.224882, 0.240205, 0.207618, 0.207553, 0.203631, 0.202664, 0.203127, 0.24396, 0.22384, 0.191949, 0.212259, 0.220254, 0.205347, 0.221105, 0.19417, 0.217656, 0.233729, 0.215324, 0.21288, 0.232045, 0.195088, 0.217021, 0.208628, 0.197138, 0.19605, 0.212342, 0.2296, 0.20768, 0.216409, 0.218976, 0.206123, 0.22396, 0.194493, 0.233512, 0.227395, 0.221956, 0.193228, 0.258907, 0.217988, 0.229936, 0.212446, 0.235098, 0.549336, 0.610114, 0.61443, 0.605627, 0.601865, 0.607729, 0.61546, 0.604123, 0.613413, 0.610091, 0.60778, 0.60594, 0.612876, 0.613841, 0.601546, 0.604491, 0.608133, 0.605169, 0.606866, 0.602068, 0.604921, 0.6022, 0.603717, 0.607746, 0.598111, 0.609145, 0.606666, 0.622078, 0.609749, 0.607632, 0.615974, 0.601997, 0.607218
-3989.82,0.893737,0.0458376,7,127,0,4072.8,-0.0894999,0.0579955,0.137859,-0.553493,-0.580711,0.70211,1.36623,-1.35646,0.120669,-1.35966,1.20668,0.038597,0.497601,-0.589498,-0.328494,-0.680259,0.933745,-0.506315,0.565262,0.480623,0.900233,0.443516,-1.07108,-0.241508,-0.128803,-1.17996,-0.988829,0.726939,0.00144062,0.281411,0.528844,-1.12576,1.02283,-0.488785,0.361594,0.0538379,0.528354,0.391079,0.0898876,-0.849144,-0.394133,-0.374167,-0.0262583,-0.801546,0.0873947,0.815569,-1.86799,0.00519052,0.24445,0.607758,0.554991,0.480615,-0.00841424,-1.25311,-0.639626,-0.384359,-0.0345499,0.28465,-0.626794,0.628639,-2.28404,-0.684758,0.400632,0.40507,0.334915,-0.536671,-1.14906,-0.454537,-0.680995,-0.147169,-0.872436,1.11623,0.248615,0.200955,-1.19705,0.964732,-2.75744,0.820427,-0.0970883,1.13474,1.10617,0.107005,1.93404,-0.106937,0.550108,-1.10837,-0.178111,-1.16703,0.0525787,-1.23603,-0.00810043,-0.234087,0.0618613,-0.724459,0.759941,-0.978773,1.23528,0.678024,1.30851,-0.240972,0.303743,-0.817442,0.14287,-0.729404,-0.797472,-1.20191,1.0385,-1.33081,-0.393085,0.587421,-1.02872,0.991267,2.12802,0.0879978,0.379935,-0.860301,-0.325227,0.41823,-0.705748,-0.811638,-0.455976,0.0025283,-0.0426661,0.395763,0.236143,-0.0364909,-0.0896473,0.124396,-0.444933,-0.642522,1.23556,0.0973738,0.270624,0.231895,0.158541,0.798136,-0.272641,-0.348914,0.286059,-0.602326,0.236837,-0.371939,0.122126,0.484155,0.250833,0.773048,-0.261865,0.931336,-0.21166,0.362062,-0.0183084,-0.0220606,0.154788,0.246343,-0.129004,0.0746307,-0.129446,0.224347,0.0633164,0.126594,-0.0232721,0.0127096,-0.0357842,0.18672,-0.0118045,0.135922,0.124254,0.182101,0.119138,-0.0896628,0.0247014,0.0402389,-0.104672,-0.0783234,0.15821,0.0581941,0.0967905,0.130901,-0.0971999,0.199002,-0.00938792,0.107844,0.260466,0.10133,-0.39481,-0.154404,-0.143855,0.0399642,-0.369662,0.100013,0.484747,-0.933119,0.0565803,0.182994,0.374949,0.34707,0.307773,0.0493922,-0.608247,-0.284111,-0.14924,0.0355833,0.204234,-0.277331,0.385982,-1.15294,-0.307956,0.265513,0.267858,0.230792,-0.229714,-0.553273,-0.186318,-0.305968,-0.0239192,-0.407117,0.643605,0.185195,0.160013,-0.578626,0.563558,-1.40307,0.487314,0.00254093,0.653384,0.638288,0.110374,1.07569,-0.00266259,0.34449,-0.531773,-0.0402675,-0.562766,0.0816181,-0.599225,0.049558,-0.0698429,0.0865226,-0.328933,0.455356,-0.463301,0.706504,0.412075,0.745195,-0.0734805,0.214322,-0.378061,0.129324,-0.331546,-0.36751,-0.581194,0.602533,-0.649302,-0.15385,0.364204,-0.489689,0.577578,1.17819,0.100332,0.254578,-0.400706,-0.117997
-3987.5,0.970749,0.0458376,7,127,0,4051.79,-0.296675,0.0436522,0.134371,1.12979,-1.13963,-0.114703,-1.44362,0.214059,2.45028,0.322197,-1.68317,-0.666891,1.08212,-0.162307,-0.894355,0.430704,-0.955844,0.345703,0.626683,0.653899,1.04832,0.849609,-0.921309,0.53592,0.440445,1.14563,1.67861,-1.23329,-1.18088,0.131601,0.14647,-0.351614,-0.148074,0.0923433,0.685908,0.0310268,0.514747,0.683126,0.377488,-0.446852,0.167371,0.401374,0.0890782,-1.79395,1.71405,0.00596701,0.100261,-0.281382,0.00862277,1.21555,1.25068,0.443462,-0.200307,-1.18957,0.329373,-1.08322,1.20962,-1.57289,0.57237,0.351772,-1.74012,-1.43922,-1.44316,1.11422,-0.814009,-0.633209,-1.00928,0.0416499,-1.32552,0.605105,-1.41009,1.4791,-0.618891,-0.123792,-0.687584,-0.400772,-2.09504,0.410709,-0.500009,-0.728842,0.0403704,-0.0689596,0.764363,-0.100667,0.884459,-0.705893,0.441518,0.970002,-0.313846,0.340521,0.366602,1.07553,1.57183,-0.531287,1.6072,-1.12665,0.668943,2.20783,0.42253,-0.475099,-0.264825,-1.74137,0.213033,-0.097512,-0.638974,-1.01498,1.26826,-0.988744,-0.62798,0.543553,-0.531018,1.06091,1.61456,0.648037,-0.356072,0.549924,-0.904353,0.443716,-0.897256,-1.0634,-0.417842,-0.0979414,-0.165072,0.101429,0.221344,-0.235061,-0.267361,-0.21799,-0.604739,-0.761321,0.754583,-0.169265,0.0322174,0.273052,0.0016709,0.644197,-0.345315,-0.736824,0.133059,-0.934265,0.12576,-0.335277,-0.0937605,0.214495,0.177214,0.544092,-0.485444,1.08609,-0.3532,0.18886,0.195463,-0.109481,0.0282394,-0.150328,0.0724155,0.3729,0.0869462,-0.182517,-0.0459587,0.189058,0.0218428,-0.0765233,0.101526,-0.0847857,0.0901047,0.12786,0.131517,0.184516,0.157815,-0.0801451,0.115664,0.102835,0.197591,0.269209,-0.122066,-0.115024,0.0613355,0.0633336,-0.00359461,0.0237554,0.0560604,0.135818,0.382664,0.225338,-0.198989,0.11718,0.237633,0.0768795,-0.892405,0.913332,0.0340983,0.0826357,-0.113814,0.0354653,0.656725,0.67481,0.259298,-0.0720809,-0.581302,0.200571,-0.526558,0.653678,-0.778614,0.325653,0.2121,-0.864697,-0.70981,-0.711835,0.604568,-0.387982,-0.294916,-0.488499,0.052466,-0.651283,0.342503,-0.694813,0.792389,-0.287546,-0.0326949,-0.322905,-0.17527,-1.04739,0.242438,-0.226352,-0.344143,0.0518073,-0.00446998,0.424481,-0.0207911,0.4863,-0.33233,0.258297,0.530333,-0.130524,0.206309,0.219734,0.584651,0.840123,-0.242452,0.85833,-0.548911,0.375364,1.1675,0.248523,-0.213529,-0.105291,-0.86534,0.140685,-0.0191673,-0.297883,-0.491433,0.683862,-0.477927,-0.292224,0.31082,-0.242314,0.577128,0.862119,0.364602,-0.152261,0.314099,-0.434487
-4005.37,0.958488,0.0458376,6,127,0,4065.7,-0.231031,-0.226316,0.0925471,-0.00229061,-0.0599141,-0.589703,1.99554,-0.75408,0.998204,0.751125,2.5206,-0.361052,0.410916,1.36063,-1.1153,1.39236,0.00520029,1.99422,-0.112126,0.320138,-1.08012,0.818306,-0.639662,1.60429,0.0416483,-0.530033,0.561161,0.540217,0.355492,1.47254,1.89163,-2.09633,1.00275,0.743839,1.63025,0.0401761,0.416218,0.559009,0.250788,-0.187446,-0.247868,0.0940034,0.558674,-1.32463,1.43669,0.25371,-0.221919,-0.6237,0.424094,0.683059,1.50206,0.336686,-0.593784,-0.723553,0.214036,-1.18969,0.439876,-1.30943,-0.312185,-0.067593,-1.78388,-1.70572,-0.797705,2.06321,-0.803961,0.411655,-1.05751,-0.152827,-1.73451,0.18719,-1.41462,2.2037,-1.05901,0.428617,-1.14245,-0.826142,-2.54855,1.19204,-0.0624076,0.354048,0.121498,-0.0653875,0.94905,0.336404,0.224764,-0.479515,0.0809768,0.317738,-0.450287,0.412771,-0.0457349,0.638072,1.58129,-1.14911,1.07278,-1.361,0.684936,1.60232,0.830262,-0.425178,-0.114938,-1.66509,0.141443,-0.755207,-0.533166,-1.43958,1.03596,-1.70343,-1.03716,0.804496,-0.857484,0.807391,2.11469,-0.400243,-0.016643,0.208138,-0.94516,0.400929,-1.18764,-1.31971,-0.848327,-0.469182,-0.343711,-0.111611,-0.0254044,-0.586753,-0.630458,-0.410079,-0.930397,-1.31359,0.542485,-0.441679,-0.221956,0.185437,-0.288924,0.348881,-0.54422,-0.821782,-0.0906289,-1.01352,-0.147003,-0.496713,-0.36343,0.0163734,-0.170209,0.334676,-0.835264,0.934597,-0.472031,0.0287383,-0.226528,-0.231861,-0.280891,-0.0416343,-0.296104,-0.133935,-0.156802,0.00695824,-0.25973,-0.188287,-0.100393,-0.329533,-0.0974567,-0.225835,-0.041757,-0.236693,-0.196688,-0.326278,-0.150584,-0.285515,-0.0778431,-0.222462,-0.275369,-0.174382,-0.17632,-0.193416,-0.0900369,-0.0512513,-0.420325,-0.133515,-0.157476,-0.075441,0.272846,0.144559,-0.0378422,-0.0629913,0.0793021,0.272706,-0.511159,0.638153,0.145775,-0.0521907,-0.219419,0.216692,0.324478,0.665363,0.180311,-0.206968,-0.26098,0.129262,-0.454997,0.223261,-0.504834,-0.0897613,0.0120427,-0.702308,-0.669776,-0.291844,0.898921,-0.294447,0.211515,-0.39998,-0.0234335,-0.68176,0.118088,-0.548614,0.957398,-0.400605,0.218574,-0.435331,-0.30368,-1.02058,0.536327,0.0142009,0.187537,0.0907459,0.0129606,0.435188,0.180194,0.133727,-0.159407,0.0738801,0.172424,-0.147242,0.211979,0.0211404,0.305753,0.698339,-0.438106,0.486689,-0.526297,0.325259,0.70709,0.385746,-0.136791,-0.00766321,-0.652864,0.0990471,-0.274155,-0.181738,-0.559002,0.471363,-0.668821,-0.39151,0.375022,-0.316725,0.376227,0.920347,-0.126413,0.033249,0.126807,-0.353217
-4005.5,0.941309,0.0458376,7,127,0,4079.11,0.258632,0.322982,0.0309753,0.387654,1.1509,0.317883,1.1746,-0.207597,1.34446,0.247303,1.41933,-1.30707,0.676204,1.58198,-0.879388,-0.231622,0.0111067,1.96002,-1.33508,-0.266598,-1.62661,1.15238,-0.971008,1.05087,0.409386,-0.649214,0.0270441,0.688711,-0.292112,0.429743,2.31868,-2.1418,0.261084,0.970442,0.773493,-0.04692,0.427142,-0.0850646,0.28205,-0.9115,-0.503759,0.0367335,0.987526,-1.7948,0.0320984,1.69915,-1.15841,0.371585,1.20631,1.38339,1.60449,0.51597,-0.0162371,-1.34019,0.0322394,-0.109261,0.41056,-0.73979,-0.157712,0.714022,-2.68125,-0.723327,-0.204292,1.41053,-0.361889,-0.725915,-0.97329,0.454156,-0.964314,0.0155355,-1.50366,2.17387,-0.378688,-0.126849,-1.28714,0.6041,-1.77192,1.5851,-0.351277,0.377337,0.651938,0.218331,0.808576,-0.245195,1.30645,-0.378747,0.293826,0.193687,0.754268,0.436703,1.16001,1.06911,1.3068,-0.655842,1.46045,-1.642,1.4394,1.67787,1.12965,-0.731531,-1.03265,-1.55569,0.75848,-0.0261495,-0.462818,-0.949187,1.71598,-1.61188,-0.406413,0.449742,-0.554716,0.844077,2.43721,0.539479,0.569692,-0.353967,-0.0317054,0.556864,-0.0994804,-0.184104,0.22996,0.852144,0.71807,1.12999,0.912876,0.550847,0.423619,0.803125,0.118045,-0.0927541,1.84695,0.513339,0.587607,1.20577,0.830738,1.42422,0.602232,0.29723,0.910733,-0.0543668,1.01376,0.316669,0.541378,1.06318,1.01759,1.45661,0.347274,1.70283,0.480203,0.844016,0.334989,0.358631,0.332828,0.359365,0.316551,0.364627,0.330642,0.366946,0.282495,0.343927,0.371984,0.295742,0.315807,0.323326,0.383694,0.281627,0.314724,0.272597,0.358677,0.292904,0.355533,0.335663,0.302872,0.323819,0.344315,0.313933,0.336293,0.394803,0.256639,0.331069,0.353041,0.346941,-0.0832547,0.0735556,-0.43626,-0.262097,-0.0312295,0.374894,-0.813556,-0.0332094,0.678859,-0.541726,0.1118,0.468347,0.543986,0.638426,0.173472,-0.0538555,-0.619373,-0.0331491,-0.0935898,0.128447,-0.362916,-0.114285,0.258069,-1.19219,-0.355884,-0.134182,0.555578,-0.201498,-0.356989,-0.462653,0.147069,-0.458819,-0.0402841,-0.689196,0.881633,-0.208674,-0.101103,-0.596713,0.211117,-0.80378,0.630144,-0.196965,0.114256,0.23155,0.0463383,0.298457,-0.151653,0.511119,-0.208699,0.0785854,0.0358119,0.27526,0.139614,0.448571,0.409743,0.511267,-0.327058,0.576901,-0.748289,0.567908,0.66977,0.435601,-0.359388,-0.488009,-0.711419,0.277059,-0.0580895,-0.244609,-0.452358,0.686046,-0.735421,-0.220516,0.145184,-0.283862,0.313621,0.994117,0.183514,0.196419,-0.198114,-0.0604627
-4002.11,0.974613,0.0458376,7,127,0,4080.63,0.302879,0.409613,0.171722,-0.0671929,0.693566,-0.935465,0.202475,0.597962,0.880439,-0.763142,1.33697,-0.2072,1.05295,1.55263,-1.48771,0.366275,-0.206966,1.62793,-1.51525,0.23315,0.682489,0.441066,-0.29188,0.644748,-1.55113,0.0805562,0.489389,-0.90021,1.46548,-0.0349206,2.04134,-3.46564,1.54482,-0.123836,1.57621,-0.0640872,0.536296,1.35661,0.348101,-0.438692,0.130338,0.252397,-0.465935,-1.0221,1.93889,-0.364861,-0.33539,0.00181893,0.278688,1.28294,0.643094,0.541528,0.268763,-0.669606,0.455622,-0.867885,0.735506,-0.643653,0.282179,0.379597,-1.68839,-0.898139,-0.334132,0.560625,-0.0898208,-0.289162,-1.06996,-0.358005,-1.04504,0.240499,-0.597888,1.30978,-0.00564935,0.593265,-0.63104,0.415339,-2.57115,1.2306,0.212553,-0.00586237,0.657804,-0.575426,2.45112,-0.557533,0.738839,-0.308885,0.102664,0.120385,-0.071279,0.83721,-0.0910972,0.478063,1.67742,0.163711,1.72957,-1.20574,0.302655,1.19073,1.7024,-0.063686,0.772189,-1.06523,0.600583,-0.139309,-0.375081,-0.549714,1.07254,-1.8916,-0.0089298,0.895389,-0.599187,0.857972,2.17607,-0.107062,0.271317,0.0992308,-0.88387,0.671157,0.100135,-0.140508,0.402148,0.743632,0.637333,1.20114,0.907773,0.475854,0.768761,0.730078,0.195672,-0.0645443,2.06019,0.634024,0.681425,1.22069,0.998853,1.48574,0.631718,0.370908,0.88976,-0.0809617,1.09732,0.256416,0.961266,1.23259,1.05847,1.51611,0.327017,1.86362,0.497633,0.978978,0.398074,0.528713,0.248972,0.444382,0.512296,0.560804,0.278564,0.639201,0.374032,0.590427,0.676234,0.154139,0.47251,0.374072,0.689165,0.149411,0.44965,0.526811,0.485354,0.35949,0.52033,0.14325,0.423446,0.493652,0.255027,0.661269,0.403616,0.760157,-0.185515,0.674893,0.388347,0.680283,0.663459,0.122598,-0.299356,0.00581247,0.0712721,-0.313966,-0.612236,0.975732,-0.259761,-0.243956,-0.0631117,0.0853721,0.623947,0.280802,0.226332,0.0800495,-0.423194,0.180261,-0.529531,0.330362,-0.409276,0.0872442,0.139489,-0.969565,-0.545756,-0.243281,0.236574,-0.112258,-0.219164,-0.637903,-0.256084,-0.62454,0.0648915,-0.384732,0.63834,-0.0671169,0.254078,-0.402512,0.158658,-1.44299,0.595882,0.0499042,-0.0672312,0.288691,-0.372686,1.25044,-0.36309,0.332149,-0.229741,-0.00902892,0.000474693,-0.102314,0.384906,-0.112942,0.192296,0.835506,0.0237106,0.863475,-0.710719,0.0982257,0.574495,0.848905,-0.0982418,0.350035,-0.635369,0.258003,-0.138798,-0.265242,-0.358897,0.511113,-1.07855,-0.0688762,0.416107,-0.385429,0.39604,1.10293,-0.121504,0.0814189,-0.0108701,-0.538103
-3996.14,0.92605,0.0458376,7,127,0,4065.67,0.260961,0.10095,0.316651,-1.20936,-2.05338,-0.412675,-0.704467,-0.931702,-0.16726,1.49387,-1.33333,-0.335625,-1.42556,-1.66908,-0.591724,2.10527,0.00147128,-1.04803,2.05254,-0.295246,0.352806,-0.357175,-0.565841,0.477975,0.0437566,-0.150795,-0.636541,0.547495,-0.0126819,0.781382,-0.299702,1.72575,0.719997,-0.242678,-0.825802,-0.0269687,0.453404,0.0580681,0.501253,-0.479333,-0.153392,0.131758,0.901483,-1.13433,0.498675,1.77154,-1.0608,-0.0489385,0.145483,0.824982,1.36347,0.764782,0.203581,-1.25587,-0.200528,-0.414803,1.07972,-0.45077,-0.307241,0.752062,-2.27273,-0.703422,-0.148188,1.46968,0.168229,-0.499728,-1.12509,0.535099,-0.952283,0.554314,-1.97068,1.72466,0.0959101,0.258024,-1.13528,1.08753,-2.12662,0.246349,-0.0981481,0.552253,0.718068,1.30681,0.508914,0.556195,1.40124,-1.09319,0.364629,-0.115538,-0.0130893,-1.16874,0.608253,0.82079,0.551557,-0.761437,1.42378,-0.868088,2.3097,2.19422,0.859241,-0.105357,-0.0831533,-0.925317,0.0228911,-0.628241,-1.19244,-1.28777,2.00044,-0.24576,-0.818346,0.575133,-0.896146,2.11006,2.29537,1.09339,0.299731,-0.0170565,0.310281,0.54137,-0.464021,-0.476372,-0.104882,0.211498,0.414337,0.885259,0.711206,0.161512,0.336315,0.301169,-0.321826,-0.249973,1.24632,0.209893,0.458315,0.753289,0.31788,1.07537,0.126784,0.0370459,0.758939,-0.47794,0.462181,0.286063,0.293933,0.627794,0.603296,1.30766,-0.146575,1.17888,0.0890628,0.873282,-0.281993,-0.549255,-0.029724,-0.12212,-0.194074,0.0479868,0.573984,-0.321251,-0.00532601,-0.350453,-0.427566,-0.0864199,0.767586,0.101416,-0.230908,0.750888,0.00745994,0.212666,-0.0121498,-0.078224,0.252301,0.114805,0.0532004,-0.100611,0.274315,0.0969341,0.348375,0.00604913,0.647409,0.328937,0.0241057,-0.160541,-0.000640402,0.200301,-0.2443,-0.0965174,0.0327707,0.381767,-0.541278,0.199132,0.776254,-0.50794,-0.0491576,0.038994,0.347081,0.591232,0.319787,0.0653358,-0.596386,-0.117889,-0.215042,0.462582,-0.23135,-0.166273,0.314019,-1.05743,-0.345903,-0.0941575,0.639392,0.0493067,-0.253547,-0.537088,0.215647,-0.458738,0.224359,-0.920484,0.754998,0.0165173,0.0900202,-0.54171,0.466119,-0.991188,0.0847271,-0.0714695,0.223425,0.298606,0.565546,0.203775,0.225212,0.608357,-0.522627,0.138355,-0.0793541,-0.0329035,-0.556878,0.248815,0.345181,0.22311,-0.372207,0.61858,-0.420563,1.02026,0.9679,0.362614,-0.0747381,-0.0646707,-0.446511,-0.0165898,-0.311816,-0.567628,-0.610849,0.880038,-0.138397,-0.39801,0.233799,-0.433285,0.929743,1.01376,0.46878,0.108931,-0.0347022,0.113714
