# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = HJb_NC_sim1_model
# start_datetime = 2022-02-22 09:04:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpKk1edD/standata-495475331b6.json
# init = 2 (Default)
# random
#   seed = 911124181
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJb_NC_sim1-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJb_NC_sim1-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=HJb_NC_sim1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_j,s_j,z_j.1,z_j.2,z_j.3,z_j.4,z_j.5,z_j.6,z_j.7,z_j.8,z_j.9,z_j.10,z_j.11,z_j.12,z_j.13,z_j.14,z_j.15,z_j.16,z_j.17,z_j.18,z_j.19,z_j.20,z_j.21,z_j.22,z_j.23,z_j.24,z_j.25,z_j.26,z_j.27,z_j.28,z_j.29,z_j.30,z_j.31,z_j.32,z_j.33,z_j.34,z_j.35,z_j.36,z_j.37,z_j.38,z_j.39,z_j.40,z_j.41,z_j.42,z_j.43,z_j.44,z_j.45,z_j.46,z_j.47,z_j.48,z_j.49,z_j.50,z_j.51,z_j.52,z_j.53,z_j.54,z_j.55,z_j.56,z_j.57,z_j.58,z_j.59,z_j.60,z_j.61,z_j.62,z_j.63,z_j.64,z_j.65,z_j.66,z_j.67,z_j.68,z_j.69,z_j.70,z_j.71,z_j.72,z_j.73,z_j.74,z_j.75,z_j.76,z_j.77,z_j.78,z_j.79,z_j.80,s_HJb,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32
# Adaptation terminated
# Step size = 0.00183896
# Diagonal elements of inverse mass matrix:
# 0.171213, 0.120715, 0.007079, 0.00968086, 0.00582402, 0.00524592, 0.0356239, 0.0169193, 0.0273302, 0.0293407, 0.0034904, 0.00563343, 0.0101189, 0.0110522, 0.00999623, 0.00601943, 0.00383138, 0.00428055, 0.00817434, 0.0135155, 0.00348642, 0.00830547, 0.00707286, 0.00377315, 0.00395236, 0.00803733, 0.0224122, 0.00803077, 0.0275912, 0.0382679, 0.0247263, 0.00336067, 0.00751056, 0.00338977, 0.00348591, 0.153238, 0.00157881, 0.00317715, 0.00199576, 0.00427228, 0.00508889, 0.00209679, 0.0032832, 0.00294723, 0.00461724, 0.00247795, 0.00216928, 0.00224858, 0.00214188, 0.00517626, 0.00729858, 0.00475298, 0.00209802, 0.00255658, 0.00193199, 0.00215675, 0.00425007, 0.0027554, 0.00286313, 0.0020269, 0.00606734, 0.00298446, 0.00236799, 0.010427, 0.00186807, 0.00187706, 0.0107161, 0.0022611, 0.00314427, 0.00196117, 0.00421859, 0.0182419, 0.00334241, 0.00366262, 0.00236176, 0.00348704, 0.0182228, 0.0033777, 0.00196842, 0.00245527, 0.00476288, 0.00351905, 0.00902707, 0.00291801, 0.00342463, 0.00325097, 0.00193431, 0.00396549, 0.00179327, 0.00224488, 0.00274691, 0.00696089, 0.00976507, 0.00205713, 0.0066817, 0.00205081, 0.00398311, 0.01354, 0.0104448, 0.00192777, 0.00189632, 0.00271381, 0.00239967, 0.00201194, 0.00195118, 0.00325418, 0.00627052, 0.00392607, 0.0020417, 0.00206679, 0.00304628, 0.00598264, 0.00935352, 0.00710645, 0.00237293, 0.00197648, 0.00205479, 8.21412e-05
21396,0.998233,0.00183896,10,1023,0,-21337.2,-0.107418,-0.465807,0.517728,1.3351,-0.172889,0.878635,-1.70563,-0.935616,2.20891,-1.47397,0.287475,0.957326,1.36041,-0.635922,1.34555,-0.210142,0.167322,0.744209,-0.448545,-0.777589,0.328333,-0.450287,1.12873,0.16623,0.0944207,-0.428316,-1.21773,-0.412567,-1.43814,2.62373,2.17161,0.350386,1.13016,0.476577,0.322213,0.525492,0.439821,0.456084,-0.216287,-1.65525,0.952797,-0.465144,0.431689,-1.22201,0.72043,0.10648,-0.792994,-0.0756126,-0.497846,0.909617,1.35749,0.797056,-0.273261,-1.08815,-0.445921,-0.875016,0.735803,-1.18275,0.313608,-0.761879,-2.12748,-1.28689,-0.920652,1.8967,-0.267777,-0.733559,-2.94929,-1.04076,-1.30544,-0.611118,-1.75594,2.65772,0.4365,0.562095,-0.0240871,0.568958,-3.64442,0.427582,-0.258004,0.201883,0.77716,0.535424,1.63316,0.369579,0.500522,-1.37995,-0.211046,0.644186,-0.310877,-0.99048,0.269877,1.33618,1.81578,-0.831422,1.33695,-0.780516,0.686285,2.18692,1.77199,-0.526479,-0.218036,-1.29571,-0.00782526,-0.176725,-0.392069,-1.35849,1.17571,-1.61654,-0.833922,-0.401436,-1.31472,1.104,1.66532,1.34771,-0.124277,-0.290424,-0.771322,0.0210142,0.225413,-0.555316,-0.0109132,-1.34886,-0.950201,0.67781,-1.22892,-0.316973,0.0298277,0.238513,-0.795041,0.230822,-0.574603,-0.379179,-0.0805088,-0.698031,-0.868386,-0.29582,-0.698933,0.118566,-0.379745,-0.416923,-0.687558,-1.09626,-0.679404,-1.21037,0.892573,0.658498,-0.284402,0.119311,-0.21907,-0.298988,0.726087,0.430364,-0.202523,0.944552,0.320912,0.715358,-0.0119735,0.842352,0.572324,0.176716,0.492236,0.306529,0.925561,1.12254,0.876054,0.405306,0.0468983,0.329366,0.140641,0.849113,0.00529451,0.663423,0.190401,-0.41022,-0.0405083,0.120569,1.3597,0.407718,0.202857,-0.771669,0.0677428,-0.0486664,0.256709,-0.246809,1.69441,0.717474,0.772713,0.514898,0.775731,-1.0774,0.713552,0.412016,0.614284,0.867303,0.760983,1.24379,0.688041,0.745632,-0.0814412,0.432669,0.808818,0.388762,0.0898574,0.644189,1.11317,1.32411,0.159815,1.11351,0.182204,0.827334,1.48735,1.30485,0.293935,0.429595,-0.0443882,0.52205,0.447764,0.353052,-0.0720012,1.04259,-0.185497,0.158715,0.348932,-0.0527517,1.01105,1.25793,1.11824,0.470832,0.397757,0.186248,0.117995,-0.662734,-0.118331,-1.45628,-1.05762,0.570392,-1.33634,-0.42439,-0.07759,0.131096,-0.902459,0.123405,-0.682021,-0.486597,-0.187927,-0.805449,-0.975804,-0.403238,-0.80635,0.0111486,-0.487163,-0.52434,-0.794976,-1.20368,-0.786822,-1.31779,0.785155,0.551081,-0.39182,0.011893,-0.326487,-0.406406
21387.8,0.999328,0.00183896,10,1023,0,-21321.5,-0.0321139,-0.60107,0.515648,1.33403,-0.184471,0.895746,-1.69764,-0.940622,2.23896,-1.48955,0.27359,0.946688,1.36668,-0.626027,1.35996,-0.21958,0.168722,0.759611,-0.429381,-0.774045,0.321852,-0.430153,1.12069,0.184318,0.108349,-0.399039,-1.24219,-0.402055,-1.42836,2.62475,2.15043,0.378518,1.11375,0.485668,0.335722,0.588543,0.441268,0.460384,-0.215674,-1.68984,0.948954,-0.456321,0.441379,-1.22607,0.712306,0.0966831,-0.783221,-0.0756508,-0.506775,0.916192,1.35684,0.817903,-0.273029,-1.08414,-0.446067,-0.892011,0.74745,-1.18956,0.300951,-0.760405,-2.15456,-1.26718,-0.927699,1.85935,-0.265553,-0.732519,-2.91131,-1.05057,-1.31817,-0.599071,-1.75984,2.67416,0.44915,0.571647,-0.0256056,0.55577,-3.62883,0.422466,-0.251925,0.207912,0.786874,0.54427,1.61651,0.368313,0.50003,-1.38114,-0.21114,0.63071,-0.315562,-0.997801,0.238678,1.34178,1.77847,-0.830865,1.32725,-0.777304,0.667494,2.18842,1.77352,-0.521046,-0.220848,-1.29231,-0.00745961,-0.177373,-0.39286,-1.36043,1.15018,-1.60444,-0.848313,-0.412247,-1.32137,1.09647,1.63343,1.31159,-0.130677,-0.294637,-0.769928,0.0210329,0.0868196,-0.696192,-0.13918,-1.47646,-1.0861,0.553444,-1.36915,-0.459994,-0.112912,0.103657,-0.923879,0.100193,-0.714296,-0.514068,-0.209378,-0.822479,-1.0002,-0.435107,-0.822877,-0.0231875,-0.506027,-0.5452,-0.806833,-1.2416,-0.808389,-1.3376,0.752378,0.507793,-0.405887,-0.0267689,-0.350636,-0.427955,0.791696,0.493373,-0.157131,1.00729,0.387183,0.783309,0.047518,0.90286,0.631206,0.242933,0.555161,0.364919,0.992829,1.18727,0.949457,0.468064,0.110147,0.391708,0.194927,0.918368,0.0636298,0.721343,0.253001,-0.362194,0.0293751,0.179179,1.40902,0.471363,0.265306,-0.696123,0.124962,0.00687686,0.324192,-0.188018,1.76856,0.786738,0.840792,0.577244,0.833786,-1.01274,0.774964,0.477377,0.680288,0.935765,0.828712,1.30185,0.751067,0.80919,-0.0209079,0.495374,0.866855,0.449295,0.148246,0.693864,1.18063,1.37332,0.221909,1.17422,0.245544,0.883086,1.55422,1.37114,0.358622,0.49109,0.0182872,0.585251,0.510274,0.415186,-0.0117714,1.09608,-0.119443,0.21421,0.406631,0.00546331,1.07238,1.30932,1.1673,0.530879,0.458529,0.248798,0.0547058,-0.728305,-0.171294,-1.50857,-1.11821,0.52133,-1.40126,-0.492108,-0.145026,0.0715427,-0.955993,0.0680789,-0.74641,-0.546182,-0.241492,-0.854593,-1.03232,-0.467221,-0.854991,-0.0553014,-0.53814,-0.577314,-0.838947,-1.27372,-0.840502,-1.36971,0.720264,0.475679,-0.438001,-0.0588828,-0.38275,-0.460069
21393.9,0.89329,0.00183896,10,1023,0,-21327.3,0.254885,-0.710831,0.503878,1.36133,-0.211875,0.900058,-1.75317,-1.00235,2.25677,-1.53963,0.296552,0.988425,1.39222,-0.653033,1.39126,-0.218686,0.124095,0.728518,-0.443501,-0.785743,0.357005,-0.4497,1.15592,0.178578,0.106336,-0.412723,-1.23815,-0.409625,-1.47734,2.65821,2.21931,0.351119,1.14802,0.478964,0.316084,0.412949,0.435379,0.415812,-0.194167,-1.64086,1.01279,-0.445732,0.385351,-1.23674,0.773514,0.0613102,-0.811533,-0.0912438,-0.463869,0.974837,1.43414,0.770262,-0.355614,-1.07004,-0.470407,-0.929002,0.739764,-1.16299,0.295743,-0.778192,-2.05128,-1.27594,-0.946074,1.86385,-0.275542,-0.710808,-2.88354,-1.05679,-1.40585,-0.617949,-1.76698,2.70155,0.434151,0.553773,-0.0727761,0.516971,-3.74909,0.466131,-0.323819,0.183005,0.756381,0.521504,1.65547,0.386872,0.459295,-1.40201,-0.164692,0.713801,-0.373659,-1.04376,0.262405,1.32581,1.77682,-0.826867,1.30715,-0.769585,0.638055,2.29854,1.85873,-0.494116,-0.196107,-1.28736,0.0196602,-0.116106,-0.378193,-1.34772,1.25826,-1.66176,-0.842468,-0.378473,-1.32724,1.12087,1.70974,1.39498,-0.104691,-0.289852,-0.851937,0.0212046,-0.0248877,-0.81759,-0.257312,-1.59421,-1.21589,0.426303,-1.48662,-0.561405,-0.212786,-0.00932271,-1.03988,-0.00980828,-0.821022,-0.648302,-0.343747,-0.934302,-1.10675,-0.530944,-0.937425,-0.128387,-0.62085,-0.657251,-0.918793,-1.3347,-0.917232,-1.45523,0.628583,0.407427,-0.53391,-0.132371,-0.469492,-0.551564,0.593985,0.328413,-0.301446,0.853896,0.218886,0.580723,-0.125502,0.749721,0.439642,0.0596245,0.373223,0.21099,0.837373,1.03734,0.748305,0.258122,-0.0529242,0.208144,0.00848078,0.735027,-0.0933946,0.541709,0.0741404,-0.480135,-0.142568,0.00104801,1.22443,0.292984,0.103478,-0.842485,-0.0471536,-0.19913,0.143907,-0.356355,1.58915,0.601969,0.65405,0.381264,0.638027,-1.21933,0.615893,0.271965,0.492626,0.742262,0.640001,1.13371,0.581385,0.612917,-0.197457,0.341245,0.723723,0.250266,-0.0414813,0.527195,0.990181,1.18654,0.0529483,0.982054,0.0778877,0.690745,1.41369,1.2222,0.197821,0.327568,-0.14754,0.421509,0.362399,0.248292,-0.173821,0.960768,-0.310545,0.0461561,0.24817,-0.164902,0.900953,1.15733,1.0203,0.367369,0.286754,0.0420333,0.229997,-0.562705,-0.00242738,-1.33933,-0.961009,0.681188,-1.23173,-0.30652,0.0420987,0.245562,-0.784995,0.245077,-0.566137,-0.393418,-0.0888625,-0.679417,-0.851865,-0.276059,-0.68254,0.126498,-0.365965,-0.402366,-0.663908,-1.07982,-0.662347,-1.20034,0.883468,0.662312,-0.279025,0.122514,-0.214607,-0.296679
21395.3,0.892501,0.00183896,10,1023,0,-21331.6,0.341679,-0.659749,0.505897,1.34563,-0.17871,0.898517,-1.73444,-1.00186,2.25849,-1.53778,0.262092,0.984023,1.3619,-0.658024,1.36901,-0.222333,0.167928,0.743691,-0.435444,-0.798325,0.317133,-0.400091,1.143,0.169119,0.0944047,-0.430486,-1.25306,-0.423788,-1.48569,2.64825,2.21795,0.368466,1.1894,0.471813,0.324351,0.278004,0.440307,0.455865,-0.243152,-1.73717,0.950557,-0.442567,0.439361,-1.23471,0.735625,0.0579918,-0.816882,-0.0556732,-0.453207,0.92186,1.38923,0.774397,-0.329267,-1.08603,-0.433238,-0.902602,0.712507,-1.17427,0.285515,-0.767991,-2.12753,-1.30389,-0.949295,1.86837,-0.248286,-0.726846,-2.91427,-1.0482,-1.32708,-0.615206,-1.74563,2.68248,0.441316,0.525507,-0.0264825,0.488815,-3.65706,0.418107,-0.301426,0.163893,0.782358,0.50397,1.60388,0.341291,0.440503,-1.41076,-0.187736,0.656666,-0.303168,-0.982335,0.252966,1.37092,1.76971,-0.844135,1.34359,-0.761388,0.61498,2.1969,1.76359,-0.468523,-0.199592,-1.26424,0.0291732,-0.176653,-0.382821,-1.37825,1.19615,-1.57101,-0.854336,-0.383993,-1.32916,1.12369,1.6336,1.33798,-0.063824,-0.30945,-0.840022,0.0213425,0.0210013,-0.750158,-0.205192,-1.5372,-1.16658,0.482813,-1.43771,-0.527158,-0.161935,0.0292325,-0.992641,0.0328311,-0.772227,-0.574795,-0.283518,-0.880039,-1.06362,-0.499312,-0.862154,-0.0815106,-0.574192,-0.61199,-0.877531,-1.29367,-0.874142,-1.41135,0.679993,0.462303,-0.473343,-0.0580357,-0.42106,-0.495661,0.478725,0.170943,-0.486886,0.696541,0.0831387,0.471458,-0.265646,0.601905,0.303539,-0.0816749,0.253491,0.0784542,0.683906,0.889691,0.618977,0.133026,-0.200184,0.0872465,-0.119418,0.591726,-0.239036,0.403719,-0.0601478,-0.658763,-0.29611,-0.139977,1.10066,0.168682,-0.0420314,-1.00517,-0.183526,-0.306319,0.0071247,-0.490611,1.45912,0.472319,0.509389,0.266344,0.493233,-1.33223,0.4621,0.145284,0.350168,0.622482,0.499906,0.984204,0.428277,0.471961,-0.343166,0.195343,0.567139,0.144517,-0.154525,0.389387,0.881631,1.05722,-0.0936746,0.869596,-0.0572401,0.548785,1.24531,1.05452,0.0717102,0.190123,-0.278648,0.29085,0.200223,0.109445,-0.32885,0.804678,-0.413724,-0.0981661,0.10893,-0.307233,0.772775,0.997292,0.867125,0.249902,0.141751,-0.0918634,0.36268,-0.408479,0.136486,-1.19552,-0.824906,0.824491,-1.09603,-0.185479,0.179743,0.370911,-0.650962,0.37451,-0.430548,-0.233116,0.0581604,-0.53836,-0.721941,-0.157634,-0.520475,0.260168,-0.232513,-0.270311,-0.535852,-0.95199,-0.532464,-1.06967,1.02167,0.803982,-0.131665,0.283643,-0.0793817,-0.153982
21398.6,0.989527,0.00183896,10,1023,0,-21340.6,0.327116,-0.647798,0.509468,1.3563,-0.180052,0.896923,-1.73611,-0.991608,2.26202,-1.53586,0.258598,0.976485,1.36015,-0.659324,1.36511,-0.224044,0.160624,0.749649,-0.423876,-0.807186,0.31416,-0.399539,1.14081,0.174404,0.0949883,-0.427127,-1.26081,-0.431104,-1.47247,2.64965,2.19827,0.368511,1.19336,0.474981,0.321315,0.279542,0.440176,0.460776,-0.243183,-1.72946,0.959349,-0.442577,0.442849,-1.23497,0.740013,0.0586816,-0.815711,-0.0577221,-0.457079,0.925035,1.39402,0.764525,-0.3286,-1.08779,-0.438141,-0.902831,0.716655,-1.17975,0.280517,-0.769432,-2.12043,-1.3061,-0.948143,1.86138,-0.252389,-0.723798,-2.90252,-1.05406,-1.33013,-0.610217,-1.74408,2.68206,0.443154,0.525258,-0.0261449,0.490231,-3.64444,0.415598,-0.302149,0.170044,0.781249,0.512737,1.59662,0.343129,0.439305,-1.41606,-0.184515,0.659089,-0.307579,-0.984963,0.255319,1.37431,1.76865,-0.840837,1.34559,-0.765134,0.613656,2.20505,1.76698,-0.465647,-0.200664,-1.26393,0.0335207,-0.171043,-0.380476,-1.38213,1.19351,-1.57685,-0.85989,-0.379108,-1.3214,1.11561,1.64368,1.34397,-0.0680132,-0.305716,-0.839939,0.0213372,0.0431935,-0.739529,-0.190844,-1.53229,-1.15299,0.50463,-1.43027,-0.516051,-0.15031,0.0451534,-0.983703,0.0476813,-0.761942,-0.565966,-0.265876,-0.86375,-1.05903,-0.487744,-0.851351,-0.0665914,-0.558945,-0.599405,-0.865406,-1.29014,-0.867432,-1.39797,0.702113,0.472149,-0.460054,-0.0398186,-0.405811,-0.484099,0.482365,0.172499,-0.481726,0.701824,0.084731,0.474474,-0.26406,0.605278,0.305373,-0.0795136,0.254134,0.0783473,0.68672,0.893158,0.616068,0.134901,-0.199275,0.0866832,-0.117862,0.594996,-0.239755,0.403019,-0.059143,-0.653818,-0.29537,-0.137807,1.09887,0.168447,-0.0390557,-0.998076,-0.184429,-0.305947,0.0109397,-0.488159,1.46012,0.474608,0.510748,0.268034,0.49533,-1.32465,0.462478,0.146544,0.354392,0.623429,0.505237,0.982336,0.430579,0.472914,-0.343771,0.198323,0.569657,0.144154,-0.154014,0.391927,0.884481,1.05806,-0.0905737,0.871839,-0.0572509,0.549659,1.25015,1.05733,0.0745758,0.191215,-0.276808,0.294297,0.204253,0.112066,-0.328836,0.804896,-0.414548,-0.0989603,0.112668,-0.302106,0.770606,1.00305,0.871123,0.249605,0.144973,-0.0901784,0.37031,-0.412413,0.136272,-1.20517,-0.825875,0.831746,-1.10315,-0.188935,0.176806,0.37227,-0.656587,0.374798,-0.434825,-0.238849,0.0612403,-0.536633,-0.731918,-0.160627,-0.524235,0.260525,-0.231829,-0.272289,-0.53829,-0.963027,-0.540316,-1.07086,1.02923,0.799266,-0.132938,0.287298,-0.0786945,-0.156982
21392.2,0.782628,0.00183896,10,1023,0,-21338.2,0.365193,-0.576804,0.505643,1.35691,-0.166691,0.902304,-1.76397,-0.997091,2.24667,-1.53598,0.255583,0.967691,1.39284,-0.659291,1.36393,-0.229022,0.145185,0.752488,-0.440481,-0.78738,0.308816,-0.443468,1.14617,0.189081,0.105497,-0.423562,-1.26492,-0.42117,-1.48992,2.67333,2.18438,0.363322,1.19396,0.477209,0.353762,0.170485,0.438715,0.480902,-0.244325,-1.7121,0.984866,-0.446631,0.448803,-1.2359,0.722949,0.0674523,-0.816895,-0.0606273,-0.465225,0.905553,1.40108,0.75405,-0.340476,-1.08856,-0.447494,-0.906267,0.721359,-1.17833,0.277247,-0.766593,-2.1392,-1.29954,-0.961433,1.89039,-0.266777,-0.721439,-2.8837,-1.05075,-1.33574,-0.618562,-1.73594,2.70683,0.439884,0.520108,-0.0191575,0.487916,-3.60213,0.42771,-0.283856,0.166024,0.778366,0.527393,1.61631,0.334111,0.43291,-1.42573,-0.192971,0.65498,-0.303321,-0.97259,0.265382,1.38151,1.78204,-0.844979,1.3498,-0.739152,0.625201,2.2364,1.80439,-0.456012,-0.184882,-1.25759,0.0354532,-0.170467,-0.38751,-1.37681,1.1905,-1.59771,-0.86157,-0.387283,-1.3459,1.10477,1.66549,1.36068,-0.0644976,-0.309564,-0.841435,0.0213158,0.109306,-0.661091,-0.120561,-1.46874,-1.08098,0.559206,-1.35346,-0.447571,-0.0874987,0.127473,-0.91017,0.112857,-0.692608,-0.503392,-0.196314,-0.79953,-0.974937,-0.420654,-0.80104,0.00274648,-0.481197,-0.52346,-0.790976,-1.2164,-0.789766,-1.33017,0.774944,0.52771,-0.393093,0.0269106,-0.335507,-0.397927,0.381464,0.0632964,-0.580639,0.602561,-0.0254587,0.367382,-0.371723,0.487654,0.200078,-0.187899,0.143887,-0.033616,0.567765,0.785162,0.501298,0.0211132,-0.307082,-0.0258371,-0.227108,0.486956,-0.346465,0.292118,-0.165831,-0.768016,-0.399644,-0.25131,0.999829,0.0534463,-0.146021,-1.09464,-0.290496,-0.415524,-0.100887,-0.5911,1.35801,0.363469,0.398665,0.162081,0.384541,-1.40982,0.358128,0.0459534,0.243322,0.511966,0.40186,0.879583,0.317065,0.36041,-0.455004,0.0858259,0.457835,0.0374138,-0.256205,0.286912,0.776573,0.952291,-0.20022,0.762662,-0.153792,0.44477,1.15163,0.9621,-0.0295742,0.0893747,-0.381239,0.186039,0.0956989,0.000478845,-0.433541,0.692775,-0.530453,-0.207498,0.000578201,-0.41998,0.655164,0.901159,0.767438,0.142189,0.0346748,-0.198665,0.474499,-0.295898,0.244632,-1.10355,-0.715783,0.924399,-0.988268,-0.0823778,0.277694,0.492666,-0.544977,0.47805,-0.327415,-0.138199,0.168879,-0.434337,-0.609744,-0.055461,-0.435848,0.367939,-0.116004,-0.158268,-0.425783,-0.85121,-0.424573,-0.964978,1.14014,0.892903,-0.0279003,0.392104,0.0296859,-0.0327344
