# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_NC_sim2_re_model
# start_datetime = 2022-03-11 09:50:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpIt8rtp/standata-3d743d772be3.json
# init = 2 (Default)
# random
#   seed = 2145659743
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim2_re-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim2_re-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_NC_sim2_re_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_j,s_j,z_j.1,z_j.2,z_j.3,z_j.4,z_j.5,z_j.6,z_j.7,z_j.8,z_j.9,z_j.10,z_j.11,z_j.12,z_j.13,z_j.14,z_j.15,z_j.16,z_j.17,z_j.18,z_j.19,z_j.20,z_j.21,z_j.22,z_j.23,z_j.24,z_j.25,z_j.26,z_j.27,z_j.28,z_j.29,z_j.30,z_j.31,z_j.32,z_j.33,z_j.34,z_j.35,z_j.36,z_j.37,z_j.38,z_j.39,z_j.40,z_j.41,z_j.42,z_j.43,z_j.44,z_j.45,z_j.46,z_j.47,z_j.48,z_j.49,z_j.50,z_j.51,z_j.52,z_j.53,z_j.54,z_j.55,z_j.56,z_j.57,z_j.58,z_j.59,z_j.60,z_j.61,z_j.62,z_j.63,z_j.64,z_j.65,z_j.66,z_j.67,z_j.68,z_j.69,z_j.70,z_j.71,z_j.72,z_j.73,z_j.74,z_j.75,z_j.76,z_j.77,z_j.78,z_j.79,z_j.80,m_k,s_SI,z_k.1,z_k.2,z_k.3,z_k.4,z_k.5,z_k.6,z_k.7,z_k.8,z_k.9,z_k.10,m_SI.1,m_SI.2,m_SI.3,m_SI.4,m_SI.5,m_SI.6,m_SI.7,m_SI.8,m_SI.9,m_SI.10,m_SI.11,m_SI.12,m_SI.13,m_SI.14,m_SI.15,m_SI.16,m_SI.17,m_SI.18,m_SI.19,m_SI.20,m_SI.21,m_SI.22,m_SI.23,m_SI.24,m_SI.25,m_SI.26,m_SI.27,m_SI.28,m_SI.29,m_SI.30,m_SI.31,m_SI.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80,re_k.1,re_k.2,re_k.3,re_k.4,re_k.5,re_k.6,re_k.7,re_k.8,re_k.9,re_k.10
# Adaptation terminated
# Step size = 0.0402252
# Diagonal elements of inverse mass matrix:
# 0.254446, 0.118722, 0.10118, 0.105216, 0.0165904, 0.00745541, 0.254392, 0.020338, 0.243926, 0.147324, 0.152811, 0.25598, 0.166465, 0.235846, 0.25885, 0.224473, 0.131566, 0.138779, 0.155039, 0.205275, 0.19008, 0.12781, 0.228222, 0.179566, 0.153494, 0.180296, 0.142315, 0.215513, 0.115075, 0.173798, 0.237085, 0.235276, 0.143333, 0.234997, 0.25023, 0.262595, 0.179208, 0.260661, 0.152885, 0.159984, 0.129867, 0.0103993, 0.198144, 0.191493, 0.207087, 0.203485, 0.205599, 0.19193, 0.209986, 0.196029, 0.230092, 0.1964, 0.191045, 0.18886, 0.212022, 0.222489, 0.194969, 0.203786, 0.191542, 0.204797, 0.213292, 0.235222, 0.19697, 0.201518, 0.193455, 0.235532, 0.220228, 0.226187, 0.239383, 0.224059, 0.211839, 0.234993, 0.204915, 0.199925, 0.196648, 0.236732, 0.266081, 0.180413, 0.200549, 0.189742, 0.191904, 0.281264, 0.211653, 0.20161, 0.189495, 0.220215, 0.212154, 0.193997, 0.198334, 0.204732, 0.226314, 0.205921, 0.191066, 0.184491, 0.188725, 0.21494, 0.210699, 0.208258, 0.197005, 0.222627, 0.210743, 0.23289, 0.27537, 0.217232, 0.190392, 0.225527, 0.202132, 0.22259, 0.197717, 0.23026, 0.195718, 0.261913, 0.19172, 0.225411, 0.20334, 0.193509, 0.202285, 0.224802, 0.204452, 0.182697, 0.191339, 0.193608, 0.128925, 1.05182, 0.782368, 0.694783, 0.72336, 0.697474, 0.754698, 0.741174, 0.906694, 0.754738, 0.746782, 0.843345
-3864.5,0.914711,0.0402252,7,127,0,3919.59,-0.145745,-0.186836,-0.00377911,-0.381199,-0.235213,0.240204,-0.102657,0.57947,-0.861546,-0.666197,-0.0187972,1.19699,0.786295,0.909443,1.78336,0.428172,0.797704,0.988283,0.170563,-0.660141,1.42677,0.0732361,0.0811119,0.73302,-0.443559,1.03502,-0.231867,-1.36288,0.169921,-1.24091,-0.587529,-0.534516,-0.300709,0.905629,-0.322801,0.669885,-0.58393,1.93257,-1.21879,-0.325844,-0.241913,0.504687,0.380121,0.12926,-1.48797,0.954494,-0.437657,-0.0976529,-0.441122,-0.109957,0.916195,-0.600525,0.0763125,-0.408152,0.95945,0.593367,0.359343,-0.272384,-1.21117,-0.149707,-1.14789,0.29317,-1.67035,-0.309153,1.04101,-2.51263,-2.46362,-0.423906,1.24751,0.293852,-0.524501,-1.87372,-0.276143,-1.21327,0.191612,-1.4016,2.11233,0.400207,0.385624,-0.33744,0.58931,-3.25244,0.505416,-1.41566,0.516271,1.00132,0.370341,0.620489,0.714248,1.52945,-1.30135,-0.0360822,0.435285,-0.679545,-0.759388,0.927146,0.552815,0.950294,-0.513702,0.516021,0.160599,0.89218,1.50012,1.41848,-0.556807,0.234581,-1.70411,1.68984,-0.747667,-0.41138,-0.419024,1.07557,-0.0736016,-1.18705,0.506655,0.201648,0.142692,1.66094,0.446777,-0.932822,0.0249066,-0.8255,0.25418,0.0340212,-1.20115,-0.280811,-1.7127,-0.606951,-0.288779,1.15859,-0.742926,0.855914,0.830834,0.147487,0.275464,-0.0336173,0.332577,0.594388,0.29953,1.32149,0.617927,0.811362,0.92071,1.05989,0.00981316,-0.12531,1.08434,0.194599,0.151876,0.135477,-0.220493,0.924415,-0.231986,-0.244053,0.269791,-0.691487,-0.595092,-1.14894,-0.697212,-0.171298,-0.0660669,0.442083,-0.841536,1.11565,-1.09442,-0.327828,-0.601897,-0.488698,-0.113549,0.590966,0.352977,0.424338,0.930744,0.145456,0.359589,0.470023,-0.00382064,-0.485189,0.724112,-0.0602186,-0.0556548,0.322106,-0.359686,0.497103,-0.237017,-0.892402,-0.00419285,-0.821725,-0.443112,-0.412393,-0.276908,0.422128,-0.28971,0.285521,-0.441027,1.01721,-0.808906,-0.291473,-0.0500701,-0.176677,-0.992875,0.239808,-0.462793,-0.291197,-0.464541,-0.297406,0.22048,-0.54499,-0.203399,-0.447902,0.24231,0.0575521,-0.0605565,-0.379381,-0.853173,-0.317468,-0.821238,-0.0939533,-1.08492,-0.397938,0.283472,-1.51,-1.48527,-0.455853,0.387692,-0.0936091,-0.506621,-1.18755,-0.381278,-0.854236,-0.145209,-0.949283,0.824153,-0.0399331,-0.047293,-0.412214,0.0555046,-1.88338,0.0131647,-0.956376,0.018643,0.26344,-0.0550059,0.0712405,0.11856,0.529983,-0.898687,-0.260123,-0.0222299,-0.58487,-0.625166,0.226006,0.0370864,0.237689,-0.501172,0.0185169,-0.16086,0.208359,0.515177,0.473979,-0.522926,-0.123523,-1.10195,0.61093,-0.619251,-0.449531,-0.453389,0.300916,-0.279058,-0.841001,0.0137899,-0.140144,-0.169898,0.596341,-0.0164298,-0.712696,-0.229343,-0.658532,0.213315,0.244626,0.195912,0.233531,0.244355,0.293597,0.228905,0.283299,0.282446,0.259198
-3871.21,0.955573,0.0402252,7,127,0,3945.34,-0.551584,0.264809,0.271875,-0.0744653,-0.383553,0.177883,0.256718,0.477774,-1.95096,-1.65818,-0.871631,1.11704,0.328081,0.761294,1.34787,-0.91591,-0.0662341,0.769314,-0.798357,-0.80534,1.82366,-0.229491,-0.120639,1.07366,-0.20163,1.23378,-0.397353,-1.74338,0.521208,-1.43426,-1.42761,-0.082619,-0.461847,0.789679,-0.202445,1.31671,-0.472042,2.36183,-0.579017,0.012002,0.422305,0.556541,0.907463,0.591909,-0.995429,1.62319,-0.893449,0.674319,-0.81852,0.482747,0.819902,-0.889846,1.0197,-0.221693,1.78685,1.26206,0.333239,0.750509,-0.672724,0.1751,-0.430336,0.824903,-0.899334,0.494041,0.0749354,-1.98264,-1.75186,-0.246008,1.3115,0.474776,-0.441307,-0.885628,0.021197,-0.248732,0.23036,-2.02608,1.89355,-0.88514,0.523467,-0.359055,1.09623,-2.54229,0.00880824,-0.39809,0.413416,-0.0553131,-0.0983052,1.1127,-0.0764721,0.520923,-1.29941,0.505144,0.781619,-0.957713,-0.492694,0.50664,0.178797,1.22127,-0.314433,0.812554,-0.382861,1.49593,0.726712,1.2652,-0.103184,-0.0572757,-0.828297,1.87957,-0.679792,-0.429434,-0.570499,0.740139,-0.147715,-0.72125,0.270875,-0.0557238,1.16344,1.31279,0.591023,-0.0907369,-0.382352,0.503704,-0.497976,0.00328656,0.616981,0.053569,1.63941,0.245996,-0.222946,1.30796,-1.12595,0.485703,-0.311733,-0.778879,0.369409,0.0345016,0.181885,1.05155,0.368058,1.48372,0.646151,0.732925,0.754203,1.20029,-0.0607389,0.072918,1.25193,0.0990937,-0.139816,0.215662,0.137668,1.07948,-0.174616,-0.196293,0.489012,-0.679661,-0.653774,-0.964397,-0.629903,-0.100453,-0.0973318,0.519094,-0.816304,1.13745,-0.679894,0.0087719,-0.6754,-0.535519,-0.159725,0.790411,0.413466,0.620444,0.900696,-0.180881,0.225073,0.624276,-0.124717,-0.128053,1.12802,0.147073,0.199079,0.769683,0.160384,0.846184,0.0668726,-0.576223,0.505737,-0.428536,-0.425357,0.217244,0.0360591,0.634006,0.159995,0.885807,0.0311879,1.38514,-0.019922,0.262452,0.927346,0.751727,-0.131693,1.32568,-0.0749365,0.797591,-0.0332353,0.690974,0.878614,-0.0729314,0.989809,0.298924,1.41676,1.12469,0.607766,0.839995,0.0479063,0.519755,0.182805,0.881398,-0.0782116,0.697259,0.46401,-0.681115,-0.55268,0.285391,1.15221,0.686538,0.176699,-0.0705839,0.434102,0.283875,0.55051,-0.705292,1.47614,-0.0703122,0.713636,0.222476,1.0324,-0.992587,0.427207,0.200751,0.652388,0.391521,0.367594,1.04157,0.379745,0.71222,-0.300869,0.703438,0.857308,-0.110702,0.1481,0.704271,0.521813,1.10199,0.24731,0.874525,0.209227,1.25485,0.82675,1.12644,0.364879,0.390429,-0.0386764,1.46836,0.0439724,0.183307,0.104799,0.834223,0.340096,0.0208996,0.573058,0.391292,1.06981,1.15293,0.751234,0.371806,0.20951,0.702637,-0.495949,-0.4978,-0.492588,-0.497168,-0.498709,-0.493678,-0.501677,-0.49638,-0.499001,-0.500536
-3870.68,0.921701,0.0402252,7,127,0,3945.3,-0.673869,0.53465,0.411306,-0.270598,-0.105575,0.0837286,-0.0523009,0.576426,-0.771277,-1.00317,-0.271023,0.25037,0.1687,1.24053,0.262254,0.438651,0.56736,0.852734,-0.993355,-0.743611,1.53366,-0.259044,-0.0445813,0.314315,-0.306041,0.850369,-0.931622,-0.863031,0.278555,-1.488,-0.140514,-0.740075,-0.847168,0.833012,0.282695,1.38686,-0.660999,2.71408,-0.710084,0.392047,0.246689,0.529626,1.27782,0.965977,-1.53677,1.63851,-1.0566,0.249901,-1.36512,0.487709,0.643228,-1.05015,0.238929,-0.49573,1.42404,1.70125,0.518319,0.72989,-0.365924,-0.155849,-0.705287,0.913937,-1.85581,0.465048,0.242045,-1.84494,-2.03761,-0.0872452,0.717712,0.167334,-0.866523,-1.36173,0.0825077,-0.566869,-0.381091,-2.2595,2.15901,-1.01592,-0.0519666,-0.898729,0.635452,-3.26347,-0.22286,-0.304008,0.598043,-0.0124249,-0.19109,1.27537,0.31353,0.332549,-1.54701,0.431067,0.115419,-1.24156,-0.902186,-0.0959486,0.478274,1.4499,-0.553667,1.24168,-0.170297,2.04142,1.76061,1.1593,-0.309195,-0.0905629,-1.0167,2.08162,-0.58116,-0.730655,-0.870433,0.891057,-0.550467,-1.40663,-0.00307848,-0.0955468,1.09937,1.11288,0.11127,-0.461223,-0.193146,0.170155,-0.325014,0.076494,0.237039,0.781545,0.146129,-0.754012,1.62355,0.420514,1.01251,-0.079998,0.936511,1.57238,-0.165281,-0.464403,-0.0704821,0.103615,0.00692584,0.979174,-0.0314787,0.461328,0.4644,0.6418,-0.632803,-0.381606,0.749805,-0.330869,-0.252558,-0.174426,-0.38577,0.386049,-0.80659,-0.526472,-0.0123799,-1.09519,-0.933548,-1.54153,-1.46132,-0.546439,-0.593262,0.0130996,-1.36921,0.776138,-1.34589,-0.598755,-0.496885,-0.630552,-0.208526,0.0920191,0.0449422,0.662772,0.0988689,0.200549,0.27474,0.439237,-0.624896,-0.480937,0.831739,-0.201621,-0.0779987,0.128879,-0.228711,0.437873,-0.589312,-0.549774,0.108265,-0.910021,-0.133297,-0.478899,-0.54063,0.427869,0.110652,0.747122,-0.433317,1.51216,-0.461611,0.173685,0.923455,0.758297,-0.567224,1.11449,-0.312916,0.379043,-0.476316,0.504993,0.58736,-0.309499,0.373233,-0.0158625,1.0009,1.14772,0.521205,0.633259,0.0528863,0.164148,-0.126849,0.730735,-0.736197,0.492991,0.374883,-0.730438,-0.832483,0.200482,0.626809,0.335314,-0.212244,-0.47452,0.290388,-0.0535394,0.0448534,-0.950003,1.39016,-0.291369,0.219167,-0.229301,0.583242,-1.48173,0.128657,0.0856786,0.563429,0.240109,0.145483,0.922161,0.412743,0.422816,-0.572649,0.474994,0.307818,-0.410871,-0.231132,0.195873,0.499996,1.0146,-0.0465471,0.904317,0.156495,1.32788,1.17915,0.860685,0.0829319,0.198725,-0.291779,1.34917,-0.0611081,-0.140285,-0.214315,0.718617,-0.0448522,-0.4983,0.245059,0.196085,0.828946,0.836098,0.305621,0.00241329,0.144394,0.336808,-0.306882,-0.265231,-0.313836,-0.382691,-0.200822,-0.292847,-0.247563,-0.331133,-0.253377,-0.204737
-3886.74,0.663101,0.0402252,7,127,0,3951.66,0.820519,0.166791,0.423737,-0.540179,-0.0422762,0.142628,0.312504,0.619837,0.00824336,-0.501146,-0.614443,1.2501,0.486254,1.59407,0.836776,0.482991,0.791374,0.909888,-0.456567,-0.742603,1.27813,-0.168255,-1.20383,-0.0351344,-0.319646,0.984308,-0.641412,-1.24157,-0.230542,-1.49861,-0.182306,-0.597513,-0.198757,0.857059,0.457151,1.22564,-1.03396,2.33418,-0.431536,0.912092,-0.314546,0.507146,-0.2241,0.131886,-1.53662,0.0125324,-0.369963,-0.533926,-0.351746,0.0730263,0.896254,-1.1149,-0.579459,-0.0461664,0.40438,1.6006,0.0500455,-0.17763,-1.84148,-0.607942,-1.33461,0.590031,-1.30651,-0.0384549,-0.521036,-2.62543,-1.56703,-0.550791,1.61319,0.0185492,-1.32614,-1.79661,-0.0869759,-1.78308,0.515176,-2.03395,2.35104,-1.42303,1.09317,-0.0314502,0.855444,-2.89909,0.57522,-1.16371,0.614111,0.441005,-0.379836,0.70013,-0.0461478,0.681789,-1.08916,-0.127118,-0.0258041,-0.229955,-0.902345,-0.0707052,1.63587,0.970514,-0.573047,1.23516,-0.337349,1.26806,1.79615,2.07128,-1.02727,0.326356,-1.76013,0.462462,-0.571512,0.185262,-0.223177,1.92743,-1.19422,-0.760847,-0.104573,-0.585861,1.73994,1.55951,0.78839,-0.457464,0.153405,0.193588,0.267893,0.103297,-0.493551,-0.425864,-0.905169,0.462833,1.02567,0.791998,1.08688,-0.265094,0.240697,-0.111812,1.82076,1.32967,1.35728,2.13507,1.75084,2.90672,1.82203,1.97756,2.24933,2.32796,1.1785,1.26234,2.63952,1.72405,1.17312,1.62777,1.50998,2.46946,1.28642,1.22896,1.68889,0.877059,0.646693,0.284265,0.588269,1.11213,1.40893,1.87321,0.173589,2.45042,0.567664,1.44528,0.317613,0.00187521,-0.0683507,1.08736,0.613902,1.30057,0.831168,0.611879,0.803026,0.876486,0.0295071,-0.147789,1.10473,0.208213,-0.433671,0.290726,0.114375,0.922614,-0.0850671,-0.457067,0.169606,-0.616389,0.199504,-0.0578568,0.189307,0.84374,0.595863,1.0722,-0.328385,1.75932,0.0450217,0.877852,-0.428198,-0.247661,-1.09384,-0.308191,-0.502171,-0.585325,-0.492933,-0.277511,0.139985,-0.879964,-0.608417,-0.337959,-0.109467,0.49719,-0.289166,-0.404631,-1.24845,-0.622862,-0.991391,-0.0153144,-0.977137,-0.334049,-0.578788,-1.64602,-1.10926,-0.593878,0.503578,-0.305139,-0.987095,-1.22569,-0.358656,-1.21883,-0.053277,-1.34606,0.877776,-1.03623,0.239848,-0.330496,0.119288,-1.78481,-0.022826,-0.904715,-0.00310242,-0.0908927,-0.507179,0.0405215,-0.33795,0.0312204,-0.866909,-0.379014,-0.327633,-0.431167,-0.772167,-0.350404,0.515081,0.177646,-0.605165,0.31186,-0.485632,0.328545,0.596362,0.735895,-0.835523,-0.149036,-1.20719,-0.0800105,-0.604387,-0.220592,-0.427729,0.662943,-0.920188,-0.700407,-0.36758,-0.611663,0.567856,0.476352,0.0852826,-0.546547,-0.236748,-0.216369,0.21691,0.223902,0.174391,0.315702,0.373842,0.349704,0.380165,0.240509,0.292756,0.256343
-3887.56,0.95528,0.0402252,7,127,0,3943.67,0.710708,0.370673,-0.297606,-0.416601,-0.0892902,0.154937,0.109058,0.48533,-1.16265,-1.48244,-1.57204,0.599581,-0.225136,0.65723,0.363696,-0.422932,-0.112525,0.354598,-1.47722,-1.58981,2.45227,0.156089,-0.341127,1.30108,0.558186,2.04548,0.399563,-0.675281,0.55498,-0.787522,-0.765499,-1.17235,-0.884756,0.432919,-0.136612,0.729226,-1.21817,2.02602,-1.67404,0.38221,-0.714332,0.438653,-0.1847,-0.248729,-0.971835,-0.272266,0.075875,-0.477774,-0.106495,0.112134,0.766313,-1.31259,-0.484527,-0.168517,0.390595,1.59163,0.137814,-0.00365054,-1.25436,-1.02806,-1.33221,0.388382,-1.55635,-0.0758919,-0.710312,-2.47052,-1.67248,-0.649706,1.70112,0.0291614,-1.0678,-1.66184,0.175935,-1.90547,0.127172,-1.78344,2.253,-1.40854,0.930587,-0.189038,0.630903,-2.75654,0.433468,-0.732141,0.0330243,0.47558,-0.40186,0.124213,-0.00313036,0.309448,-1.06446,-0.0888347,0.363029,-0.0159915,-0.941827,-0.178855,1.80046,1.23847,-0.653498,0.890195,-0.28337,1.12864,1.82762,1.4999,-0.94142,0.419817,-1.5717,0.364279,-0.540403,0.353324,0.16612,1.61773,-1.34028,-0.521153,-0.255766,-0.586745,1.56611,1.56066,0.734709,-0.64831,0.0774653,0.0446772,0.809196,0.06502,-0.905482,-0.998852,-1.40387,0.0327186,0.730522,0.411387,0.576429,-0.983803,-0.459441,-0.6404,1.27674,0.897478,0.914348,1.60899,1.25089,2.23125,1.37445,1.49172,1.66635,1.90397,0.668679,0.872983,2.03333,0.878914,0.683403,1.20328,0.966419,1.86137,0.838504,0.688568,1.07978,0.37366,0.23774,-0.181624,0.0780022,0.588036,0.876807,1.27156,-0.0125493,1.81511,-0.190138,0.902403,-0.455211,-0.610415,-0.653899,0.400053,-0.000206876,0.428032,0.285571,-0.0962031,0.0544468,0.281156,-0.607882,-0.662524,1.29922,0.184813,-0.0565005,0.740512,0.379963,1.10179,0.302978,-0.218676,0.378407,-0.27315,-0.262461,-0.459917,-0.32034,0.319167,0.0427564,0.462974,-0.482158,1.09235,-0.703401,0.294556,-0.795352,-0.823438,-1.14063,-0.833762,-0.68105,-0.923909,-0.761047,-0.665145,-0.378187,-1.2901,-0.926871,-0.788253,-0.542997,-0.0161597,-0.65388,-0.715934,-1.26456,-1.1653,-1.29871,-0.543967,-1.39703,-0.747622,-1.02591,-1.79803,-1.44797,-0.999327,0.0318703,-0.701541,-1.18273,-1.4433,-0.637158,-1.55017,-0.658548,-1.49664,0.273951,-1.33219,-0.306128,-0.797254,-0.437585,-1.92349,-0.52419,-1.03549,-0.699846,-0.505718,-0.890609,-0.659846,-0.715705,-0.578592,-1.18126,-0.7533,-0.555089,-0.721347,-1.12747,-0.792787,0.0754428,-0.171074,-1.00099,-0.323846,-0.838633,-0.219252,0.0873595,-0.056396,-1.12729,-0.530179,-1.40376,-0.55454,-0.951381,-0.559346,-0.641463,-0.00471177,-1.30225,-0.942937,-0.826525,-0.97171,-0.0273558,-0.0297466,-0.39205,-0.998715,-0.680352,-0.694735,0.750322,0.744251,0.717917,0.811323,0.856695,0.835944,0.846675,0.745229,0.779323,0.767557
-3862.92,0.985741,0.0402252,7,127,0,3947.76,1.12674,-0.102496,0.482559,0.27829,-0.569608,0.238377,-0.390047,0.620544,-1.70639,-0.967871,-0.35975,0.696239,0.715301,1.26651,1.62517,-0.418657,0.515958,1.25089,0.140549,-0.0999779,0.981109,-0.315441,0.634756,1.42295,-0.128305,0.518933,-0.406388,-1.81799,-0.233806,-1.00683,-1.58637,0.356305,-0.733974,0.342098,-0.493541,0.702945,-0.304533,1.56747,-0.675048,-0.538833,0.138642,0.503909,0.734742,0.171296,-0.407796,0.641247,0.0965343,0.258947,-0.78349,1.08924,0.715904,-0.654139,0.111089,-0.20037,2.04229,1.23256,1.04611,-0.336814,-1.14482,-0.0586071,-0.916891,0.450998,-0.546344,0.557421,-0.367601,-1.69148,-1.21453,-0.440205,1.58105,0.529083,-1.22231,-1.95786,-0.199344,-0.75339,0.51932,-1.19571,2.39977,-0.352192,0.25239,0.128544,0.381477,-2.98574,0.702578,-1.02377,0.170597,0.872404,-0.0420605,0.823212,0.33551,0.0905879,-1.90135,-0.375556,0.590996,0.697476,-0.320983,0.47677,0.5725,1.34909,-0.339419,0.911396,-0.971514,1.00509,1.43522,2.5973,-0.177816,-0.0726169,-1.36131,0.769821,-1.00114,-0.792598,-0.907207,1.09711,-0.937734,-1.03973,0.0253007,0.136885,0.915942,1.16443,1.24743,-0.674136,0.442393,0.247504,-0.178562,0.0614768,-0.207393,0.717158,-1.4049,0.0173987,0.994321,0.374725,0.856744,-1.71432,-0.841568,0.459523,1.47544,1.25442,1.26678,1.87994,1.41073,3.02487,1.69055,2.10578,2.08868,2.61436,1.21652,1.21912,2.3759,1.31606,1.44787,1.66909,1.4955,2.25155,0.998038,0.99335,1.41313,0.58533,0.595294,0.385193,0.474454,1.06627,1.15313,1.73315,0.445559,2.47218,0.494121,1.18203,-1.44894,-0.990653,-0.613288,0.0419996,0.053828,0.395877,0.618441,-0.649842,-0.0698726,0.386184,-0.30283,-0.452088,0.218773,-0.585792,0.00384633,0.492956,-0.469666,-0.0680268,-0.642229,-1.51819,-0.535134,-1.01483,-1.37446,-0.168944,-0.84551,-0.177761,-0.696311,0.0461606,-0.579023,0.582635,-0.808944,-0.724417,0.508885,0.22496,-0.0668501,0.461772,0.187286,0.269127,-0.256165,0.687519,0.499392,-0.190984,0.19462,0.0376738,1.16777,0.75974,0.665786,-0.0310818,-0.438241,0.109109,-0.323388,0.365904,-0.136665,0.419531,-0.0465954,-0.713708,-0.47337,-0.0831811,0.935348,0.405251,-0.477292,-0.84794,0.0381908,-0.240998,0.400332,-0.463886,1.34791,-0.0388306,0.265824,0.203416,0.330872,-1.3659,0.492677,-0.377242,0.224607,0.578254,0.117447,0.553466,0.307708,0.18429,-0.819466,-0.0506042,0.43645,0.490106,-0.023104,0.378891,0.42713,0.818458,-0.0323944,0.597902,-0.350912,0.645114,0.861859,1.44744,0.0490388,0.10205,-0.547333,0.526561,-0.365839,-0.260755,-0.318508,0.691486,-0.33389,-0.385285,0.151391,0.207619,0.600193,0.72541,0.767231,-0.201061,0.361568,0.263361,-0.191312,-0.134474,-0.264931,-0.177493,-0.117435,-0.155525,-0.125892,-0.283953,-0.230299,-0.150312
