# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = HJ_C_sim5_re_model
# start_datetime = 2022-03-09 18:51:16 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/Rtmp8W8kz6/standata-4bcc5bff5a14.json
# init = 2 (Default)
# random
#   seed = 1725594587
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJ_C_sim5_re-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/HJ_C_sim5_re-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=HJ_C_sim5_re_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,m_k,s_SI,re_k.1,re_k.2,re_k.3,re_k.4,re_k.5,re_k.6,re_k.7,re_k.8,re_k.9,re_k.10,m_SI.1,m_SI.2,m_SI.3,m_SI.4,m_SI.5,m_SI.6,m_SI.7,m_SI.8,m_SI.9,m_SI.10,m_SI.11,m_SI.12,m_SI.13,m_SI.14,m_SI.15,m_SI.16,m_SI.17,m_SI.18,m_SI.19,m_SI.20,m_SI.21,m_SI.22,m_SI.23,m_SI.24,m_SI.25,m_SI.26,m_SI.27,m_SI.28,m_SI.29,m_SI.30,m_SI.31,m_SI.32
4.02996,0.952134,0.0166529,8,447,0,27.7226,0.150792,-0.152359,0.0276422,-0.0644644,-0.437546,0.128091,-0.535988,0.612166,-1.5349,-1.22239,-0.321008,-0.363,-0.244902,0.159426,0.109189,-0.769808,-0.269377,-0.156764,-0.921343,-0.669321,0.448304,-0.705858,-0.313731,-0.200501,-0.866632,0.0162928,-0.600149,-1.06187,-0.452051,-1.16073,-0.841189,-0.956984,-0.797234,-0.177874,-0.361715,0.0852219,-0.698321,0.184354,-1.20506,-0.675263,-0.524441,0.0124899,-0.501603,-0.539159,-0.515916,-0.531442,-0.515774,-0.524852,-0.510775,-0.525542,-0.51196,-0.526205,-0.241933,-0.396218,0.169771,0.260472,-0.0459579,1.17048,0.144389,0.448548,0.435319,0.601411,-0.597614,-0.33898,0.937514,-0.412739,-0.427314,-0.409828,-0.469861,0.630288,-0.452947,-0.355437,-0.123278,-1.09936,-0.376086,-1.57929,-0.831271,-0.215217,-0.154091,0.168062,-1.01427,0.477805,-1.3071,-0.313812
1.85464,0.539043,0.0166529,3,15,1,22.7703,0.120101,-0.103468,0.0872024,-0.0356057,-0.432149,0.111135,-0.422996,0.612924,-1.52255,-1.2825,-0.266102,-0.378089,-0.229363,0.289281,0.111191,-0.627577,-0.288154,-0.115223,-0.975197,-0.698341,0.427957,-0.69969,-0.277239,-0.212983,-0.839642,0.0273734,-0.629374,-1.09683,-0.381695,-1.15284,-0.905997,-0.940816,-0.737295,-0.288502,-0.414498,0.107692,-0.639921,0.13485,-1.22796,-0.535949,-0.519076,0.0125092,-0.499138,-0.539775,-0.499368,-0.534602,-0.506104,-0.519439,-0.521881,-0.500911,-0.513748,-0.534351,-0.273484,-0.479084,0.190675,0.255872,-0.0300684,1.24454,0.164137,0.563178,0.379901,0.605652,-0.652657,-0.400022,0.911451,-0.409868,-0.404477,-0.404033,-0.432071,0.634113,-0.468294,-0.414174,-0.0566605,-1.0919,-0.462775,-1.57159,-0.787055,-0.326152,-0.271706,0.12724,-0.983496,0.377785,-1.36025,-0.210477
7.54446,0.499503,0.0166529,6,63,0,20.4985,0.0814004,-0.0746302,0.0669712,0.0253418,-0.44,0.110975,-0.591309,0.596514,-1.61715,-1.32762,-0.224866,-0.643229,-0.109232,0.0949075,-0.125747,-0.943477,-0.523804,-0.219711,-0.718674,-0.748573,0.552269,-0.702974,-0.154295,-0.053397,-0.772836,0.0438818,-0.6927,-1.06752,-0.273256,-1.25355,-1.16246,-1.03531,-1.01923,-0.559648,-0.357186,-0.00413742,-0.743233,0.318118,-1.26339,-0.770742,-0.44509,0.020991,-0.442335,-0.479716,-0.441134,-0.471108,-0.436216,-0.455764,-0.45046,-0.426193,-0.438134,-0.46106,-0.362087,-0.524133,0.223507,-0.00791474,0.0813385,1.04864,-0.0820032,0.254387,0.139685,0.497558,-0.402618,-0.461537,0.977489,-0.474944,-0.353082,-0.312796,-0.422737,0.594587,-0.59357,-0.44169,-0.00937267,-1.25856,-0.692654,-1.65901,-1.05136,-0.57727,-0.199805,0.0277585,-1.0767,0.579641,-1.38173,-0.423003
5.9897,0.526946,0.0166529,6,63,0,20.3918,0.341666,-0.447343,0.013404,-0.0974103,-0.491254,0.127687,-0.685076,0.42185,-1.19535,-1.1221,-0.669575,-0.439959,-0.475616,0.345067,0.135927,-0.897317,-0.273397,-0.345025,-0.79915,-0.919825,0.189397,-0.840129,-0.266515,0.0990106,-0.685096,-0.29698,-0.695193,-1.33667,-0.708825,-1.26483,-1.62783,-0.844679,-1.06462,-0.843459,-0.631501,-0.159264,-0.999734,-0.0134598,-0.959216,-1.03159,-0.482488,0.0119663,-0.486695,-0.46923,-0.493585,-0.464329,-0.489322,-0.472272,-0.487012,-0.499175,-0.489307,-0.473699,0.104032,-0.330688,-0.270854,0.156126,-0.372297,1.3118,0.0715304,0.334419,0.365499,0.353915,-0.555728,-0.701235,0.861135,-0.388552,-0.287689,0.00259492,-0.101015,0.51486,-0.391317,-0.437168,-0.217219,-1.07345,-0.97443,-1.41217,-0.971627,-0.738054,-0.315569,0.0165658,-1.23939,0.414961,-0.958702,-0.510691
4.23435,7.46143e-05,0.0166529,6,63,0,30.8649,0.336436,0.349575,0.162593,-0.130472,-0.184822,0.341843,-0.898575,0.68494,-1.69528,-1.58873,-1.09007,-0.28246,-0.412279,-0.758329,-0.088793,-0.840104,-1.11196,-0.872297,-0.868199,-1.63162,0.3281,-1.11229,-1.09151,-0.35366,-0.68112,-0.0780278,-0.833901,-1.57937,-0.602026,-1.81781,-0.648098,-1.32638,-0.964802,-0.170934,-1.11865,-0.872676,-1.24537,-0.0668685,-1.71355,-0.650576,-0.989276,0.0123692,-0.984301,-1.00291,-0.974771,-1.00584,-0.983016,-0.999761,-0.976646,-0.969995,-0.982169,-1.00114,0.400763,0.0223944,0.667117,0.667571,0.646165,1.50636,0.612749,0.936682,0.735589,0.997843,0.242956,0.0577993,1.53388,0.0106521,0.14738,0.269313,0.197872,1.18046,-0.0603284,0.00589633,0.53598,-0.792757,0.00559878,-1.13201,-0.521945,-0.0172093,0.289501,0.48276,-0.633862,1.08979,-1.01168,0.247074
3.05442,0.998767,0.0166529,6,63,0,26.4162,0.463763,0.0545585,0.212014,-0.192726,-0.226614,0.30894,-0.894189,0.637564,-1.80335,-1.72471,-1.08421,-0.465996,-0.461097,-0.534307,-0.0353052,-0.83928,-0.763993,-0.949432,-0.933767,-1.42547,-0.049931,-1.16602,-1.31136,-0.514248,-0.734901,-0.370199,-0.98678,-1.68618,-0.684514,-1.88103,-0.944755,-1.26517,-0.962672,-0.395757,-1.10768,-0.660951,-1.31609,-0.364811,-1.59913,-0.700599,-0.880742,0.0129906,-0.876486,-0.897198,-0.869763,-0.900152,-0.87958,-0.910004,-0.87007,-0.872151,-0.863784,-0.89224,0.113237,-0.29249,0.416907,0.376046,0.403672,1.47886,0.502059,0.796062,0.847913,0.690172,-0.00436925,-0.00745337,1.272,0.0543532,-0.0590308,0.203299,0.296556,1.01636,-0.0845801,-0.00914711,0.554324,-0.78068,-0.234943,-1.11855,-0.511375,-0.188771,0.196579,0.578676,-0.768203,0.741296,-0.940447,0.198128
3.63933,0.95546,0.0166529,6,63,0,22.414,0.0554698,0.0898325,0.19626,0.0874481,-0.276802,0.312927,-0.702149,0.555823,-1.70168,-1.44804,-0.869689,-0.135087,-0.367263,-0.313221,0.0405387,-0.781791,-0.919292,-0.689961,-0.654507,-1.09985,0.29472,-0.979914,-0.874304,-0.0335348,-0.419998,-0.192928,-0.834145,-1.32113,-0.485966,-1.68767,-0.991378,-1.16588,-0.737047,-0.445498,-0.88909,-0.645964,-1.13722,-0.0821213,-1.26131,-0.739518,-0.78736,0.0227022,-0.772083,-0.822605,-0.784155,-0.8094,-0.792983,-0.818108,-0.779795,-0.792252,-0.795574,-0.794306,-0.0417495,-0.315306,0.282762,0.405629,0.136781,1.40026,0.209101,0.59905,0.368489,0.631652,-0.0715218,-0.0488928,1.20684,-0.191845,-0.11163,0.204782,0.201751,0.798134,-0.37028,-0.0396961,0.324658,-1.0462,-0.376945,-1.23936,-0.438381,-0.380817,0.258137,0.422321,-0.78501,0.887508,-0.773771,0.0412356
6.24992,0.989135,0.0166529,6,63,0,11.0445,0.263873,-0.100976,0.023134,-0.0562246,-0.294773,0.306561,-0.685765,0.54002,-1.48319,-1.31659,-0.742507,-0.0933621,-0.490434,-0.470036,0.159778,-0.902389,-0.902998,-0.639848,-0.545471,-1.13665,0.401816,-0.952789,-0.817045,-0.126768,-0.46695,-0.304496,-0.853507,-1.2367,-0.375869,-1.62663,-1.08818,-1.27964,-0.940518,-0.35823,-0.977862,-0.599565,-1.30433,-0.252205,-1.45661,-1.00284,-0.792342,0.0129064,-0.801903,-0.768339,-0.792977,-0.794112,-0.793587,-0.767369,-0.783088,-0.799421,-0.793505,-0.798499,0.212628,-0.155513,0.41288,0.490621,0.0278126,1.25612,0.347446,0.522897,0.396504,0.695683,0.056843,-0.0893446,1.33872,-0.147986,-0.0659689,0.119273,0.187416,0.716479,-0.367275,0.0668151,0.452953,-0.977954,-0.405087,-1.32913,-0.593692,-0.233898,0.19257,0.486799,-0.927165,0.755781,-0.935325,-0.169314
-1.81379,0.995107,0.0166529,6,63,0,23.7392,0.269242,-0.0145237,-0.0162044,0.0356565,-0.19592,0.295485,-0.761443,0.501728,-1.31158,-1.3138,-0.671035,-0.0723677,-0.0689669,-0.204521,0.119873,-0.640801,-0.989374,-0.5269,-0.799628,-1.17688,0.382912,-0.912382,-0.593134,-0.378859,-0.542859,0.257964,-0.466545,-1.51358,-0.660179,-1.53089,-1.45755,-1.18728,-1.08278,-0.621259,-1.16993,-0.946305,-1.05046,-0.146121,-1.31852,-0.93736,-0.837482,0.0158539,-0.857002,-0.817239,-0.815076,-0.852098,-0.849281,-0.819348,-0.844854,-0.843927,-0.823256,-0.820629,0.237183,-0.212181,0.518529,0.462223,0.513663,1.45613,0.391054,0.636421,0.295976,0.782396,-0.161123,-0.0591568,1.25136,-0.131733,0.243535,-0.0613198,0.0460721,1.18229,0.0106371,-0.30973,0.136434,-0.854006,-0.744922,-0.961556,-0.593649,-0.371737,0.141798,0.309549,-0.449428,0.965909,-0.621711,-0.0330118
8.50461,0.704512,0.0166529,6,63,0,17.407,-0.223154,0.230696,0.321525,-0.137475,-0.18616,-0.00379612,-0.0718381,0.586369,-0.547069,-0.788692,0.0379198,-0.15063,0.0484073,0.866819,-0.0708406,0.0144656,0.00323541,0.365502,-0.681035,-0.721101,0.720958,-0.352236,-0.110205,-0.1828,-0.23106,0.646525,-0.442361,-0.637123,-0.178917,-1.23403,-0.764201,-0.754571,-0.577393,-0.187659,0.122955,0.535106,-0.392581,1.00933,-0.820574,0.00393841,-0.426612,0.0121455,-0.448519,-0.427417,-0.412799,-0.415254,-0.431854,-0.421432,-0.435607,-0.433083,-0.410436,-0.427142,-0.163634,-0.545565,0.080054,0.122842,0.0829648,1.07202,-0.0476559,0.424451,0.136383,0.521403,-0.593386,-0.747227,0.834965,-0.321659,-0.310958,-0.3077,-0.0980885,0.813623,-0.415572,-0.48899,-0.13317,-1.30205,-1.02197,-1.47499,-1.04753,-0.600905,-0.419243,-0.0601827,-1.04095,0.561942,-1.37793,-0.356224
7.36231,0.656287,0.0166529,6,63,0,16.056,-0.350678,0.186876,0.160196,-0.195626,-0.189739,0.0563264,-0.114752,0.58533,-0.639743,-0.981457,-0.0984936,-0.142472,-0.0575903,0.840589,0.361235,0.0202687,0.328622,0.0820419,-0.633819,-0.597733,0.813886,-0.311159,-0.00154524,-0.228641,-0.359978,0.531021,-0.431294,-0.576685,0.175545,-1.17729,-0.443096,-0.502488,-0.495119,-0.100936,0.285231,0.313924,-0.345749,1.12766,-0.742323,-0.172409,-0.407301,0.012518,-0.401606,-0.401582,-0.390151,-0.383503,-0.394955,-0.402999,-0.397422,-0.413083,-0.405616,-0.407303,-0.239837,-0.784753,-0.046451,-0.0352293,-0.133661,1.11902,0.213377,0.38704,0.473428,0.250039,-0.655777,-0.615263,0.759731,-0.450347,-0.316316,-0.586491,-0.454998,0.530979,-0.634539,-0.535861,0.0518176,-1.41698,-0.824365,-1.35531,-1.09284,-0.700869,-0.205351,-0.230769,-1.06494,0.673518,-1.36875,-0.597846
8.44922,0.845937,0.0166529,6,63,0,22.2344,-0.393419,0.443823,0.2327,-0.0419652,-0.144442,0.0392635,-0.170492,0.57874,-0.543641,-0.768292,0.0158994,-0.22418,-0.413482,0.785934,-0.0439627,0.0929664,0.00932768,0.100109,-0.531771,-0.627881,1.05934,-0.479314,-0.0396834,0.212343,-0.0960608,0.318421,-0.32407,-0.556161,0.052453,-1.17407,-0.392319,-1.17981,-0.57118,-0.227538,0.140763,0.439656,-0.722308,0.917158,-0.47218,0.0832761,-0.43894,0.0128349,-0.447181,-0.438636,-0.443964,-0.455628,-0.459853,-0.438031,-0.444506,-0.434426,-0.414268,-0.43704,-0.0749528,-0.450679,0.219771,0.0325603,-0.299907,1.15853,0.0185789,0.540045,0.283817,0.392252,-0.377003,-0.476973,0.995166,-0.608216,-0.305867,-0.0794044,-0.187724,0.295444,-0.498121,-0.551643,-0.0646801,-1.37948,-0.705685,-1.85215,-1.04932,-0.703748,-0.266666,-0.00896594,-1.29654,0.541084,-0.97579,-0.267329
-2.99992,0.392324,0.0166529,6,63,0,21.4758,-0.427324,0.534235,0.339888,0.0388386,-0.169523,0.0580559,-0.292907,0.498371,-0.699213,-0.956745,-0.527863,-0.231227,-0.366345,0.73712,0.0471176,-0.361117,-0.0853149,0.203897,-0.93483,-0.812136,0.857578,-0.412905,-0.506831,-0.0722861,-0.418899,0.809166,-0.459552,-0.482557,-0.117577,-0.99878,-0.861718,-0.572383,-0.7577,-0.168693,-0.143096,0.384387,-0.25066,0.748198,-1.03163,-0.292517,-0.455267,0.0145695,-0.469469,-0.427754,-0.459849,-0.452666,-0.480726,-0.452763,-0.445893,-0.460283,-0.460653,-0.481179,-0.0654618,-0.512277,-0.204913,0.11785,-0.17332,1.27007,0.168274,0.235298,0.320516,0.630448,-0.693458,-0.551346,0.907406,-0.439051,-0.682121,-0.301528,-0.413314,0.90734,-0.550661,-0.34014,-0.129909,-1.11471,-1.09502,-1.22699,-1.18439,-0.605094,-0.450873,0.0282635,-0.778148,0.465246,-1.47624,-0.557552
-6.83377,0.847449,0.0166529,6,63,0,36.5153,-0.211935,0.447528,0.301334,-0.0887766,-0.19454,0.0122077,-0.254003,0.598948,-1.01021,-1.10952,-0.0249227,-0.156556,-0.35009,0.418077,-0.378361,-0.230496,-0.121669,-0.213355,-0.404198,-0.496335,0.779466,-0.600021,-0.0819693,-0.167944,-0.355405,0.58425,-0.649958,-0.758404,-0.21159,-1.24079,-0.601769,-0.803626,-0.480897,-0.284592,0.228348,0.404,-0.584392,0.841315,-0.842792,-0.0790495,-0.492756,0.0265997,-0.48562,-0.467848,-0.437881,-0.465873,-0.496772,-0.474768,-0.479698,-0.505365,-0.523222,-0.551717,-0.333277,-0.595391,0.295343,0.356939,-0.0700915,0.924921,-0.126422,0.458007,0.293708,0.2258,-0.0687177,-0.247402,0.917553,-0.549119,-0.256638,-0.295694,-0.213674,0.777818,-0.61919,-0.56848,-0.144836,-1.29292,-0.778816,-1.46415,-0.879869,-0.64029,-0.197408,-0.0772372,-1.15345,0.498462,-1.31674,-0.346925
3.29548,0.908148,0.0166529,6,127,0,18.7504,0.108849,0.581778,-0.0377447,0.034692,-0.125458,0.0536707,-0.186557,0.508686,-0.846067,-0.81446,-0.314541,-0.304751,-0.182621,0.715474,-0.0366967,-0.478632,-0.0581348,-0.0568934,-0.720919,-0.853722,1.18834,-0.187766,0.258023,0.583811,0.0922326,0.880465,0.0468138,-0.273209,0.347165,-0.723748,-0.611702,-0.737161,-0.59046,-0.442009,-0.149563,0.454883,-0.513417,0.918002,-0.617592,-0.227545,-1.01408,0.0274393,-1.00899,-0.983425,-1.02341,-0.999436,-1.01828,-1.05509,-0.991322,-0.989256,-1.00373,-1.05213,0.266573,0.147393,0.568086,0.565095,0.582442,1.76422,0.664472,0.595672,0.885829,0.902405,0.0799234,-0.017098,1.38244,-0.0498915,0.296226,0.560675,0.242884,1.11034,0.125906,0.000118481,0.495262,-0.652322,-0.342611,-0.779866,-0.464488,-0.333928,0.0965302,0.665196,-0.451337,1.17176,-0.494175,0.0287686
