# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_NC_sim2_model
# start_datetime = 2022-04-21 07:12:02 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpSmrUlH/standata-4f383cb7432.json
# init = 2 (Default)
# random
#   seed = 400853124
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_sim2_power-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_sim2-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_NC_sim2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,z_re.33,z_re.34,z_re.35,z_re.36,z_re.37,z_re.38,z_re.39,z_re.40,z_re.41,z_re.42,z_re.43,z_re.44,z_re.45,z_re.46,z_re.47,z_re.48,z_re.49,z_re.50,z_re.51,z_re.52,z_re.53,z_re.54,z_re.55,z_re.56,z_re.57,z_re.58,z_re.59,z_re.60,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_i.33,re_i.34,re_i.35,re_i.36,re_i.37,re_i.38,re_i.39,re_i.40,re_i.41,re_i.42,re_i.43,re_i.44,re_i.45,re_i.46,re_i.47,re_i.48,re_i.49,re_i.50,re_i.51,re_i.52,re_i.53,re_i.54,re_i.55,re_i.56,re_i.57,re_i.58,re_i.59,re_i.60,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,SI.33,SI.34,SI.35,SI.36,SI.37,SI.38,SI.39,SI.40,SI.41,SI.42,SI.43,SI.44,SI.45,SI.46,SI.47,SI.48,SI.49,SI.50,SI.51,SI.52,SI.53,SI.54,SI.55,SI.56,SI.57,SI.58,SI.59,SI.60,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32,Ht.33,Ht.34,Ht.35,Ht.36,Ht.37,Ht.38,Ht.39,Ht.40,Ht.41,Ht.42,Ht.43,Ht.44,Ht.45,Ht.46,Ht.47,Ht.48,Ht.49,Ht.50,Ht.51,Ht.52,Ht.53,Ht.54,Ht.55,Ht.56,Ht.57,Ht.58,Ht.59,Ht.60
# Adaptation terminated
# Step size = 0.061324
# Diagonal elements of inverse mass matrix:
# 0.027242, 0.0358097, 0.0278466, 0.0324987, 0.00642291, 0.00220274, 0.0280371, 0.0137562, 0.239588, 0.221749, 0.17773, 0.279716, 0.285417, 0.20315, 0.187109, 0.165396, 0.204727, 0.164453, 0.204055, 0.163807, 0.264587, 0.201658, 0.154861, 0.186386, 0.180321, 0.238985, 0.235413, 0.177217, 0.185534, 0.173827, 0.168227, 0.174597, 0.193407, 0.190477, 0.221702, 0.178386, 0.169291, 0.222685, 0.197131, 0.178264, 0.180117, 0.149632, 0.168011, 0.211185, 0.177485, 0.221591, 0.189198, 0.231357, 0.207919, 0.21108, 0.173891, 0.144685, 0.178037, 0.150281, 0.13185, 0.170426, 0.137307, 0.197629, 0.161624, 0.207034, 0.144049, 0.184605, 0.156258, 0.199739, 0.168191, 0.156672, 0.200853, 0.182846, 0.00145421
619.29,0.923968,0.061324,6,63,0,-587.848,-0.0481287,-0.063017,-0.217882,-0.472535,-0.149739,0.160038,0.18012,0.377259,1.84299,1.44166,0.669311,2.06253,0.0191822,-0.995364,-0.15727,1.03105,1.01606,0.0774851,-1.4651,-0.300432,0.926893,1.498,0.291039,-0.893541,-1.00007,-0.648314,-0.622893,-0.340166,-0.881765,0.715603,-0.530657,-0.648899,-2.16625,1.58459,-1.78257,-1.10258,-0.361397,0.213683,-0.343758,1.76743,1.08369,-1.10381,-0.107797,1.52627,1.55256,-0.909891,-0.835014,-1.30675,-0.765501,0.260392,1.17214,0.353888,-1.57957,-0.596945,0.0824069,-1.52389,0.577473,0.433119,-2.93826,0.992316,-0.566933,-0.189066,0.648967,-1.09785,0.664997,1.81598,0.4895,1.50026,10.0741,0.875404,0.723998,0.432624,0.958227,0.187357,-0.195389,0.120789,0.569094,0.563439,0.209352,-0.372601,0.0667796,0.529799,0.745253,0.289917,-0.156976,-0.197164,-0.0644618,-0.0548714,0.0517898,-0.152533,0.450088,-0.0200744,-0.0646825,-0.637116,0.777919,-0.49237,-0.235837,0.0437801,0.260734,0.0504347,0.846899,0.588951,-0.236303,0.139453,0.755918,0.765836,-0.163144,-0.134896,-0.312861,-0.108671,0.278356,0.622319,0.313628,-0.415788,-0.0450821,0.211209,-0.39478,0.397977,0.343518,-0.928362,0.55448,-0.0337599,0.108794,0.424949,-0.234054,0.430996,0.865214,0.364789,0.746106,1.45749,1.34411,0.833819,1.45042,1.17573,0.253984,0.687375,0.991146,0.932516,0.642111,0.465882,0.617306,0.668692,1.17857,0.797619,0.185335,0.384926,-0.0101075,0.0952834,0.671352,0.221716,0.669097,0.0228376,0.100796,-0.653088,0.996929,-0.444104,0.0468537,0.433533,0.0531611,0.525837,0.846987,0.679485,-0.113649,0.385228,0.847563,0.931314,0.365234,-0.0175956,-0.120062,-0.0972477,-0.302194,0.543295,0.14951,-0.692321,-0.00633774,0.0149725,-0.39886,0.255271,-0.124616,-1.01218,0.672966,-0.256762,-0.0237611,0.463693,-0.253639,0.448328,0.652918,0.472568,0.597492,0.188851,0.206834,0.302838,0.189936,0.235821,0.436843,0.334617,0.270686,0.282415,0.34477,0.385591,0.350394,0.33879,0.23531,0.310535,0.453798,0.404939,0.502527,0.476197,0.338194,0.444797,0.338699,0.494291,0.474822,0.657706,0.269546,0.609237,0.488289,0.393283,0.486713,0.371488,0.300065,0.336376,0.528382,0.404867,0.299944,0.282658,0.409693,0.504399,0.52998,0.524293,0.574979,0.367421,0.462692,0.666483,0.501584,0.496257,0.598414,0.436526,0.531114,0.733447,0.337833,0.56384,0.50594,0.38611,0.563072,0.389758,0.342332,0.384009,0.354918
609.026,0.963633,0.061324,6,63,0,-584.197,0.135659,-0.0241492,-0.0456961,-0.476068,-0.0751967,0.165659,-0.0843627,0.35001,0.996991,1.98358,0.799035,2.31331,0.539513,-1.35937,1.1909,1.12354,0.758238,0.492422,-1.85113,0.143277,1.06763,1.49958,0.601515,-0.682588,-1.29331,0.0695089,-1.15492,0.133716,-0.0849556,1.26343,0.602862,-0.0715799,-1.42617,0.431325,-3.20879,-2.32444,-0.478149,0.73204,-1.11219,0.467453,0.377303,-1.29066,-0.233295,0.50971,-0.229929,-1.19997,-0.788954,-1.16456,-1.52251,0.530485,0.609646,-0.0105634,-2.54514,-0.416927,0.34032,-1.72453,-0.789085,-0.0471781,-0.849957,1.87984,0.322097,-0.0692273,1.34235,-1.26539,0.90857,2.1787,0.551028,0.860517,9.97945,0.264594,0.60991,0.195307,0.725318,0.104472,-0.560155,0.332465,0.308887,0.181028,0.0879897,-0.732277,-0.0342143,0.289318,0.440505,0.126173,-0.323275,-0.537034,-0.0600339,-0.488596,-0.0375607,-0.114098,0.35785,0.126645,-0.109416,-0.583537,0.0666051,-1.20747,-0.897939,-0.25172,0.171859,-0.47364,0.0792505,0.0476971,-0.536105,-0.166018,0.0940408,-0.16484,-0.504365,-0.360504,-0.491971,-0.617258,0.101312,0.129019,-0.08806,-0.975186,-0.230291,0.0347528,-0.687966,-0.36055,-0.100875,-0.381856,0.573601,0.0283744,-0.108593,0.385473,-0.527262,0.233646,0.678204,0.108503,0.216827,1.0654,1.34452,0.734688,1.3104,1.19459,0.00342029,1.04019,0.944032,0.704279,0.728511,0.282574,0.665449,0.696974,0.996015,0.80433,0.186535,0.26377,0.134587,-0.160575,0.782061,0.553265,0.947254,0.542325,0.453105,-0.197428,0.656009,-0.789102,-0.191264,0.50872,0.291168,0.329811,0.473425,0.572583,0.00491025,0.436827,0.448904,0.397681,0.410981,0.177823,-0.00101986,-0.264008,-0.18388,0.351557,0.00645436,-0.937125,0.0513881,0.113138,-0.427793,-0.255283,-0.329614,-0.247018,0.980616,0.0933179,0.0870623,0.667152,-0.360165,0.504572,0.748524,0.510141,0.404417,0.256279,0.206768,0.324167,0.21242,0.232438,0.499145,0.261113,0.280087,0.330864,0.325522,0.429823,0.339517,0.332483,0.269726,0.3091,0.453501,0.434437,0.466404,0.540058,0.313876,0.365107,0.279437,0.367647,0.388623,0.549197,0.341637,0.687639,0.547671,0.375494,0.427718,0.418287,0.383806,0.360641,0.498772,0.392497,0.389621,0.40187,0.398677,0.455661,0.500255,0.565621,0.545841,0.413005,0.498386,0.718519,0.487156,0.471746,0.605347,0.563476,0.581666,0.561442,0.27277,0.476687,0.478248,0.339135,0.58908,0.376467,0.321143,0.375161,0.400252
610.156,0.817557,0.061324,6,63,0,-572.159,-0.116113,0.000264575,-0.167888,-0.384573,-0.19432,0.197485,0.0548832,0.351176,1.90301,1.22099,-0.115212,1.60493,0.300676,-1.10716,-0.0155696,0.455793,1.38744,0.726864,-2.1604,-0.0178059,1.15738,0.147822,-0.198978,-0.553689,-1.47956,-0.213913,-0.572749,0.286769,-0.366578,0.662832,-0.296406,-0.376842,-0.839221,1.46113,-1.24162,-0.626211,-0.346646,0.705093,-0.799745,2.05579,1.39284,-0.67345,0.612244,1.26607,1.09052,-0.0488481,-0.794536,-0.235658,0.0113897,1.13443,0.764406,0.731122,-1.24547,-0.798862,0.318311,-1.25296,1.30016,0.631804,-2.73677,0.694348,-0.540906,0.233182,0.924058,-0.794655,0.915055,1.89007,-0.376122,1.73358,10.2626,0.723174,0.483665,0.0144236,0.618494,0.160473,-0.333924,0.0494156,0.214947,0.542119,0.31014,-0.703796,0.0486303,0.461328,0.106795,-0.0149931,-0.139559,-0.464702,-0.0202378,-0.146252,0.15559,-0.0738501,0.287654,-0.0492072,-0.0774547,-0.239831,0.567998,-0.381144,-0.165027,-0.0668504,0.302495,-0.225968,0.776828,0.544013,-0.181616,0.269888,0.499497,0.437846,0.037729,-0.224138,-0.0278742,0.058883,0.453268,0.323324,0.311635,-0.382497,-0.225658,0.166666,-0.385125,0.511468,0.276757,-0.906204,0.298721,-0.13507,0.136771,0.37939,-0.22418,0.376228,0.718631,-0.0772018,0.663674,1.46615,1.2862,0.543053,1.26522,1.42049,0.257227,0.782477,0.760443,1.02907,0.86953,0.361713,0.760851,0.649561,0.677106,0.641653,0.312655,0.278279,0.0786882,0.0667959,0.947198,0.442431,0.602476,0.0472892,0.167898,-0.21975,0.882819,-0.277701,0.222236,0.45935,0.0943312,0.411382,0.81775,0.69211,0.00816193,0.619445,0.669437,0.683199,0.733626,-0.0413073,0.263135,0.197698,-0.135334,0.354964,0.243047,-0.59697,-0.0411866,0.0563965,-0.256229,0.470666,-0.16596,-0.870589,0.576474,-0.280074,0.0989423,0.563861,-0.105203,0.532912,0.587521,0.186657,0.605005,0.187528,0.216497,0.367478,0.220076,0.194584,0.436045,0.313786,0.31855,0.263265,0.295352,0.410545,0.318462,0.343088,0.336908,0.344873,0.422467,0.430876,0.480338,0.483307,0.279449,0.391162,0.353778,0.48818,0.458124,0.554717,0.292594,0.568982,0.444669,0.38714,0.476435,0.398581,0.306242,0.333564,0.49796,0.349908,0.338623,0.335548,0.324399,0.510325,0.434593,0.450736,0.533782,0.412179,0.439536,0.644963,0.510295,0.485905,0.563709,0.384459,0.541395,0.704868,0.359744,0.569564,0.475285,0.362655,0.526277,0.369838,0.357204,0.453471,0.353199
614.192,0.988006,0.061324,6,63,0,-574.564,-0.0784018,-0.0709692,-0.218201,-0.298592,-0.212332,0.219902,-0.0549067,0.332185,1.61757,1.40316,-0.0740164,2.48986,-0.570008,-0.745275,0.395488,1.26609,0.625604,0.323316,-1.46099,0.146678,1.36606,1.02157,-0.188222,-1.20193,-0.850552,0.355027,-0.146814,-0.0683866,-0.391374,1.34292,0.872928,0.375153,-1.61932,2.03702,-1.97335,-0.584124,-0.298991,0.601779,-0.336743,2.42911,1.42545,-1.53624,0.342619,1.25352,1.56729,-1.34302,-0.352696,-1.20266,-0.913421,0.884099,1.3357,0.609034,-1.84697,-0.639294,-0.286508,-1.68268,0.191738,0.820028,-1.74791,1.92879,-0.280968,0.382479,1.09653,-1.25792,1.50471,1.80775,-0.0728064,1.56604,9.93226,0.482425,0.411203,-0.0794939,0.772187,-0.244255,-0.302476,0.0764684,0.365668,0.15291,0.0524939,-0.540224,-0.00618248,0.398877,0.284444,-0.117431,-0.454171,-0.337447,0.0630279,-0.103676,-0.0776237,-0.184915,0.391191,0.235067,0.0697134,-0.592822,0.621759,-0.710424,-0.248944,-0.154227,0.144995,-0.166768,0.752007,0.418606,-0.565223,0.0589062,0.361495,0.465723,-0.501039,-0.172067,-0.454412,-0.358331,0.238778,0.388794,0.147405,-0.668442,-0.267271,-0.150081,-0.613869,0.00878576,0.217494,-0.635536,0.585808,-0.14824,0.0721472,0.309344,-0.472768,0.444935,0.5456,-0.0790919,0.465309,1.28793,1.27767,0.483574,1.4643,1.13033,0.328909,0.867028,0.951277,0.670433,0.653284,0.621822,0.761605,0.589997,0.893056,0.58963,0.0253982,0.468063,0.148339,0.110447,0.781022,0.405277,0.76125,0.362453,0.363865,-0.548935,0.991819,-0.575448,0.204383,0.450916,-0.0687417,0.559828,0.818667,0.606487,-0.331797,0.46692,0.56502,0.759875,0.293642,0.0537675,-0.114484,-0.0159898,-0.23017,0.609915,0.254895,-0.720359,0.120847,-0.0881354,-0.286478,0.146639,-0.0920467,-0.414185,1.07996,-0.124249,0.21736,0.697461,-0.160327,0.802689,0.584773,0.399884,0.587749,0.216203,0.217947,0.381409,0.187811,0.2441,0.418506,0.295873,0.278628,0.3384,0.34225,0.349367,0.318298,0.356636,0.29048,0.35672,0.493651,0.385075,0.462983,0.472416,0.3141,0.400045,0.318375,0.410366,0.410024,0.633888,0.270553,0.640019,0.449081,0.389143,0.517179,0.363587,0.306047,0.352861,0.582197,0.385346,0.362387,0.318673,0.427112,0.486561,0.52859,0.503997,0.55729,0.352079,0.436619,0.672686,0.469825,0.52202,0.571134,0.463406,0.522995,0.602091,0.253513,0.531022,0.445873,0.332375,0.539996,0.309451,0.357835,0.40134,0.357152
611.984,0.999444,0.061324,6,63,0,-584.645,-0.126026,0.0151784,-0.149339,-0.189128,-0.189349,0.16916,0.0332805,0.306911,1.91798,2.05756,-0.185789,2.08107,-0.254301,-1.18057,0.076272,0.894998,1.45283,0.777685,-1.97143,0.390452,1.81555,0.519551,0.263613,-0.617167,-0.556942,1.08395,-0.205514,0.0438622,-0.385777,1.64583,1.0338,0.259701,-1.41257,2.00424,-2.34276,-0.718751,-0.223109,0.784122,-0.459197,2.71135,1.17369,-1.97296,1.05112,1.38917,1.2733,-0.494259,-0.311702,-0.821197,-0.789096,0.283699,1.44564,0.823234,-2.10057,-0.41111,-0.140603,-0.991504,0.477685,-0.153813,-2.04855,1.65292,-0.259381,0.0939457,0.783538,-1.31292,1.18348,2.35116,0.3585,1.45195,9.91254,0.621929,0.664769,-0.0237402,0.671985,-0.0447674,-0.329049,0.0566893,0.307965,0.47917,0.271961,-0.571774,0.153115,0.590493,0.192736,0.114186,-0.156135,-0.137651,0.365956,-0.0297939,0.0467423,-0.0851186,0.538403,0.350566,0.112986,-0.400253,0.648404,-0.685737,-0.187312,-0.0351942,0.273936,-0.107652,0.865424,0.3935,-0.572242,0.35588,0.459634,0.424069,-0.118413,-0.0623844,-0.218754,-0.208902,0.120351,0.476965,0.28594,-0.611408,-0.0928938,-0.00987222,-0.271023,0.179887,-0.0139263,-0.595443,0.54058,-0.0463262,0.0621135,0.273757,-0.369668,0.396502,0.754879,0.143308,0.478901,1.25485,1.37899,0.446857,1.25766,1.06869,0.202471,0.703215,0.771724,0.909152,0.749257,0.352148,0.779333,0.729401,0.703949,0.686251,0.240001,0.495267,0.464388,0.156568,0.727044,0.349505,0.776721,0.399418,0.283612,-0.425863,0.886722,-0.630117,0.0983208,0.385822,0.0724675,0.421671,0.860122,0.469359,-0.455769,0.628044,0.603323,0.594696,0.444686,0.0473198,0.019634,-0.0172801,-0.303743,0.587426,0.32201,-0.71749,0.166489,-0.0144173,-0.0657935,0.243034,-0.295868,-0.457836,0.867585,-0.0847171,0.104883,0.53314,-0.150831,0.628808,0.730026,0.456775,0.501363,0.221862,0.201172,0.390108,0.221377,0.255652,0.449554,0.3311,0.316106,0.287173,0.320983,0.412862,0.314464,0.325326,0.330937,0.334868,0.440286,0.378654,0.385945,0.460938,0.325844,0.413502,0.315027,0.401452,0.429568,0.604885,0.291787,0.652516,0.47544,0.404723,0.481891,0.396117,0.297314,0.384768,0.61201,0.347954,0.353584,0.355558,0.390625,0.488172,0.495092,0.50432,0.575357,0.357226,0.420186,0.672054,0.458474,0.503604,0.516442,0.439539,0.573432,0.612501,0.295757,0.521167,0.473803,0.369785,0.537636,0.347781,0.325189,0.387751,0.37722
616.791,0.960852,0.061324,6,63,0,-580.512,0.072974,-0.0548334,-0.455762,-0.81492,-0.0820915,0.19502,0.0779844,0.373676,0.992555,0.707062,0.636026,2.26714,0.108293,-1.12509,0.584418,0.7837,0.447743,0.119695,-1.98828,-0.484153,0.687066,1.21525,-0.148577,-0.724826,-1.4172,-1.01536,-1.29899,0.21855,0.00484231,1.20245,-0.509994,0.0270487,-1.1223,1.11273,-2.10317,-1.34032,0.100221,0.988509,-0.342402,0.83016,1.2848,0.473348,0.144425,1.40896,0.953722,-0.817407,-0.268616,-0.633222,-0.529196,1.23863,0.467785,0.287201,-1.19034,-0.248804,1.09416,-1.52237,0.581759,0.643195,-1.33007,1.29932,0.0819159,0.476566,1.37693,-1.25985,0.753519,2.29651,0.797394,1.30007,10.6914,0.448878,0.342196,0.315652,0.925158,0.118451,-0.342433,0.296367,0.370834,0.245295,0.122712,-0.664988,-0.102932,0.334724,0.532094,0.0224649,-0.192866,-0.45159,-0.301431,-0.407416,0.159651,0.0797939,0.527309,-0.112588,0.0880919,-0.341393,0.493786,-0.707921,-0.422862,0.115435,0.447366,-0.049963,0.388195,0.558084,0.254863,0.131952,0.604479,0.434367,-0.227461,-0.0223909,-0.158635,-0.119763,0.540832,0.252784,0.185304,-0.366817,-0.0149875,0.486847,-0.490886,0.295374,0.318331,-0.419032,0.563509,0.108594,0.256065,0.592509,-0.392791,0.359556,0.936134,0.375951,0.563788,1.2762,1.08308,0.829238,1.48863,1.27579,0.197565,1.00791,1.00314,0.741272,0.760883,0.410178,0.599804,0.704508,1.06329,0.701723,0.288438,0.375732,-0.192558,-0.13874,1.00752,0.369862,0.73227,-0.111451,0.263705,-0.372539,0.698746,-0.70385,-0.0757072,0.521284,0.0966154,0.402842,0.365854,0.69261,0.406998,0.351586,0.525051,0.60998,0.361669,0.126809,-0.0753261,-0.0335934,-0.126664,0.182086,-0.0393269,-0.653078,-0.0211213,0.244607,-0.520498,0.0824815,-0.287535,-0.599642,0.708373,-0.148319,0.15602,0.586375,-0.538184,0.341683,0.68509,0.514946,0.454938,0.218198,0.252923,0.303806,0.184127,0.218268,0.450769,0.26739,0.268325,0.322726,0.318455,0.398869,0.354389,0.330814,0.256682,0.33143,0.428386,0.407157,0.547991,0.53463,0.267466,0.408574,0.324697,0.527834,0.434453,0.592072,0.33209,0.669041,0.518918,0.372552,0.475865,0.40063,0.409543,0.333453,0.399632,0.412998,0.371672,0.352064,0.410556,0.46834,0.518823,0.508398,0.531624,0.454604,0.50983,0.657704,0.50528,0.439151,0.627264,0.479391,0.571393,0.645574,0.329958,0.537012,0.461074,0.357467,0.63139,0.415401,0.335126,0.374035,0.388187
