# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = CJD_NC_sim1_model
# start_datetime = 2022-03-10 13:52:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 2
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpmkgVm3/standata-1b3853602fa6.json
# init = 2 (Default)
# random
#   seed = 475988862
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim1-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/CJD_NC_sim1-profile-4.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=CJD_NC_sim1_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,m_i,s_i,z_i.1,z_i.2,z_i.3,z_i.4,z_i.5,z_i.6,z_i.7,z_i.8,z_i.9,z_i.10,z_i.11,z_i.12,z_i.13,z_i.14,z_i.15,z_i.16,z_i.17,z_i.18,z_i.19,z_i.20,z_i.21,z_i.22,z_i.23,z_i.24,z_i.25,z_i.26,z_i.27,z_i.28,z_i.29,z_i.30,z_i.31,z_i.32,m_j,s_j,z_j.1,z_j.2,z_j.3,z_j.4,z_j.5,z_j.6,z_j.7,z_j.8,z_j.9,z_j.10,z_j.11,z_j.12,z_j.13,z_j.14,z_j.15,z_j.16,z_j.17,z_j.18,z_j.19,z_j.20,z_j.21,z_j.22,z_j.23,z_j.24,z_j.25,z_j.26,z_j.27,z_j.28,z_j.29,z_j.30,z_j.31,z_j.32,z_j.33,z_j.34,z_j.35,z_j.36,z_j.37,z_j.38,z_j.39,z_j.40,z_j.41,z_j.42,z_j.43,z_j.44,z_j.45,z_j.46,z_j.47,z_j.48,z_j.49,z_j.50,z_j.51,z_j.52,z_j.53,z_j.54,z_j.55,z_j.56,z_j.57,z_j.58,z_j.59,z_j.60,z_j.61,z_j.62,z_j.63,z_j.64,z_j.65,z_j.66,z_j.67,z_j.68,z_j.69,z_j.70,z_j.71,z_j.72,z_j.73,z_j.74,z_j.75,z_j.76,z_j.77,z_j.78,z_j.79,z_j.80,s_SI,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_j.1,re_j.2,re_j.3,re_j.4,re_j.5,re_j.6,re_j.7,re_j.8,re_j.9,re_j.10,re_j.11,re_j.12,re_j.13,re_j.14,re_j.15,re_j.16,re_j.17,re_j.18,re_j.19,re_j.20,re_j.21,re_j.22,re_j.23,re_j.24,re_j.25,re_j.26,re_j.27,re_j.28,re_j.29,re_j.30,re_j.31,re_j.32,re_j.33,re_j.34,re_j.35,re_j.36,re_j.37,re_j.38,re_j.39,re_j.40,re_j.41,re_j.42,re_j.43,re_j.44,re_j.45,re_j.46,re_j.47,re_j.48,re_j.49,re_j.50,re_j.51,re_j.52,re_j.53,re_j.54,re_j.55,re_j.56,re_j.57,re_j.58,re_j.59,re_j.60,re_j.61,re_j.62,re_j.63,re_j.64,re_j.65,re_j.66,re_j.67,re_j.68,re_j.69,re_j.70,re_j.71,re_j.72,re_j.73,re_j.74,re_j.75,re_j.76,re_j.77,re_j.78,re_j.79,re_j.80
# Adaptation terminated
# Step size = 0.0138875
# Diagonal elements of inverse mass matrix:
# 0.199564, 0.209409, 0.512439, 0.610058, 0.59841, 0.507251, 0.430424, 0.429835, 0.441, 0.439923, 0.34451, 0.365784, 0.459457, 0.485902, 0.499168, 0.747949, 0.381773, 0.393754, 0.463847, 0.421117, 0.497441, 0.496264, 0.426041, 0.422335, 0.543573, 0.429, 0.402007, 0.39955, 0.519968, 0.429569, 0.602414, 0.503304, 0.725328, 0.373127, 0.460558, 0.00353105, 0.00936933, 0.189639, 0.203661, 0.190366, 0.180012, 0.205706, 0.203773, 0.218049, 0.226768, 0.217967, 0.192035, 0.194504, 0.20037, 0.219259, 0.254399, 0.201819, 0.223022, 0.213758, 0.220134, 0.216455, 0.225457, 0.221328, 0.205531, 0.216166, 0.238538, 0.216435, 0.218895, 0.213466, 0.191756, 0.234288, 0.223186, 0.19634, 0.219087, 0.203875, 0.186933, 0.226777, 0.203632, 0.199308, 0.218073, 0.213856, 0.25598, 0.234657, 0.195578, 0.215398, 0.236643, 0.228053, 0.243729, 0.207134, 0.234444, 0.214844, 0.198748, 0.216766, 0.201002, 0.221493, 0.201211, 0.217625, 0.209664, 0.202246, 0.228694, 0.244207, 0.227313, 0.250921, 0.21761, 0.2154, 0.23262, 0.214708, 0.19736, 0.218257, 0.211853, 0.214972, 0.245519, 0.212011, 0.193567, 0.237669, 0.217911, 0.230937, 0.247873, 0.206035, 0.20812, 0.217461, 0.199999, 0.539201, 0.359255, 0.35635, 0.356805, 0.355621, 0.358242, 0.358729, 0.350647, 0.35362, 0.355709, 0.357326, 0.358832, 0.34684, 0.359658, 0.349367, 0.351888, 0.352007, 0.355989, 0.351968, 0.353412, 0.357328, 0.354387, 0.357053, 0.361099, 0.353636, 0.349532, 0.35346, 0.35159, 0.352123, 0.352154, 0.369772, 0.353527, 0.35223
-3962.32,0.99931,0.0138875,8,255,0,4045.02,-0.447181,1.10802,0.418419,-1.93857,-2.4252,-1.18372,0.110673,0.159222,0.215766,0.896698,-0.0114819,-0.565694,-0.166414,-1.48713,-1.23846,2.44112,-0.35768,-0.0108605,1.26664,0.192458,2.47889,-0.968204,-1.41184,0.405774,-1.40245,0.1439,-0.305625,-0.341411,0.847392,1.12481,1.71177,-0.470282,3.20079,-0.541264,0.452588,0.0101395,0.469474,0.798877,-0.0483407,-0.904637,0.680815,0.206884,0.220084,-1.38824,0.998667,0.273938,-1.60304,0.330003,-0.0126972,0.829786,1.04685,-0.518444,0.310891,-1.38881,0.0818615,-1.46255,1.2814,-0.258916,-0.187244,0.323099,-1.59705,-1.74575,-0.229672,0.499419,0.335439,-0.634421,-0.846914,-0.101677,-1.15197,0.600348,-1.14696,1.20359,-0.00837362,0.773652,-0.564469,0.437138,-2.98651,0.837778,0.973305,-0.688972,0.776311,-0.305034,1.28899,-1.05662,1.02426,-0.737218,0.420274,0.312873,0.614547,-0.138502,0.492194,-0.0286973,1.15005,-0.272994,1.15288,-0.658451,1.71181,1.66848,0.397192,-0.287821,0.224011,-0.925107,0.552971,-0.54687,-0.338118,-1.4155,0.704822,-1.41624,-0.0781714,1.07265,-0.239335,1.50304,1.56413,0.53848,0.896642,-0.355014,-0.332705,0.0909891,-0.0389311,-0.207316,0.262469,0.615359,0.617693,0.83219,1.04733,0.598816,0.526464,0.637539,0.117955,-0.0742563,1.76078,0.575031,0.69194,1.24731,0.683567,1.57339,0.302018,-0.0653347,0.854728,0.0155002,0.689963,0.412801,0.826777,1.09452,1.02716,1.48167,0.278972,1.8495,0.310572,0.817314,0.296885,0.0932694,0.612729,1.15433,1.17464,1.1983,1.48322,1.10322,0.871323,1.03839,0.485775,0.589827,2.12943,0.95836,1.10348,1.63801,1.18855,2.14523,0.702906,0.517281,1.2778,0.52121,1.16823,0.980141,0.965168,1.46259,1.57866,1.82426,0.911246,2.44729,0.881545,1.29739,0.385192,-0.0125552,-0.414564,0.329765,0.107266,0.113463,-0.641601,0.478988,0.138746,-0.742446,0.165068,0.00417854,0.399703,0.501611,-0.233257,0.156095,-0.641873,0.0485714,-0.67649,0.611722,-0.111415,-0.0777666,0.161826,-0.739633,-0.809447,-0.0976856,0.244604,0.16762,-0.287705,-0.387465,-0.0375952,-0.530682,0.291988,-0.528329,0.575194,0.00620834,0.373349,-0.254864,0.215364,-1.39195,0.403455,0.467081,-0.313315,0.374598,-0.133066,0.615288,-0.485915,0.491003,-0.335965,0.207447,0.157025,0.298653,-0.0548834,0.241212,-0.00333309,0.55006,-0.118024,0.551388,-0.298986,0.813789,0.793448,0.196611,-0.124985,0.115307,-0.424174,0.269745,-0.246602,-0.148598,-0.654402,0.341035,-0.65475,-0.0265599,0.513721,-0.102222,0.715779,0.74446,0.262942,0.43109,-0.15653,-0.146057
-3965.75,0.998057,0.0138875,8,255,0,4037.71,0.555495,0.312575,0.437208,-1.54058,-1.86081,-1.22048,-0.158888,-0.731621,1.80663,0.421223,-0.880527,0.187996,0.107752,-1.39076,-2.15414,1.95373,0.123052,0.16746,0.0730598,0.283116,0.300638,-0.426131,-1.14633,1.08031,-2.40071,0.60467,-0.649455,0.105882,0.644201,-0.253202,1.64228,-1.23637,1.28137,-0.863283,0.850735,0.0130709,0.493776,0.224805,0.669972,-1.00617,-0.158551,0.311663,-0.251327,-1.05612,1.28267,-0.392451,-0.687064,-0.287653,-0.247917,1.19874,0.986534,-0.0257198,-0.257308,-1.52823,-0.0852218,-0.394775,0.825494,-0.080471,0.660967,0.735482,-2.60868,-0.274175,-0.700914,1.66787,-0.09128,-0.232849,-1.58586,-0.672446,-1.09223,0.247317,-0.747125,1.77194,0.845884,0.0740467,-1.07928,0.604439,-2.67528,0.775228,0.126925,0.515197,0.73916,-0.234935,1.41875,-0.509614,0.421638,-1.01808,1.09315,0.139359,0.178501,0.6927,-0.478516,1.4803,1.76128,-0.742722,1.06337,-0.640514,1.18608,1.53626,1.25512,-0.817393,0.577553,-0.817415,-0.128456,-0.411692,-0.748974,-2.07673,0.654561,-1.86702,-0.876092,0.175051,-0.987625,1.38884,1.64319,0.724508,0.222306,-0.183342,-0.70993,0.219842,-0.0494283,-0.159954,0.290819,0.751617,0.701182,1.18809,0.981488,0.568076,0.717636,0.798576,0.104187,-0.220654,1.85541,0.626842,0.67828,1.25612,0.823796,1.24711,0.483821,0.329582,1.24659,-0.172006,1.05493,0.5532,0.665401,1.32002,0.964192,1.7468,0.465533,1.85415,0.548982,1.32937,-0.360978,-0.500985,-0.221029,0.243108,-0.00729555,1.10245,0.496738,-0.0723982,0.394769,0.359685,-0.295478,-0.62923,1.16676,0.366375,0.38579,0.344518,0.436356,0.444016,0.126267,-0.18861,0.784897,-0.737035,0.576942,0.0286281,0.358868,0.594225,0.201873,1.03059,-0.227974,0.8728,-0.0648593,0.684523,0.124074,0.343887,-0.483751,-0.0652176,0.166963,-0.111028,-0.508416,0.64642,-0.180712,-0.326185,-0.128965,-0.109344,0.60498,0.500197,0.000371089,-0.113981,-0.741532,-0.0290096,-0.181859,0.42068,-0.0266637,0.33944,0.376234,-1.27503,-0.12231,-0.333023,0.836625,-0.0320009,-0.101904,-0.769987,-0.318967,-0.526247,0.13519,-0.355841,0.888013,0.430748,0.0496334,-0.519849,0.311528,-1.30792,0.395859,0.0757435,0.267462,0.37805,-0.102934,0.713615,-0.238564,0.221265,-0.489631,0.552841,0.081883,0.10121,0.355109,-0.223209,0.744008,0.882749,-0.353667,0.538139,-0.303199,0.598728,0.77164,0.632818,-0.390538,0.298252,-0.390549,-0.0503577,-0.190212,-0.356754,-1.01237,0.336277,-0.908816,-0.419522,0.0995068,-0.474594,0.698848,0.824439,0.370815,0.12284,-0.0774589,-0.337475
-3981.52,0.996212,0.0138875,8,255,0,4062.69,-0.125056,0.3072,0.391965,-0.324308,-0.93654,-1.35393,0.107381,-0.20971,1.08079,0.128828,-0.0937731,-0.326873,-0.185713,-1.11879,-1.02369,2.22695,-0.935421,0.38628,1.58555,-0.569624,1.72162,0.322496,-0.554753,0.778631,-0.509681,-0.0222624,0.450173,-0.694551,1.47384,0.378434,1.47232,-1.02488,1.93394,-0.602384,-0.0413409,0.0705476,0.501681,0.330357,0.0995183,-1.2408,-1.24046,-0.146389,-0.159351,-1.57042,0.433541,0.634263,-1.6201,-0.85786,0.289929,1.23227,1.04017,0.650954,-0.48231,-1.03622,0.0937431,-0.571438,1.23602,-0.275586,0.62422,0.612239,-2.05124,-0.980262,0.162027,0.914177,-0.655378,-1.37342,-1.09751,0.839651,-0.372335,0.891415,-1.33506,1.43569,-0.925592,0.264787,-0.612521,0.0228966,-2.20696,1.25767,-1.09334,0.243108,0.311569,0.449446,1.58443,-0.321205,1.5585,-1.81916,-0.324116,-0.327798,-0.67138,-1.2632,0.651749,0.531414,0.416745,-0.109682,2.06078,-1.05088,1.67596,1.40354,1.44666,0.062531,-0.40554,-1.86398,0.263983,-0.433009,-1.35026,-0.825408,1.69039,-0.609918,-1.02089,0.46946,-1.01566,1.17972,1.75758,0.350751,-0.1645,-0.291792,-0.250294,0.311389,-0.550992,-0.718085,-0.206505,0.189785,0.1893,0.759546,0.656403,0.138197,0.0814533,0.165537,-0.548577,-0.488032,1.49592,0.143949,0.391657,0.533535,0.129333,1.03342,0.0499987,-0.212047,0.674175,-0.779563,0.431346,0.0154681,0.160621,0.676476,0.548272,0.992429,-0.547406,1.39457,0.0317373,0.299792,0.180082,-0.0598913,-0.223494,0.349289,0.225001,0.730831,0.357696,0.270444,0.179077,0.234407,-0.131327,-0.0940526,1.18009,-0.0594528,0.458608,0.92868,0.0839271,0.982015,0.433607,0.0897559,0.612396,0.107422,0.298474,0.483652,0.0349599,0.884894,0.455533,0.884298,-0.094519,1.06524,0.0710862,0.290996,0.236281,0.120474,-0.55194,-0.55177,-0.00289284,-0.00939594,-0.717302,0.288047,0.388745,-0.742225,-0.359825,0.216,0.688756,0.592379,0.397119,-0.171418,-0.449302,0.117577,-0.216132,0.690638,-0.0677088,0.383707,0.377697,-0.958523,-0.421231,0.151834,0.529173,-0.258243,-0.618473,-0.480051,0.491785,-0.116246,0.517754,-0.599229,0.790808,-0.393804,0.203386,-0.236743,0.0820344,-1.03664,0.701498,-0.47796,0.19251,0.226856,0.296026,0.865427,-0.0905948,0.852417,-0.842089,-0.0920552,-0.0939026,-0.266271,-0.563174,0.397518,0.337148,0.279621,0.015522,1.1044,-0.45666,0.911344,0.774677,0.796308,0.101918,-0.132904,-0.864575,0.202983,-0.146685,-0.606851,-0.343544,0.918585,-0.235437,-0.441615,0.306067,-0.438992,0.662389,0.952292,0.246513,-0.0119789,-0.0758389,-0.0550201
-3974.06,0.998998,0.0138875,8,255,0,4050.19,-0.159528,0.447277,0.519585,-0.485816,-1.10823,-1.2229,-0.137702,-0.624956,0.502064,-0.931315,-0.69089,-0.363573,-0.148819,-1.73445,-0.638676,2.36186,-0.136509,0.0978189,1.26947,0.0595284,0.524067,-0.517845,-1.21054,1.21816,-0.950469,0.427382,0.421579,-0.366775,-0.30481,0.961802,0.145663,-1.81513,1.44132,0.960441,-0.829067,0.0058064,0.57698,0.60184,-0.0379215,0.0764329,-0.209182,-0.000558195,-0.447076,-0.403831,1.90253,0.32344,-0.973321,0.206076,0.228476,0.854914,0.950166,0.133525,-0.274439,-0.578998,-0.339531,-1.14254,0.288755,-0.588584,0.145611,0.52804,-1.79822,-0.886476,-0.374587,1.20269,-0.857163,-0.808938,-0.489955,-0.305185,-0.894907,0.588525,-1.24877,0.944211,-0.589715,1.10189,-0.697105,0.277586,-2.62862,0.790582,-0.742116,0.437762,0.974002,-1.21466,1.2794,-0.309662,0.942933,-1.54743,0.118118,-0.287525,-0.590076,0.297161,0.396882,0.606976,0.856203,-0.494191,0.984112,-0.644863,0.479129,1.2693,1.34382,0.505208,0.154971,-1.18602,0.391784,-0.266867,-0.371098,-0.948757,1.42349,-1.61034,0.0469981,1.26077,-0.985182,1.36285,2.13199,0.698549,-0.132328,-0.0364611,0.0600504,0.377155,-0.56838,-0.660639,-0.142751,0.266053,0.168969,0.768122,0.515157,0.172684,0.0458618,0.266561,-0.428443,-0.465788,1.50067,0.233165,0.253179,0.482538,0.176565,1.02713,-0.0800277,-0.22475,0.504628,-0.582426,0.400046,0.174438,0.117007,0.587063,0.548842,1.00648,-0.402021,1.38782,0.0637589,0.356108,0.194854,-0.12854,-0.188121,0.375729,0.122559,0.708141,-0.0366204,0.0883007,0.25837,0.369953,-0.453916,0.11543,1.67446,0.376349,0.498102,1.10687,0.478207,0.719574,0.178212,-0.181701,1.08022,-0.0465728,0.669338,0.666323,0.256706,0.288902,0.947015,0.522961,-0.495836,1.19616,0.946307,0.016506,0.353056,-0.0160735,0.0499067,-0.114887,0.00548434,-0.252148,-0.227196,1.10353,0.192425,-0.55578,0.124708,0.137633,0.499074,0.554033,0.0828477,-0.15254,-0.328264,-0.190096,-0.653416,0.172412,-0.333795,0.0898211,0.310475,-1.03173,-0.505673,-0.210323,0.699734,-0.48876,-0.460935,-0.276888,-0.170279,-0.510537,0.345373,-0.71471,0.550597,-0.334448,0.641575,-0.396409,0.165968,-1.51086,0.461956,-0.42238,0.258387,0.567786,-0.695027,0.743994,-0.172862,0.54986,-0.88703,0.0739579,-0.16009,-0.334656,0.177262,0.234799,0.356019,0.499818,-0.279332,0.573619,-0.366267,0.282254,0.738168,0.781161,0.297302,0.0952213,-0.678506,0.231858,-0.148171,-0.20831,-0.541607,0.827131,-0.923329,0.0329234,0.733248,-0.562624,0.792144,1.23592,0.408855,-0.070544,-0.0152309,0.0404543
-3987.41,0.999117,0.0138875,8,255,0,4047.81,0.3087,0.541041,0.388766,-1.62604,-1.31286,-1.27073,0.0422257,-0.499466,-0.194069,-0.789313,-0.521895,0.669273,0.411116,-1.81343,-1.44766,0.856439,-1.10079,0.383938,1.15796,0.601805,0.702676,-0.364039,-0.7085,0.727698,-2.09255,-0.0961888,-0.14443,-0.839023,0.503767,0.473447,-1.03284,-0.706571,2.54906,0.858246,-0.538786,-0.0529867,0.500839,0.750112,0.0352449,-0.0147287,-0.139055,0.397979,-0.443583,-0.328839,2.1672,0.492225,-1.00645,0.261815,0.447079,1.31565,0.925707,0.495237,0.0275323,-0.769731,-0.458325,-0.969365,0.428977,-0.467843,0.0410696,1.0277,-2.03274,-0.631193,-0.156273,1.46453,-0.639491,-0.813793,-0.18436,-0.358647,-1.0837,0.965191,-1.31686,1.26051,-0.455523,1.30426,-0.627561,0.237987,-2.78271,1.09352,-0.951524,0.817049,1.061,-1.00999,1.58157,0.0847257,1.22728,-1.10419,0.282305,-0.0871695,-0.117734,0.52144,0.889583,0.902327,1.2364,-0.798638,1.55626,-0.545191,0.898506,1.81194,1.66318,0.640348,0.453367,-1.09403,0.506061,0.00437218,-0.31725,-0.827804,1.93402,-1.95665,0.684827,1.29063,-0.679664,1.61222,2.94814,0.439748,0.0645251,0.431009,0.208365,0.355885,-0.0932858,-0.252754,0.284321,1.02415,0.764372,1.20611,1.08526,0.56252,0.65456,0.799405,0.199946,0.121924,2.14962,0.716107,0.740258,1.24062,0.720255,1.45762,0.516466,0.199068,1.22597,-0.0765633,1.10932,0.417167,0.755846,1.27156,1.07291,1.46388,0.24923,1.80224,0.401772,1.03073,-0.0911096,0.0306451,0.0470249,0.557457,0.346866,0.465594,0.234183,0.338146,0.801232,0.700869,-0.163958,-0.0217593,0.873996,0.113091,0.690304,0.991216,0.775003,0.814218,0.399515,0.2656,0.823946,-0.27247,0.503646,0.484892,0.214857,0.736889,0.725102,0.139509,0.26635,1.53203,0.874699,0.331579,0.322699,-0.0353346,-0.0603633,-0.122631,0.146337,-0.27515,-0.217682,1.03243,0.193539,-0.557055,0.0781403,0.170928,0.605942,0.410643,0.195047,-0.0391974,-0.438498,-0.282533,-0.538482,0.161862,-0.287301,-0.0324174,0.461726,-1.07106,-0.369113,-0.131254,0.680507,-0.373268,-0.460566,-0.145321,-0.232611,-0.595744,0.430418,-0.71252,0.578325,-0.28113,0.600239,-0.367294,0.0662063,-1.44667,0.494688,-0.529547,0.356223,0.478402,-0.558828,0.739123,-0.0105527,0.561684,-0.606008,0.0884024,-0.0966445,-0.111953,0.208171,0.392551,0.398934,0.56625,-0.452975,0.726449,-0.32604,0.39702,0.854502,0.779999,0.267724,0.174077,-0.600922,0.200468,-0.0507969,-0.211878,-0.467583,0.915646,-1.03295,0.290001,0.59341,-0.393389,0.754476,1.42355,0.167256,-0.02067,0.162879,0.0513708
-3964.7,0.992977,0.0138875,8,255,0,4047.57,0.612589,0.334004,0.701019,-1.34024,-0.643935,-1.20132,-0.168153,-0.89441,0.0595647,-0.143926,-0.35981,-1.09472,-0.134071,-1.18649,-0.769741,0.963185,-0.744079,-0.375664,-0.309845,-0.322002,0.582532,-0.500944,0.0283316,-0.0938133,-1.7943,-0.0796158,-1.05848,-1.11528,0.31796,-0.182221,0.336594,-1.5867,1.80328,-0.302896,0.073733,-0.0224805,0.486985,0.732265,0.904246,0.405512,0.00413411,0.679028,-0.00063237,-1.53789,0.393998,0.615219,-0.97567,-0.0927603,-0.00713364,0.568483,1.3245,1.34518,-0.421971,-0.743422,0.654868,-0.970971,1.4289,-0.42569,0.766103,0.807546,-1.94302,-1.07888,-0.597235,1.0403,-0.486344,-0.960552,-1.4391,0.263834,-0.602707,0.00178417,-0.846729,1.30255,-0.243302,0.635509,-1.45539,0.489917,-1.85163,0.797354,0.407637,-0.830324,0.447421,0.51049,1.29494,-0.595564,0.931844,-0.423204,-0.126889,-0.269402,-0.681055,0.240859,0.37501,0.444756,1.9335,-0.367299,1.67059,-1.48447,2.13114,1.3786,1.4977,-0.221852,-0.698436,-1.62434,0.216743,-0.178031,-1.39208,-1.02797,1.05231,-1.30302,-0.943349,0.937271,-0.0979785,1.62069,2.26845,1.23762,-0.338691,-0.257372,-0.708755,0.25629,-0.062188,-0.306863,0.180774,0.790499,0.593607,0.969504,0.996597,0.470421,0.598083,0.605095,0.1276,0.0118344,1.83608,0.559195,0.798284,1.17187,0.681483,1.28489,0.393938,0.251305,0.900109,-0.167896,0.919386,0.194793,0.557237,1.10645,0.946759,1.30939,0.0995623,1.8651,0.401722,0.793962,-0.605529,-0.117407,-0.508143,0.216125,-0.292995,0.37576,0.233109,0.0817702,-0.433413,0.240017,-0.49775,-0.2056,1.00921,-0.18761,0.0706556,0.116797,0.108274,0.742369,-0.0171674,0.353865,0.268239,-0.923837,0.278191,-0.408011,-0.44783,0.5569,0.206263,0.569963,-0.778302,1.59813,0.121667,0.385692,0.334121,0.417874,0.174998,-0.0204673,0.308196,-0.0227885,-0.77141,0.16939,0.277122,-0.497617,-0.0676534,-0.0259545,0.254362,0.622529,0.632603,-0.227974,-0.384516,0.29643,-0.495329,0.673371,-0.229785,0.3506,0.370782,-0.968705,-0.547881,-0.313325,0.484132,-0.259323,-0.490255,-0.723301,0.106003,-0.31599,-0.0216117,-0.434825,0.611843,-0.140965,0.287003,-0.731235,0.216102,-0.924195,0.365819,0.176033,-0.426836,0.195407,0.22612,0.608138,-0.312511,0.431314,-0.228575,-0.0842738,-0.153675,-0.354144,0.0948143,0.160144,0.194109,0.919104,-0.20135,0.791072,-0.745394,1.01535,0.648878,0.706875,-0.130519,-0.362609,-0.813512,0.08307,-0.109179,-0.700404,-0.523086,0.489976,-0.657032,-0.481877,0.433956,-0.0701946,0.76677,1.08222,0.580222,-0.187418,-0.147817,-0.367633
