# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = Hbeta_NC_sim2_model
# start_datetime = 2022-04-21 07:11:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/JRIVER~1/AppData/Local/Temp/RtmpSmrUlH/standata-4f383cb7432.json
# init = 2 (Default)
# random
#   seed = 400853124
# output
#   file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_sim2_power-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/JRiveraEspejo/Desktop/1. Work/#Classes/PhD Antwerp/#thesis/paper1/sim_chain/Hbeta_NC_sim2-profile-2.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = --name=Hbeta_NC_sim2_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,aHS.1,aHS.2,aHS.3,bP,bA,m_i,s_i,z_re.1,z_re.2,z_re.3,z_re.4,z_re.5,z_re.6,z_re.7,z_re.8,z_re.9,z_re.10,z_re.11,z_re.12,z_re.13,z_re.14,z_re.15,z_re.16,z_re.17,z_re.18,z_re.19,z_re.20,z_re.21,z_re.22,z_re.23,z_re.24,z_re.25,z_re.26,z_re.27,z_re.28,z_re.29,z_re.30,z_re.31,z_re.32,z_re.33,z_re.34,z_re.35,z_re.36,z_re.37,z_re.38,z_re.39,z_re.40,z_re.41,z_re.42,z_re.43,z_re.44,z_re.45,z_re.46,z_re.47,z_re.48,z_re.49,z_re.50,z_re.51,z_re.52,z_re.53,z_re.54,z_re.55,z_re.56,z_re.57,z_re.58,z_re.59,z_re.60,m_M,re_i.1,re_i.2,re_i.3,re_i.4,re_i.5,re_i.6,re_i.7,re_i.8,re_i.9,re_i.10,re_i.11,re_i.12,re_i.13,re_i.14,re_i.15,re_i.16,re_i.17,re_i.18,re_i.19,re_i.20,re_i.21,re_i.22,re_i.23,re_i.24,re_i.25,re_i.26,re_i.27,re_i.28,re_i.29,re_i.30,re_i.31,re_i.32,re_i.33,re_i.34,re_i.35,re_i.36,re_i.37,re_i.38,re_i.39,re_i.40,re_i.41,re_i.42,re_i.43,re_i.44,re_i.45,re_i.46,re_i.47,re_i.48,re_i.49,re_i.50,re_i.51,re_i.52,re_i.53,re_i.54,re_i.55,re_i.56,re_i.57,re_i.58,re_i.59,re_i.60,SI.1,SI.2,SI.3,SI.4,SI.5,SI.6,SI.7,SI.8,SI.9,SI.10,SI.11,SI.12,SI.13,SI.14,SI.15,SI.16,SI.17,SI.18,SI.19,SI.20,SI.21,SI.22,SI.23,SI.24,SI.25,SI.26,SI.27,SI.28,SI.29,SI.30,SI.31,SI.32,SI.33,SI.34,SI.35,SI.36,SI.37,SI.38,SI.39,SI.40,SI.41,SI.42,SI.43,SI.44,SI.45,SI.46,SI.47,SI.48,SI.49,SI.50,SI.51,SI.52,SI.53,SI.54,SI.55,SI.56,SI.57,SI.58,SI.59,SI.60,Ht.1,Ht.2,Ht.3,Ht.4,Ht.5,Ht.6,Ht.7,Ht.8,Ht.9,Ht.10,Ht.11,Ht.12,Ht.13,Ht.14,Ht.15,Ht.16,Ht.17,Ht.18,Ht.19,Ht.20,Ht.21,Ht.22,Ht.23,Ht.24,Ht.25,Ht.26,Ht.27,Ht.28,Ht.29,Ht.30,Ht.31,Ht.32,Ht.33,Ht.34,Ht.35,Ht.36,Ht.37,Ht.38,Ht.39,Ht.40,Ht.41,Ht.42,Ht.43,Ht.44,Ht.45,Ht.46,Ht.47,Ht.48,Ht.49,Ht.50,Ht.51,Ht.52,Ht.53,Ht.54,Ht.55,Ht.56,Ht.57,Ht.58,Ht.59,Ht.60
# Adaptation terminated
# Step size = 0.064258
# Diagonal elements of inverse mass matrix:
# 0.0287679, 0.0320375, 0.0323007, 0.0354269, 0.00738235, 0.00219122, 0.0293182, 0.0127869, 0.174048, 0.220206, 0.163088, 0.230586, 0.317269, 0.190704, 0.173108, 0.162541, 0.134854, 0.159252, 0.246837, 0.175732, 0.213734, 0.189336, 0.152887, 0.187078, 0.170748, 0.218844, 0.193548, 0.151217, 0.19668, 0.19009, 0.161543, 0.149674, 0.173007, 0.183382, 0.176827, 0.168174, 0.168606, 0.262469, 0.18814, 0.185936, 0.20368, 0.168495, 0.175013, 0.239124, 0.165402, 0.219084, 0.129448, 0.184273, 0.187242, 0.242182, 0.170064, 0.151483, 0.192821, 0.142703, 0.153293, 0.176344, 0.161787, 0.193582, 0.198038, 0.18497, 0.144469, 0.133492, 0.169921, 0.231118, 0.166243, 0.182267, 0.167503, 0.211637, 0.00156697
618.366,0.982311,0.064258,6,63,0,-586.899,-0.108251,0.325407,0.0771437,-0.198162,-0.165151,0.176876,-0.203205,0.350102,0.520208,1.68544,0.677206,1.67496,-0.790783,-1.39567,0.344349,0.314692,0.897984,0.0684207,-1.57417,-0.283145,0.69169,1.25127,0.212643,-1.00274,-1.00171,-0.513795,-0.178464,-0.112922,-0.801612,1.04453,0.218703,0.274717,-0.931856,1.09172,-2.11382,-1.04701,0.00949779,1.16888,-0.300249,2.27884,1.99637,-0.190172,0.439299,1.95368,1.2728,-0.453702,-0.608455,-0.959061,-0.0440891,0.238679,1.06639,1.19401,-1.50567,-0.47049,0.993593,-0.974958,1.23024,0.147098,-1.61289,2.15809,0.537976,0.155635,1.70208,-1.48018,0.920827,2.27488,0.965544,1.7459,9.84051,-0.0210786,0.386871,0.0338868,0.383203,-0.48006,-0.691833,-0.0826472,-0.0930304,0.111182,-0.17925,-0.754327,-0.302334,0.0389576,0.234868,-0.128758,-0.554267,-0.553907,-0.383085,-0.265685,-0.242739,-0.483851,0.162489,-0.126636,-0.107026,-0.529449,0.17901,-0.943257,-0.569765,-0.199879,0.206021,-0.308322,0.594622,0.495727,-0.269784,-0.0494052,0.480784,0.242407,-0.362047,-0.416226,-0.538974,-0.21864,-0.119642,0.170142,0.214819,-0.730342,-0.367924,0.144655,-0.54454,0.227505,-0.151705,-0.76788,0.552349,-0.0148581,-0.148716,0.392696,-0.721418,0.119179,0.593236,0.134835,0.408039,0.96213,1.41166,0.816851,1.26654,0.951614,0.144268,0.883097,0.713303,0.858721,0.638891,0.512032,0.645697,0.53262,1.05326,0.772041,0.163752,0.429302,0.0166062,0.240033,0.781798,0.192301,0.667422,0.183708,0.338866,-0.28405,0.683943,-0.627009,0.00576991,0.493737,0.239367,0.47976,0.857734,0.858962,0.128874,0.485048,0.844513,0.688298,0.484829,-0.0234716,-0.0633146,0.0636291,-0.491739,0.352289,0.302748,-0.766399,-0.0558868,0.197159,-0.279735,0.33905,-0.399816,-0.59139,0.952701,0.00812539,-0.0256104,0.704733,-0.474078,0.4076,0.628028,0.523378,0.513432,0.276452,0.195973,0.306433,0.219851,0.27856,0.463996,0.292537,0.32887,0.297607,0.345497,0.374717,0.34396,0.369906,0.2586,0.316038,0.459153,0.394293,0.495849,0.440278,0.313932,0.452072,0.339074,0.454202,0.416085,0.570539,0.335382,0.651811,0.498558,0.379014,0.440442,0.382309,0.297813,0.297556,0.467826,0.381061,0.300585,0.334412,0.381112,0.505868,0.515823,0.484098,0.620516,0.412828,0.424886,0.682741,0.513968,0.450869,0.569481,0.41604,0.598643,0.643684,0.278342,0.497969,0.506402,0.330764,0.616349,0.399488,0.347958,0.372063,0.374389
609.491,0.993957,0.064258,6,63,0,-577.771,0.233489,0.282636,-0.0110898,-0.41957,-0.115178,0.162671,-0.376561,0.385817,2.07346,0.400023,-0.621564,2.11588,0.444685,-0.180967,0.601023,0.795733,0.971658,-0.548838,-1.67097,0.167847,0.590653,0.522013,-1.03757,-0.799896,-1.1051,-0.315911,-1.49494,-0.141501,0.331696,1.01153,-0.116007,-0.189241,-1.17751,1.1615,-2.37695,-0.613036,-0.327785,0.283381,-0.953292,1.14801,0.793163,-1.03675,0.386339,0.866567,-0.000562439,-0.814094,0.149751,-0.39608,-0.804256,1.05989,1.23519,0.732296,-1.20337,-0.0424471,0.10398,-0.76938,0.428868,0.36104,-0.759927,1.93861,0.262094,1.04471,1.29071,-0.093453,1.26029,2.37329,0.609845,1.57594,9.76058,0.423416,-0.222225,-0.616371,0.439784,-0.204994,-0.446381,-0.144676,-0.0695533,-0.00167835,-0.588312,-1.02125,-0.311802,-0.148677,-0.175159,-0.776874,-0.685174,-0.802929,-0.498445,-0.953333,-0.431154,-0.248587,0.0137066,-0.421318,-0.449573,-0.830865,0.0715666,-1.29363,-0.61308,-0.503026,-0.267227,-0.744357,0.0663608,-0.0705448,-0.776556,-0.227505,-0.0422243,-0.376778,-0.690652,-0.318784,-0.529375,-0.686857,0.032361,0.0999962,-0.0940284,-0.84084,-0.392938,-0.336443,-0.673401,-0.211096,-0.237265,-0.669754,0.371388,-0.27544,0.0265077,0.121415,-0.412617,0.109679,0.539094,-0.141272,0.231466,1.63106,0.975095,0.372985,1.49914,1.35473,0.580033,1.01147,0.975417,0.962973,0.464894,0.42318,0.83199,0.638919,0.838902,0.333978,0.258889,0.404713,0.144982,-0.196646,0.80531,0.585009,0.727893,0.117844,0.223437,-0.336995,0.785753,-0.750349,0.189661,0.382067,0.000121653,0.206616,0.572583,0.54482,-0.136486,0.50727,0.494853,0.296233,0.340641,0.317168,0.125079,-0.265804,-0.160212,0.411906,0.112857,-0.720424,0.00955893,-0.154264,-0.303845,0.0122591,-0.34337,-0.401105,0.874792,-0.113849,0.297242,0.523912,-0.0945572,0.495705,0.708921,0.353897,0.489847,0.163685,0.273866,0.40782,0.182554,0.205099,0.358925,0.266692,0.273802,0.276283,0.385826,0.395756,0.303225,0.345491,0.301766,0.417273,0.435637,0.400181,0.463818,0.549004,0.308891,0.357781,0.325657,0.470573,0.444372,0.58346,0.313081,0.679255,0.452726,0.405629,0.49997,0.448529,0.360641,0.367067,0.534069,0.375834,0.378751,0.426479,0.415654,0.421366,0.468771,0.566062,0.539968,0.398455,0.471816,0.6727,0.49761,0.53849,0.575382,0.496935,0.585009,0.598953,0.294258,0.528431,0.426232,0.371938,0.523622,0.37855,0.329837,0.412438,0.37993
620.521,0.922258,0.064258,6,63,0,-574.918,0.0494899,0.269667,0.0254668,-0.374771,-0.15287,0.131206,-0.00398786,0.39652,0.131171,1.67583,0.204513,0.846712,-0.545422,-2.45189,-0.081558,0.322545,0.0528697,0.355928,-1.81832,-0.482101,0.531726,0.586988,0.112824,-1.09262,-1.48795,-1.19469,-0.870164,-0.0223361,-0.837332,0.869528,-0.639487,-0.280872,-1.67203,0.776614,-2.31679,-1.983,0.162316,-0.0913052,-0.288416,1.09093,0.638062,-1.31617,0.190053,0.583036,0.465504,-0.69536,-1.1785,-2.02843,-0.140406,-0.128636,0.638903,0.706674,-1.28918,-0.530244,0.912531,-0.714027,0.90529,0.344259,-1.81689,1.78503,-0.107964,-0.11808,1.02732,-1.53786,0.820888,2.18692,0.629665,1.54057,10.6195,0.048024,0.660514,0.0771057,0.331751,-0.220259,-0.976214,-0.0363273,0.123908,0.0169761,0.137145,-0.724988,-0.195151,0.206852,0.228765,0.0407493,-0.437233,-0.593989,-0.477707,-0.349026,-0.0128446,-0.336007,0.340798,-0.257557,-0.115359,-0.666983,0.303955,-0.922641,-0.790289,0.0603736,-0.0401922,-0.118351,0.42859,0.249017,-0.525875,0.0713719,0.227198,0.180594,-0.279712,-0.471286,-0.8083,-0.0596616,-0.0549948,0.24935,0.276223,-0.515175,-0.214241,0.357849,-0.287114,0.354978,0.132518,-0.724422,0.703815,-0.0467977,-0.0508089,0.403367,-0.613781,0.321511,0.863171,0.245687,0.60688,0.946198,1.62969,0.85496,1.20251,1.06051,-0.149175,0.878197,0.890876,0.76204,0.915043,0.402762,0.702979,0.716919,1.03941,0.895158,0.280505,0.304185,0.0104103,0.204717,0.923585,0.296062,0.814381,0.0684249,0.303573,-0.401116,0.777538,-0.591193,-0.283871,0.676092,0.0944246,0.584809,0.710852,0.591439,-0.150663,0.57228,0.635112,0.599526,0.445352,-0.101539,-0.329296,-0.00262255,-0.473593,0.24623,0.218407,-0.687757,-0.0971304,0.267243,-0.213724,0.319022,-0.171314,-0.700262,0.870155,-0.164729,-0.10858,0.520477,-0.524041,0.416761,0.756169,0.401097,0.532713,0.27965,0.163873,0.298393,0.231029,0.257211,0.537225,0.293551,0.290929,0.318204,0.285969,0.400649,0.331152,0.328072,0.261264,0.290046,0.43033,0.424535,0.497397,0.448999,0.284228,0.42652,0.306958,0.4829,0.424684,0.598956,0.314851,0.643639,0.570495,0.337134,0.476411,0.357827,0.329411,0.356305,0.537595,0.360711,0.346352,0.354452,0.390467,0.525363,0.581588,0.500656,0.616234,0.438752,0.445614,0.665468,0.524264,0.433584,0.553229,0.420914,0.542724,0.668246,0.295222,0.541089,0.527118,0.372741,0.628092,0.397292,0.319479,0.401049,0.369884
624.471,0.715259,0.064258,6,63,0,-587.891,-0.153893,0.109422,0.0511065,-0.183294,-0.245477,0.128129,0.221612,0.358898,0.50325,1.18389,0.176195,1.81943,-0.527341,-1.1402,0.102771,0.438297,0.664238,0.489616,-1.47233,-0.108444,0.896583,-0.127492,-0.253862,-1.23698,-1.1106,-1.50971,-1.64149,0.188662,-0.4896,0.652715,0.298322,-0.231266,-1.55826,1.06023,-2.67661,-0.651484,-0.373806,-0.278567,-0.755892,1.21359,0.361432,-0.739873,0.733038,0.344842,0.398357,-0.920072,-0.579426,-1.64771,-0.289574,0.649301,0.8723,0.297091,-1.96915,-0.528588,0.761468,-0.935374,0.344673,0.112247,-1.51878,1.39169,-0.0924093,0.638293,0.320916,-1.7854,0.687197,1.98799,0.488801,1.01006,10.1316,0.402228,0.64651,0.284849,0.874603,0.0323506,-0.187602,0.258497,0.378916,0.460006,0.397335,-0.306805,0.182692,0.543394,0.175856,0.130502,-0.222337,-0.17698,-0.320219,-0.367515,0.289323,0.045896,0.455871,0.32868,0.138611,-0.337643,0.602127,-0.739019,-0.012204,0.0874542,0.121635,-0.049676,0.657168,0.35133,-0.0439268,0.484698,0.345375,0.364582,-0.1086,0.0136574,-0.369749,0.117685,0.454646,0.534679,0.328238,-0.485111,0.031903,0.494902,-0.114092,0.345315,0.261898,-0.323476,0.721087,0.188447,0.450694,0.336789,-0.419165,0.468246,0.935099,0.397042,0.58412,0.9573,1.39815,0.81183,1.55077,1.11923,0.418361,0.922383,0.805859,0.934333,0.841828,0.534359,0.820251,0.640367,0.755491,0.697855,0.208111,0.378092,-0.0933745,-0.11785,0.905824,0.590037,0.745516,0.463869,0.3405,-0.298986,0.891773,-0.595054,0.247608,0.522781,0.11465,0.526061,0.722152,0.430359,0.0877564,0.818223,0.694688,0.566471,0.419753,0.136565,0.0111598,-0.018372,-0.114947,0.384577,0.172866,-0.824772,0.0748665,0.286877,-0.141334,0.225046,-0.123405,-0.347212,0.760545,-0.0634571,0.212836,0.379752,-0.337592,0.476107,0.700746,0.418948,0.319934,0.277419,0.198109,0.307501,0.174975,0.246154,0.396909,0.284473,0.308774,0.282046,0.30115,0.369501,0.30571,0.345164,0.319626,0.332288,0.448159,0.406587,0.523327,0.529428,0.287855,0.356626,0.321799,0.386068,0.415688,0.574195,0.290744,0.644524,0.438412,0.372202,0.471369,0.371436,0.326919,0.394041,0.478075,0.306141,0.332991,0.362052,0.396576,0.465912,0.49721,0.504593,0.528705,0.405023,0.456891,0.695248,0.481292,0.428769,0.535275,0.443975,0.530812,0.585941,0.318528,0.515859,0.446991,0.406187,0.583606,0.383172,0.331647,0.396769,0.420692
641.424,0.99497,0.064258,6,63,0,-599.941,0.2678,0.106449,-0.12757,-0.272656,-0.195428,0.150481,-0.189733,0.426409,1.3257,1.22214,-0.629521,1.10444,-0.0716809,-1.2016,0.324063,0.013601,-0.101854,-0.0378046,-1.76263,-0.227591,0.912421,0.772085,-0.387631,-0.810874,-1.16911,-0.416305,-0.96207,0.044097,-0.804942,0.91979,-0.510046,-0.159408,-1.49145,1.15304,-2.02595,-1.1509,-0.3112,0.293612,-0.902702,1.27522,1.561,-0.853662,0.0713902,0.694664,0.680348,-0.666964,-0.537757,-1.41457,-0.663681,0.000543287,0.729307,-0.321329,-1.55436,-0.474004,-0.0966167,-1.11066,0.132077,-0.484159,-1.92752,1.27043,-0.0820628,0.0340228,0.799389,-1.40956,0.193843,1.84987,0.0532292,1.31548,10.6079,0.375555,0.3314,-0.458166,0.281208,-0.220298,-0.702104,-0.0515499,-0.183933,-0.233164,-0.205853,-0.941336,-0.28678,0.199331,0.139491,-0.355022,-0.535497,-0.688253,-0.367249,-0.599968,-0.17093,-0.532967,0.202474,-0.407221,-0.257706,-0.825701,0.301934,-1.05361,-0.680486,-0.322431,-0.0645341,-0.574653,0.35403,0.475893,-0.553742,-0.159292,0.106478,0.100374,-0.474132,-0.419037,-0.792918,-0.472732,-0.189501,0.12125,-0.32675,-0.852524,-0.391852,-0.230931,-0.663328,-0.133414,-0.396182,-1.01164,0.35199,-0.224725,-0.175225,0.151134,-0.790783,-0.107076,0.599068,-0.167036,0.371201,1.42101,1.48487,0.467976,1.32612,1.29702,0.286916,1.03206,0.711041,0.651058,0.703094,0.380358,0.77587,0.783136,1.10755,0.651736,0.313794,0.357203,0.222998,0.0569227,0.923432,0.267718,0.800551,0.019416,0.270507,-0.475915,0.900012,-0.619991,-0.0576832,0.4401,0.151965,0.299662,0.724776,0.906295,-0.0814205,0.473718,0.655106,0.628587,0.410935,0.0462975,-0.17066,-0.0750875,-0.330903,0.459238,-0.0414333,-0.713922,0.0998377,0.0124671,-0.22753,0.179849,-0.390868,-0.621528,0.889364,-0.0162593,0.0928978,0.642824,-0.316831,0.356668,0.821507,0.356366,0.618365,0.194503,0.184692,0.385096,0.209802,0.214668,0.428759,0.262685,0.329369,0.342751,0.331127,0.406041,0.315211,0.313644,0.248328,0.342598,0.422189,0.411637,0.44448,0.485773,0.284259,0.433467,0.309908,0.495146,0.432783,0.616783,0.289048,0.650217,0.514417,0.391717,0.462082,0.42564,0.326342,0.287759,0.520344,0.383737,0.34184,0.347831,0.398688,0.488428,0.542562,0.518763,0.581979,0.387167,0.510357,0.671267,0.475061,0.496883,0.556638,0.455159,0.596492,0.650566,0.291241,0.504065,0.476792,0.344609,0.578552,0.411766,0.305444,0.41184,0.350153
636.514,0.889753,0.064258,6,63,0,-608.031,-0.185543,0.338968,0.0450771,-0.108281,-0.15905,0.104068,0.212966,0.482338,0.651305,0.482361,-0.0225598,0.889253,-0.178049,-2.08717,-0.50962,0.707067,0.677338,-0.141005,-1.49864,-0.780062,0.351084,-0.0265364,-0.294387,-1.10662,-1.27994,-1.12948,-1.9439,-0.220496,-0.412168,0.967236,0.246925,0.0488,-0.804631,0.978783,-1.99399,-0.782706,0.152956,0.0238579,0.00761081,1.0678,0.42197,-0.601974,0.280801,0.640703,0.633495,-0.205075,-0.13876,-0.891867,-0.465751,-0.266767,0.508163,0.665347,-1.55537,-0.449841,0.0168971,-0.886502,-0.170096,-0.194398,-1.80203,1.04637,-0.767688,0.249878,0.573034,-0.789302,0.744144,1.61365,0.688004,1.05548,10.1119,0.527115,0.445627,0.202084,0.641886,0.127086,-0.793758,-0.0328434,0.554011,0.539672,0.144953,-0.509885,-0.163288,0.382307,0.200166,0.0709717,-0.320799,-0.404399,-0.331827,-0.724653,0.106612,0.0141616,0.679501,0.332067,0.236504,-0.175139,0.68507,-0.748814,-0.164563,0.286742,0.224473,0.216637,0.728006,0.416498,-0.0773893,0.348407,0.522001,0.518525,0.11405,0.146037,-0.217216,-0.0116838,0.0842939,0.458072,0.533888,-0.537247,-0.00400964,0.221116,-0.214628,0.130922,0.1192,-0.656224,0.717668,-0.15732,0.333491,0.489362,-0.167745,0.571895,0.991289,0.544816,0.722062,1.1532,1.17802,0.767866,1.30433,1.11879,-0.176802,0.642692,1.07603,1.07134,0.678339,0.322613,0.49519,0.669475,0.800064,0.683962,0.182437,0.221683,-0.00261037,-0.3596,0.772496,0.356005,0.85645,0.387891,0.356593,-0.181861,0.862019,-0.687304,0.0141059,0.579131,0.14608,0.600002,0.738342,0.456984,-0.00278766,0.553786,0.695511,0.638614,0.487763,0.214952,-0.00218427,-0.0699427,-0.339062,0.369663,0.421016,-0.769525,0.0326736,0.0741274,-0.223433,0.0407937,-0.184749,-0.683807,0.773129,-0.332738,0.188223,0.526045,-0.127095,0.585834,0.827243,0.588905,0.559735,0.239906,0.235408,0.316941,0.213437,0.246236,0.544086,0.344638,0.254259,0.255149,0.336632,0.420039,0.378672,0.338614,0.310012,0.335378,0.454517,0.444805,0.500653,0.588944,0.315939,0.411927,0.298082,0.404225,0.411784,0.54534,0.296918,0.665367,0.496474,0.359132,0.463545,0.354343,0.323367,0.387702,0.500697,0.364986,0.332808,0.34556,0.380421,0.446468,0.500546,0.517479,0.583963,0.408622,0.396274,0.683418,0.491832,0.481477,0.555627,0.489803,0.546056,0.664588,0.315803,0.582425,0.453083,0.37144,0.531731,0.357591,0.304228,0.356886,0.363609
